Contig ID,Size,Prev_ech1,Prev_ech2,Prev1 F ENV RPKM,Prev2 F ENV RPKM
Prev_v1_contig_5975,293,690,924,27.27385527,30.72688026
Prev_v1_contig_5976,1179,1917,2433,27.26285917,29.10988248
Prev_v1_contig_5977,739,1853,2545,18.03218576,20.83578157
Prev_v1_contig_5978,1546,727,1179,39.37044543,53.71539558
Prev_v1_contig_5979,407,1175,1068,60.22897107,46.05617704
Prev_v1_contig_598,1369,8569,8233,92.81027424,75.01931329
Prev_v1_contig_5980,1762,791,808,19.17075334,16.47491235
Prev_v1_contig_5981,799,1004,1427,42.86734155,51.25849698
Prev_v1_contig_5982,300,13,22,1.025595858,1.460174106
Prev_v1_contig_5983,935,2373,2935,23.12770599,24.06533885
Prev_v1_contig_5984,809,995,1290,7.572409519,8.25942432
Prev_v1_contig_5985,667,15429,31659,116.5427712,201.1841722
Prev_v1_contig_5986,1804,8969,9829,217.373561,200.410784
Prev_v1_contig_5987,4214,1180,1707,14.0768444,17.13191377
Prev_v1_contig_5988,1317,2630,2643,14.45915724,12.22456604
Prev_v1_contig_5989,223,3319,3294,80.84845025,67.50517972
Prev_v1_contig_599,203,17587,18124,312.7607041,271.1586906
Prev_v1_contig_5990,430,5127,5881,37.21637728,35.91459832
Prev_v1_contig_5991,1962,952,1972,9.134413005,15.91840911
Prev_v1_contig_5992,455,554,628,9.163587017,8.739054406
Prev_v1_contig_5993,765,702,860,7.967950768,8.212153093
Prev_v1_contig_5994,609,1713,1968,20.95692436,20.25556366
Prev_v1_contig_5995,624,5394,6676,149.216513,155.3714893
Prev_v1_contig_5996,351,1393,1678,7.603889353,7.70594109
Prev_v1_contig_5997,1489,677,1377,10.72611571,18.35425686
Prev_v1_contig_5998,549,2630,3186,31.61070928,32.21612632
Prev_v1_contig_5999,1182,1536,2562,11.15811942,15.6577001
Prev_v1_contig_6,874,4307,5344,88.40303496,92.28004733
Prev_v1_contig_60,525,22481,47002,342.0457984,601.6362954
Prev_v1_contig_600,374,266,429,5.300852796,7.192344076
Prev_v1_contig_6000,1202,3444,4397,24.12278937,25.91014859
Prev_v1_contig_6001,791,690,1238,7.494515472,11.3126453
Prev_v1_contig_6002,1317,343,459,16.4801213,18.55359299
Prev_v1_contig_6003,2671,1561,2026,21.76403343,23.76429737
Prev_v1_contig_6004,1683,2551,4172,22.44359421,30.87985873
Prev_v1_contig_6005,1205,15692,22421,184.3305524,221.5761743
Prev_v1_contig_6006,301,1802,1566,15.11185369,11.04851137
Prev_v1_contig_6007,261,1752,2387,19.28080359,22.1000117
Prev_v1_contig_6008,457,90,62,2.712842454,1.572254365
Prev_v1_contig_6009,4051,2176,2989,10.90888056,12.60655047
Prev_v1_contig_601,577,890,728,16.00560082,11.01443971
Prev_v1_contig_6010,1272,3126,3950,20.49513507,21.78752822
Prev_v1_contig_6011,351,5636,8039,112.9011137,135.480979
Prev_v1_contig_6012,405,24,0,1.15893723,0
Prev_v1_contig_6013,2099,376,523,23.94751913,28.02356795
Prev_v1_contig_6014,1196,1588,2238,20.28191626,24.0473722
Prev_v1_contig_6015,215,6178,6512,31.20045157,27.66791441
Prev_v1_contig_6016,250,2687,3750,55.50842051,65.17357239
Prev_v1_contig_6017,2169,1322,1906,17.47843857,21.20035481
Prev_v1_contig_6018,1632,1322,1427,22.70944079,20.62281823
Prev_v1_contig_6019,320,573,739,6.939255632,7.529250715
Prev_v1_contig_602,1950,16392,21436,80.51421697,88.57954241
Prev_v1_contig_6020,388,21,28,0.697722392,0.782655161
Prev_v1_contig_6021,499,64,73,1.696996147,1.628443887
Prev_v1_contig_6022,318,9777,11846,47.92443248,48.85085258
Prev_v1_contig_6023,1102,2273,2955,10.81805421,11.83194817
Prev_v1_contig_6024,442,949,1070,11.84443029,11.23519973
Prev_v1_contig_6025,10106,2375,3415,55.93432333,67.66351245
Prev_v1_contig_6026,221,1033,1352,10.55617708,11.62337081
Prev_v1_contig_6027,228,669,943,10.7865719,12.79139981
Prev_v1_contig_6028,1169,9381,9559,54.82952351,47.00313802
Prev_v1_contig_6029,1241,1021,1422,11.8842375,13.92496886
Prev_v1_contig_603,1618,14837,19524,79.18609893,87.66388358
Prev_v1_contig_6030,252,1183,1756,7.047545434,8.800892316
Prev_v1_contig_6031,210,1279,1573,20.81442574,21.53632853
Prev_v1_contig_6032,218,1211,1504,17.80351403,18.60195032
Prev_v1_contig_6033,534,490,985,5.856402206,9.904215969
Prev_v1_contig_6034,1402,1650,1563,16.47486616,13.1294334
Prev_v1_contig_6035,407,613,688,13.14504676,12.41192535
Prev_v1_contig_6036,688,22,26,2.098291411,2.086246043
Prev_v1_contig_6037,670,597,658,4.631703661,4.294784564
Prev_v1_contig_6038,1860,4311,5422,18.92925279,20.02921909
Prev_v1_contig_6039,3257,1940,2103,37.681116,34.3645258
Prev_v1_contig_604,1512,46332,51220,450.1871992,418.6978437
Prev_v1_contig_6040,343,45,60,1.049493796,1.177247205
Prev_v1_contig_6041,317,2901,3210,66.05030339,61.48669876
Prev_v1_contig_6042,215,979,1223,6.487441246,6.818145404
Prev_v1_contig_6043,509,1370,1893,9.616965244,11.17936534
Prev_v1_contig_6044,329,216,240,8.468062827,7.915723541
Prev_v1_contig_6045,571,7968,9762,83.33473139,85.89434529
Prev_v1_contig_6046,2208,1217,1325,9.932229383,9.097479735
Prev_v1_contig_6047,732,3182,4025,71.01436221,75.57200702
Prev_v1_contig_6048,1939,1076,1243,14.25551527,13.85449923
Prev_v1_contig_6049,1042,787,812,15.31713998,13.29560286
Prev_v1_contig_605,550,6062,6874,45.09627737,43.02128168
Prev_v1_contig_6050,3260,2616,3158,27.0354128,27.45721264
Prev_v1_contig_6051,432,1487,1963,17.11099053,19.00349749
Prev_v1_contig_6052,1137,800,1012,10.00430703,10.64698379
Prev_v1_contig_6053,554,4731,5048,72.6155597,65.18462077
Prev_v1_contig_6054,1082,1911,2417,13.18291099,14.02737279
Prev_v1_contig_6055,340,1842,2471,50.44646809,56.9328521
Prev_v1_contig_6056,233,306,498,11.52505014,15.77973828
Prev_v1_contig_6057,639,531,647,47.12810197,48.31019215
Prev_v1_contig_6058,1448,961,1417,18.27687893,22.67240305
Prev_v1_contig_6059,719,9014,28644,125.5851531,335.7402941
Prev_v1_contig_606,343,215,295,19.81592293,22.87425279
Prev_v1_contig_6060,1419,1364,2351,15.97367597,23.16286015
Prev_v1_contig_6061,1201,1027,1322,7.308227054,7.914474773
Prev_v1_contig_6062,424,6877,8757,49.37725496,52.89715609
Prev_v1_contig_6063,1160,2257,2472,13.25624703,12.21480538
Prev_v1_contig_6064,401,2475,2876,19.894178,19.44861744
Prev_v1_contig_6065,627,2350,3187,18.63162546,21.25758882
Prev_v1_contig_6066,2025,3325,3652,71.86330876,66.40417484
Prev_v1_contig_6067,313,820,897,25.47814869,23.44744438
Prev_v1_contig_6068,1886,4789,5137,78.67072645,70.9948662
Prev_v1_contig_6069,663,3346,4413,15.72960782,17.45319502
Prev_v1_contig_607,620,1485,1633,12.55781593,11.61777336
Prev_v1_contig_6070,917,1834,1915,27.25516406,23.94237912
Prev_v1_contig_6071,4082,1265,1532,11.58118576,11.79968254
Prev_v1_contig_6072,304,3624,4550,8.094466983,8.549889847
Prev_v1_contig_6073,788,1242,1499,5.964447809,6.056187822
Prev_v1_contig_6074,425,364,360,29.94915973,24.91924128
Prev_v1_contig_6075,2429,594,1191,7.011962738,11.82807234
Prev_v1_contig_6076,1421,1219,1660,9.396521241,10.76516122
Prev_v1_contig_6077,1262,3806,3514,94.51280729,73.41295274
Prev_v1_contig_6078,440,4804,4463,74.39119472,58.14260388
Prev_v1_contig_6079,398,3780,4386,88.5885668,86.47758622
Prev_v1_contig_608,1853,1150,1406,12.08020074,12.42540883
Prev_v1_contig_6080,3697,276,19,3.370145174,0.195183088
Prev_v1_contig_6081,1018,818,1065,12.40638943,13.58910234
Prev_v1_contig_6082,2357,148,243,8.597792409,11.87628385
Prev_v1_contig_6083,1653,81,92,3.276014812,3.130384763
Prev_v1_contig_6084,706,7229,6760,57.76797663,45.44694381
Prev_v1_contig_6085,1887,1589,2047,25.05125581,27.15016686
Prev_v1_contig_6086,2607,3569,5086,22.49931558,26.97417502
Prev_v1_contig_6087,613,4902,7323,53.6387174,67.41292444
Prev_v1_contig_6088,3001,402,140,5.318594095,1.558288571
Prev_v1_contig_6089,361,636,928,5.552185395,6.815596572
Prev_v1_contig_609,339,5084,9202,41.38603397,63.02016745
Prev_v1_contig_6090,941,1700,1874,45.13889292,41.86206275
Prev_v1_contig_6091,1909,1123,1393,25.03343722,26.12407371
Prev_v1_contig_6092,441,4107,6262,43.66848807,56.01515885
Prev_v1_contig_6093,3174,2455,2260,148.9373401,115.3478733
Prev_v1_contig_6094,221,987,692,51.55731213,30.41082945
Prev_v1_contig_6095,379,1992,2087,77.30392846,68.13711412
Prev_v1_contig_6096,1293,1755,1970,14.51452637,13.70695635
Prev_v1_contig_6097,316,2500,2615,30.02937554,26.42573293
Prev_v1_contig_6098,2932,1099,1216,16.85492634,15.68959732
Prev_v1_contig_6099,2387,1259,1645,13.59007796,14.93864394
Prev_v1_contig_61,380,122507,118225,2035.139931,1652.310829
Prev_v1_contig_610,867,9800,11938,84.4374754,86.53460081
Prev_v1_contig_6100,369,1996,2035,15.58013993,13.36362519
Prev_v1_contig_6101,555,68,89,3.735275723,4.112944177
Prev_v1_contig_6102,1712,2718,3728,52.47342154,60.5501036
Prev_v1_contig_6103,434,4179,6586,23.35021225,30.95916535
Prev_v1_contig_6104,261,83,109,1.971713169,2.178417908
Prev_v1_contig_6105,486,1340,1517,31.75378181,30.2430296
Prev_v1_contig_6106,236,706,860,5.918037543,6.064856395
Prev_v1_contig_6107,851,229,404,7.517298828,11.15723944
Prev_v1_contig_6108,316,636,653,12.27854897,10.60601332
Prev_v1_contig_6109,1106,430,408,7.668301338,6.121247423
Prev_v1_contig_611,2135,226,337,14.99166178,18.8070333
Prev_v1_contig_6110,1187,311,493,10.13963315,13.52252611
Prev_v1_contig_6111,896,854,1048,6.993517025,7.220181323
Prev_v1_contig_6112,465,1254,1426,37.97808008,36.33323358
Prev_v1_contig_6113,353,9111,12823,113.6400349,134.5562918
Prev_v1_contig_6114,1747,4101,5181,27.80030391,29.54761438
Prev_v1_contig_6115,222,1656,1967,15.61572432,15.60469256
Prev_v1_contig_6116,1048,431,532,3.236425653,3.360849406
Prev_v1_contig_6117,4097,1569,2437,13.75979506,17.98016227
Prev_v1_contig_6118,3829,5961,6782,91.05725951,87.15700438
Prev_v1_contig_6119,985,1547,2021,13.66059669,15.01394171
Prev_v1_contig_612,396,566,616,38.20650138,34.98248104
Prev_v1_contig_6120,974,1709,1824,22.68893176,20.37257269
Prev_v1_contig_6121,610,18749,41609,315.0152975,588.1523943
Prev_v1_contig_6122,216,253,289,5.712839336,5.490076397
Prev_v1_contig_6123,626,1770,1970,13.97538444,13.08596574
Prev_v1_contig_6124,1384,2296,2847,12.9497057,13.50904156
Prev_v1_contig_6125,295,687,884,23.18716117,25.10106594
Prev_v1_contig_6126,1035,4356,4865,88.36804399,83.03080938
Prev_v1_contig_6127,2345,2055,2440,42.36118078,42.31507482
Prev_v1_contig_6128,1378,9211,12498,85.14069868,97.18964675
Prev_v1_contig_6129,562,1173,1228,16.63261366,14.64906515
Prev_v1_contig_613,2500,4422,5461,29.60987471,30.76373516
Prev_v1_contig_6130,318,2741,3411,42.51378229,44.50937377
Prev_v1_contig_6131,961,275,325,6.793759239,6.754759256
Prev_v1_contig_6132,2727,2833,3526,29.9397708,31.34969072
Prev_v1_contig_6133,647,5950,6791,47.54730404,45.65535435
Prev_v1_contig_6134,2170,415,521,9.348839762,9.874074475
Prev_v1_contig_6135,1115,1703,2027,24.30960011,24.34254443
Prev_v1_contig_6136,735,3035,3906,16.1530362,17.48947471
Prev_v1_contig_6137,1672,1576,1808,28.02700118,27.05003931
Prev_v1_contig_6138,296,1944,3487,15.70499136,23.69967795
Prev_v1_contig_6139,309,3061,3406,22.73602324,21.28358952
Prev_v1_contig_614,1804,2897,4045,15.97287099,18.76299102
Prev_v1_contig_6140,1069,5109,5067,44.80483936,37.38427666
Prev_v1_contig_6141,1775,333,378,8.745014882,8.351359422
Prev_v1_contig_6142,1312,24,32,1.433327353,1.607804283
Prev_v1_contig_6143,1940,400,601,12.6539626,15.99521504
Prev_v1_contig_6144,1393,1011,2206,38.37946858,70.45346632
Prev_v1_contig_6145,271,246,786,4.115187891,11.06180921
Prev_v1_contig_6146,560,1547,1463,87.22692772,69.39906901
Prev_v1_contig_6147,880,1827,2012,74.68009885,69.19000612
Prev_v1_contig_6148,2055,12407,13655,122.1003782,113.0553158
Prev_v1_contig_6149,478,3530,4856,10.9911904,12.72031189
Prev_v1_contig_615,2291,48235,55188,408.6174492,393.3220889
Prev_v1_contig_6150,210,99,236,5.27195717,10.57298796
Prev_v1_contig_6151,346,46,62,2.696803223,3.057962619
Prev_v1_contig_6152,1655,1275,1120,82.0225185,60.6163796
Prev_v1_contig_6153,694,1545,1541,76.14090981,63.89123349
Prev_v1_contig_6154,863,3565,4587,38.20219993,41.3529632
Prev_v1_contig_6155,1349,2104,3184,15.84260214,20.16986053
Prev_v1_contig_6156,1918,4045,7206,31.62548829,47.39821944
Prev_v1_contig_6157,730,1505,2125,9.292104278,11.03787738
Prev_v1_contig_6158,2261,395,205,4.010830281,1.751217572
Prev_v1_contig_6159,2117,2612,5540,14.48062688,25.83883991
Prev_v1_contig_616,1782,1858,2179,28.91173678,28.52559801
Prev_v1_contig_6160,2683,166,233,3.297766896,3.894187362
Prev_v1_contig_6161,693,4167,5868,22.32658725,26.45075082
Prev_v1_contig_6162,2309,2332,2835,10.92259878,11.17119297
Prev_v1_contig_6163,3018,1606,1878,23.94108077,23.55281684
Prev_v1_contig_6164,1292,282,669,7.625038707,15.21836927
Prev_v1_contig_6165,895,50,237,3.485591517,13.89965073
Prev_v1_contig_6166,342,385,950,6.089719503,12.64180889
Prev_v1_contig_6167,508,166,195,6.671582925,6.593324758
Prev_v1_contig_6168,222,108,134,4.395841531,4.588514692
Prev_v1_contig_6169,647,614,823,3.930164459,4.431913177
Prev_v1_contig_617,2168,27258,34077,259.2045608,272.6208464
Prev_v1_contig_6170,1060,6072,7561,113.6765765,119.087867
Prev_v1_contig_6171,583,3729,3717,75.72853731,63.50512894
Prev_v1_contig_6172,1572,2505,3098,61.25349123,63.73141868
Prev_v1_contig_6173,279,73,6,2.503515195,0.173112201
Prev_v1_contig_6174,335,2247,3374,52.79005241,66.68730316
Prev_v1_contig_6175,2384,825,975,7.955669773,7.909999772
Prev_v1_contig_6176,790,3212,2284,44.20420656,26.4443696
Prev_v1_contig_6177,836,4064,4486,49.06167606,45.56139433
Prev_v1_contig_6178,856,3374,4228,29.7799824,31.39521005
Prev_v1_contig_6179,614,979,684,13.77985868,8.099668218
Prev_v1_contig_618,1795,3138,4457,201.8718926,241.2207177
Prev_v1_contig_6180,1066,3327,4426,56.19479857,62.89321322
Prev_v1_contig_6181,596,3758,4584,48.67816964,49.95409885
Prev_v1_contig_6182,447,864,966,33.7342788,31.73100808
Prev_v1_contig_6183,314,2104,2964,23.4917094,27.841725
Prev_v1_contig_6184,1653,46,57,4.179405942,4.356930534
Prev_v1_contig_6185,224,119,224,8.265650898,13.089624
Prev_v1_contig_6186,1576,873,1059,10.02159741,10.22745846
Prev_v1_contig_6187,883,7811,9631,57.52698977,59.67404124
Prev_v1_contig_6188,1633,1234,1027,19.45453094,13.62150531
Prev_v1_contig_6189,285,5619,7506,80.6290891,90.61296413
Prev_v1_contig_619,1229,8084,13823,51.01263003,73.38423544
Prev_v1_contig_6190,364,848,1015,5.100972336,5.13655821
Prev_v1_contig_6191,2357,3314,4271,25.80498643,27.97884344
Prev_v1_contig_6192,988,3056,3596,24.58490232,24.33794336
Prev_v1_contig_6193,511,59,128,1.568757902,2.863274202
Prev_v1_contig_6194,2164,1240,1065,52.94372861,38.25529032
Prev_v1_contig_6195,1975,2670,3387,26.07534968,27.8280729
Prev_v1_contig_6196,225,1676,2244,5.536822782,6.236752609
Prev_v1_contig_6197,830,405,503,18.93696367,19.78665419
Prev_v1_contig_6198,2014,2024,1462,33.50743072,20.36231017
Prev_v1_contig_6199,1980,2792,2931,22.1634548,19.57433058
Prev_v1_contig_62,1888,2403,6148,20.4561813,44.0305092
Prev_v1_contig_620,1089,1392,1318,18.7399499,14.92772605
Prev_v1_contig_6200,2820,42,94,2.164439894,4.075427288
Prev_v1_contig_6201,896,34,34,2.158296734,1.815767379
Prev_v1_contig_6202,2254,2859,3501,20.40550402,21.02201481
Prev_v1_contig_6203,1513,6004,7064,59.2084378,58.60607889
Prev_v1_contig_6204,1780,1414,2234,13.66991691,18.16973904
Prev_v1_contig_6205,440,1787,2441,18.46799797,21.22326031
Prev_v1_contig_6206,1310,380,587,4.343998969,5.645381217
Prev_v1_contig_6207,900,1878,2286,12.29599549,12.59196155
Prev_v1_contig_6208,416,5096,7030,38.92197571,45.17205403
Prev_v1_contig_6209,216,6734,10262,52.26552754,67.00748108
Prev_v1_contig_621,681,3381,4316,96.74077173,103.8950529
Prev_v1_contig_6210,361,1799,2112,13.56200758,13.39478629
Prev_v1_contig_6211,1912,2360,2895,33.56303998,34.6375297
Prev_v1_contig_6212,569,668,421,17.39954244,9.225555308
Prev_v1_contig_6213,2517,6506,5907,100.828554,77.01680649
Prev_v1_contig_6214,639,1809,2290,30.34111356,32.31301538
Prev_v1_contig_6215,2658,503,737,3.529607955,4.350859191
Prev_v1_contig_6216,1860,4700,5633,80.52059045,81.18913232
Prev_v1_contig_6217,1061,3217,5571,27.63096483,40.25568337
Prev_v1_contig_6218,1272,1503,1783,120.5591727,120.3210678
Prev_v1_contig_6219,1817,9175,10379,84.72623407,80.63366465
Prev_v1_contig_622,348,5909,5980,41.67769739,35.48460433
Prev_v1_contig_6220,726,4189,4068,161.9078342,132.2779644
Prev_v1_contig_6221,1538,855,1110,27.22756497,29.73820308
Prev_v1_contig_6222,1266,921,708,22.75291731,14.71498324
Prev_v1_contig_6223,3617,1398,2264,15.81163019,21.54244314
Prev_v1_contig_6224,966,3426,4862,11.08693467,13.23695645
Prev_v1_contig_6225,801,4091,3920,19.82496257,15.98151768
Prev_v1_contig_6226,1242,3715,5044,26.35801209,30.10772694
Prev_v1_contig_6227,342,398,517,4.318030465,4.718915807
Prev_v1_contig_6228,1139,1403,1239,29.23539885,21.72059483
Prev_v1_contig_6229,487,81,50,3.43546686,1.784102513
Prev_v1_contig_623,1207,688,766,37.15346,34.80075387
Prev_v1_contig_6230,457,569,831,5.993493765,7.364069374
Prev_v1_contig_6231,483,2685,3347,50.56333274,53.02689159
Prev_v1_contig_6232,928,2121,697,11.90663773,3.291776234
Prev_v1_contig_6233,556,1245,1637,14.76954698,16.3378746
Prev_v1_contig_6234,304,39,30,1.16276731,0.752486161
Prev_v1_contig_6235,244,1536,1540,53.34470496,44.9955825
Prev_v1_contig_6236,894,1715,1801,36.44993568,32.20293168
Prev_v1_contig_6237,378,6289,6582,92.17497537,81.15931434
Prev_v1_contig_6238,1330,338,269,3.613895499,2.419692764
Prev_v1_contig_6239,2295,814,898,7.258136382,6.736372777
Prev_v1_contig_624,358,3734,4635,48.01045807,50.13722933
Prev_v1_contig_6240,1052,2043,2695,14.43636162,16.02128002
Prev_v1_contig_6241,3873,5114,6378,39.98337382,41.95196275
Prev_v1_contig_6242,485,8475,12019,45.05605507,53.75648309
Prev_v1_contig_6243,2317,2169,2573,65.58574764,65.45438757
Prev_v1_contig_6244,495,3325,4791,14.44104098,17.50580463
Prev_v1_contig_6245,899,246,223,10.5267976,8.028142718
Prev_v1_contig_6246,404,14181,14676,63.48912965,55.27761229
Prev_v1_contig_6247,2426,405,414,10.76859238,9.260902497
Prev_v1_contig_6248,586,2521,3893,11.94204823,15.51455898
Prev_v1_contig_6249,518,161,166,6.813446553,5.910144801
Prev_v1_contig_625,859,28408,28753,329.2640635,280.3728101
Prev_v1_contig_6250,617,1120,1426,45.97696733,49.24825879
Prev_v1_contig_6251,692,249,261,7.243577515,6.387682599
Prev_v1_contig_6252,1084,457,488,11.60401891,10.42464095
Prev_v1_contig_6253,2131,814,1045,11.54215475,12.46602043
Prev_v1_contig_6254,1989,132,388,7.691609244,19.02059345
Prev_v1_contig_6255,927,320,462,25.34975649,30.79036555
Prev_v1_contig_6256,356,672,600,9.599661883,7.210858442
Prev_v1_contig_6257,849,1595,1783,17.70547283,16.65126532
Prev_v1_contig_6258,1853,3609,2975,55.84120163,38.72611217
Prev_v1_contig_6259,1019,35,15,1.051687096,0.379191694
Prev_v1_contig_626,1327,15018,17293,169.0583522,163.7736125
Prev_v1_contig_6260,1430,3629,5190,14.30317925,17.2092533
Prev_v1_contig_6261,1064,4327,4830,36.80206287,34.56061439
Prev_v1_contig_6262,1506,814,998,13.29215777,13.7104175
Prev_v1_contig_6263,375,7521,8908,35.9290396,35.80134016
Prev_v1_contig_6264,346,1384,1870,29.84513232,33.92564247
Prev_v1_contig_6265,810,1295,1387,9.27732645,8.359466993
Prev_v1_contig_6266,437,1551,3374,24.94449533,45.65171089
Prev_v1_contig_6267,1409,382,583,5.15720266,6.621683912
Prev_v1_contig_6268,2138,621,934,7.357872575,9.310148203
Prev_v1_contig_6269,5921,1608,2798,27.84694795,40.76508241
Prev_v1_contig_627,1924,3993,5598,31.16808555,36.76146133
Prev_v1_contig_6270,661,2199,2498,32.90904497,31.45078861
Prev_v1_contig_6271,1593,2944,3597,9.199461751,9.456144631
Prev_v1_contig_6272,997,883,1175,23.9770187,26.84240353
Prev_v1_contig_6273,745,4859,5090,76.04138,67.01467704
Prev_v1_contig_6274,346,10583,12329,110.3230466,108.1270511
Prev_v1_contig_6275,1183,4891,7870,73.08195994,98.93189123
Prev_v1_contig_6276,928,159,194,4.861482905,4.990251392
Prev_v1_contig_6277,3035,228,340,5.498027374,6.897632054
Prev_v1_contig_6278,1614,101,120,3.049206437,3.047865206
Prev_v1_contig_6279,510,2120,2428,76.25140167,73.46994399
Prev_v1_contig_628,2552,3215,4029,14.56035247,15.35101989
Prev_v1_contig_6280,1078,829,868,44.3926104,39.10433762
Prev_v1_contig_6281,336,384,544,3.358380148,4.002640499
Prev_v1_contig_6282,318,8981,9814,37.49401912,34.46929569
Prev_v1_contig_6283,2269,18129,18835,363.5424554,317.7576154
Prev_v1_contig_6284,3009,59,60,2.023388993,1.731122009
Prev_v1_contig_6285,1260,224,232,6.324372237,5.510695903
Prev_v1_contig_6286,230,137,169,5.734482987,5.951267369
Prev_v1_contig_6287,1722,3078,2844,62.70731009,48.74479003
Prev_v1_contig_6288,221,634,887,4.662162493,5.487453132
Prev_v1_contig_6289,775,378,466,5.146693724,5.337913075
Prev_v1_contig_629,301,2261,9989,29.01276661,107.8349772
Prev_v1_contig_6290,446,7993,10129,137.3045085,146.3829894
Prev_v1_contig_6291,2429,323,414,25.58741046,27.59136653
Prev_v1_contig_6292,276,612,726,4.065315678,4.057219735
Prev_v1_contig_6293,759,58,52,2.121953614,1.600517002
Prev_v1_contig_6294,835,3037,3992,48.59897989,53.74300548
Prev_v1_contig_6295,1258,4178,3891,76.3540586,59.82379753
Prev_v1_contig_6296,1228,471,305,12.57580059,6.851152435
Prev_v1_contig_6297,314,4666,6128,22.12484173,24.4457435
Prev_v1_contig_6298,1714,1224,1700,29.96807419,35.01671445
Prev_v1_contig_6299,166,2467,1777,41.30502052,25.03053755
Prev_v1_contig_63,1854,202991,125491,821.5094769,427.2651104
Prev_v1_contig_630,584,21958,30905,107.112316,126.8307127
Prev_v1_contig_6300,257,840,1489,4.918580577,7.33506992
Prev_v1_contig_6301,251,7652,10593,31.35170006,36.5135587
Prev_v1_contig_6302,844,2371,2491,23.71093176,20.9575181
Prev_v1_contig_6303,3341,18,2,1.32212092,0.123588404
Prev_v1_contig_6304,1180,454,733,9.249226374,12.56326691
Prev_v1_contig_6305,2178,2279,3321,33.65958927,41.26505407
Prev_v1_contig_6306,2453,765,987,9.956297562,10.80693753
Prev_v1_contig_6307,319,1167,1230,40.75094563,36.13441286
Prev_v1_contig_6308,314,287,0,14.55557198,0
Prev_v1_contig_6309,1309,305,714,15.468465,30.46454157
Prev_v1_contig_631,502,4374,5038,39.64674947,38.41811275
Prev_v1_contig_6310,3504,3501,1674,54.08284243,21.75564219
Prev_v1_contig_6311,200,4660,6274,14.67647619,16.62376718
Prev_v1_contig_6312,1870,1130,1743,22.28698691,28.92140303
Prev_v1_contig_6313,1685,3951,4669,50.93722022,50.64086797
Prev_v1_contig_6314,542,248,279,8.030991266,7.600999989
Prev_v1_contig_6315,321,270,285,11.27691373,10.01429567
Prev_v1_contig_6316,619,64,100,3.983533162,5.236456726
Prev_v1_contig_6317,2144,72,132,5.248267075,8.0948055
Prev_v1_contig_6318,1119,1376,1522,11.66694233,10.8568122
Prev_v1_contig_6319,1248,1937,2379,19.6059922,20.25828622
Prev_v1_contig_632,935,2854,3842,35.23073409,39.90011433
Prev_v1_contig_6320,1141,1526,2094,11.96016746,13.80729043
Prev_v1_contig_6321,2123,2601,3243,9.637249603,10.10901311
Prev_v1_contig_6322,534,4897,5656,90.79224287,88.22204029
Prev_v1_contig_6323,201,2584,3177,31.51223069,32.59514433
Prev_v1_contig_6324,1908,2692,3112,61.4377,59.75146221
Prev_v1_contig_6325,618,739,871,12.90272015,12.79393236
Prev_v1_contig_6326,356,346,327,17.73550978,14.10146994
Prev_v1_contig_6327,1544,45,30,3.975501846,2.229717057
Prev_v1_contig_6328,304,755,895,13.21819066,13.18248092
Prev_v1_contig_6329,1567,195,191,11.39724665,9.391776715
Prev_v1_contig_633,1559,964,1058,14.42670275,13.32063025
Prev_v1_contig_6330,2081,1190,1987,17.89270312,25.134828
Prev_v1_contig_6331,1491,924,1240,38.17624157,43.10145588
Prev_v1_contig_6332,2357,2967,3556,8.825387924,8.89871025
Prev_v1_contig_6333,655,1804,2112,21.73729669,21.40976841
Prev_v1_contig_6334,1922,1163,1034,10.71388089,8.013766681
Prev_v1_contig_6335,5045,644,952,26.66515152,33.16226556
Prev_v1_contig_6336,2877,83,45,4.371353098,1.993881599
Prev_v1_contig_6337,1251,661,703,19.73811209,17.66072517
Prev_v1_contig_6338,730,79,48,3.016911383,1.542146937
Prev_v1_contig_6339,891,4348,5520,12.07335393,12.89515392
Prev_v1_contig_634,2045,109,127,2.37996824,2.332907076
Prev_v1_contig_6340,815,21,41,1.448150432,2.378632213
Prev_v1_contig_6341,1294,651,899,18.03491391,20.95278867
Prev_v1_contig_6342,658,536,559,17.12587299,15.02618712
Prev_v1_contig_6343,223,328,405,26.09131575,27.10355236
Prev_v1_contig_6344,602,608,718,7.486074524,7.437450136
Prev_v1_contig_6345,563,958,962,13.44478895,11.35828098
Prev_v1_contig_6346,275,4941,4965,62.35858609,52.71688186
Prev_v1_contig_6347,434,2449,1736,122.9035993,73.2950412
Prev_v1_contig_6348,1442,3150,3450,158.0834373,145.6612282
Prev_v1_contig_6349,1131,3086,3006,127.5020362,104.4862713
Prev_v1_contig_635,212,4198,6508,26.46459143,34.51591251
Prev_v1_contig_6350,3484,3078,3220,34.9157271,30.72963504
Prev_v1_contig_6351,1014,1609,1900,28.04158376,27.85794978
Prev_v1_contig_6352,278,2729,2879,23.71576876,21.04865705
Prev_v1_contig_6353,686,5200,6479,136.9339525,143.5373209
Prev_v1_contig_6354,1321,1643,1941,17.75510019,17.64656399
Prev_v1_contig_6355,2548,97,112,3.726579307,3.619976177
Prev_v1_contig_6356,325,72,51,3.834150669,2.284840618
Prev_v1_contig_6357,1644,1438,1602,15.05600399,14.11114982
Prev_v1_contig_6358,2110,121,228,7.294531933,11.56367727
