Contig ID,Size,Pcos_ech1,Pcos_ech2,Pcos1 F ENV RPKM,Pcos2 F ENV RPKM
Pcos_v1_contig_42840,268,1,5,0.082912543,0.419476611
Pcos_v1_contig_42841,276,2,2,0.161018562,0.162927147
Pcos_v1_contig_42842,230,2,25,0.193222275,2.443907212
Pcos_v1_contig_42843,403,44,52,2.42606628,2.901154368
Pcos_v1_contig_42844,272,0,0,0,0
Pcos_v1_contig_42845,319,0,0,0,0
Pcos_v1_contig_42846,300,0,0,0,0
Pcos_v1_contig_42847,627,95,36,3.366751758,1.290944288
Pcos_v1_contig_42848,339,0,7,0,0.464270279
Pcos_v1_contig_42849,325,0,0,0,0
Pcos_v1_contig_4285,1602,1847,2112,25.61883726,29.64175699
Pcos_v1_contig_42850,353,15,8,0.944216499,0.509551192
Pcos_v1_contig_42851,336,0,7,0,0.468415549
Pcos_v1_contig_42852,256,42,20,3.645560888,1.756558309
Pcos_v1_contig_42853,252,0,0,0,0
Pcos_v1_contig_42854,350,0,14,0,0.899357854
Pcos_v1_contig_42855,324,4,23,0.274327921,1.596082611
Pcos_v1_contig_42856,326,28,54,1.908514494,3.724334671
Pcos_v1_contig_42857,299,16,24,1.189060153,1.80473148
Pcos_v1_contig_42858,277,0,0,0,0
Pcos_v1_contig_42859,318,136,55,9.503133265,3.888732859
Pcos_v1_contig_4286,2139,125,587,1.298536793,6.170208746
Pcos_v1_contig_42860,276,0,0,0,0
Pcos_v1_contig_42861,336,0,0,0,0
Pcos_v1_contig_42862,257,0,0,0,0
Pcos_v1_contig_42863,374,10,32,0.594132663,1.923760115
Pcos_v1_contig_42864,191,0,18,0,2.118905939
Pcos_v1_contig_42865,401,22,8,1.21908318,0.448557533
Pcos_v1_contig_42866,450,21,52,1.036959542,2.598144912
Pcos_v1_contig_42867,311,0,0,0,0
Pcos_v1_contig_42868,230,1,3,0.096611137,0.293268865
Pcos_v1_contig_42869,286,4,27,0.310777085,2.12261032
Pcos_v1_contig_4287,464,131,144,6.273477522,6.977776453
Pcos_v1_contig_42870,275,3,22,0.242406127,1.798715708
Pcos_v1_contig_42871,342,3,33,0.194917207,2.169503595
Pcos_v1_contig_42872,381,0,14,0,0.826181756
Pcos_v1_contig_42873,341,386,276,25.15289378,18.19815012
Pcos_v1_contig_42874,371,2,20,0.119787394,1.21207258
Pcos_v1_contig_42875,234,0,4,0,0.384340963
Pcos_v1_contig_42876,375,0,6,0,0.359743142
Pcos_v1_contig_42877,352,2048,517,129.2832675,33.0232962
Pcos_v1_contig_42878,459,12,66,0.580929715,3.23298575
Pcos_v1_contig_42879,283,717,133,56.29732393,10.5666603
Pcos_v1_contig_4288,2352,483,647,4.563151044,6.184997146
Pcos_v1_contig_42880,269,8,28,0.660834546,2.340336423
Pcos_v1_contig_42881,247,7,56,0.629732515,5.097574881
Pcos_v1_contig_42882,278,3,6,0.239790233,0.485265029
Pcos_v1_contig_42883,207,0,0,0,0
Pcos_v1_contig_42884,518,0,18,0,0.781295433
Pcos_v1_contig_42885,281,0,14,0,1.120196615
Pcos_v1_contig_42886,314,0,0,0,0
Pcos_v1_contig_42887,266,1,0,0.083535946,0
Pcos_v1_contig_42888,700,76,36,2.412518117,1.156317241
Pcos_v1_contig_42889,295,0,4,0,0.304867069
Pcos_v1_contig_4289,1899,538,1088,6.295240729,12.88179759
Pcos_v1_contig_42890,284,0,0,0,0
Pcos_v1_contig_42891,282,0,61,0,4.863548679
Pcos_v1_contig_42892,230,0,6,0,0.586537731
Pcos_v1_contig_42893,209,4,109,0.425273906,11.72607728
Pcos_v1_contig_42894,273,0,19,0,1.564816779
Pcos_v1_contig_42895,335,1,62,0.066330035,4.161207981
Pcos_v1_contig_42896,293,2,83,0.151676188,6.369172515
Pcos_v1_contig_42897,359,1,25,0.061895715,1.565734425
Pcos_v1_contig_42898,353,9,6,0.566529899,0.382163394
Pcos_v1_contig_42899,322,0,0,0,0
Pcos_v1_contig_429,1485,8695,4519,130.1062513,68.42084414
Pcos_v1_contig_4290,2974,7915,11075,59.13777576,83.72888562
Pcos_v1_contig_42900,298,0,0,0,0
Pcos_v1_contig_42901,274,311,6,25.22114839,0.49234919
Pcos_v1_contig_42902,328,2,2,0.135491229,0.137097234
Pcos_v1_contig_42903,357,15,127,0.933637042,7.998490718
Pcos_v1_contig_42904,314,207,114,14.64858679,8.162961414
Pcos_v1_contig_42905,214,0,1,0,0.10506517
Pcos_v1_contig_42906,334,716,187,47.63449733,12.58831727
Pcos_v1_contig_42907,250,0,3,0,0.269807356
Pcos_v1_contig_42908,337,0,0,0,0
Pcos_v1_contig_42909,259,34,24,2.916984921,2.083454488
Pcos_v1_contig_4291,984,152,40,3.432444476,0.913981559
Pcos_v1_contig_42910,259,3,3,0.257381022,0.260431811
Pcos_v1_contig_42911,250,0,41,0,3.687367201
Pcos_v1_contig_42912,240,72,27,6.666168482,2.529443964
Pcos_v1_contig_42913,211,2,1,0.210621437,0.106558987
Pcos_v1_contig_42914,371,0,3,0,0.181810887
Pcos_v1_contig_42915,310,141,28,10.10677157,2.030808057
Pcos_v1_contig_42916,462,15,27,0.721446805,1.313996865
Pcos_v1_contig_42917,323,0,8,0,0.556877928
Pcos_v1_contig_42918,574,30,49,1.161353394,1.919361274
Pcos_v1_contig_42919,268,0,1,0,0.083895322
Pcos_v1_contig_4292,565,106,23,4.168813328,0.915275692
Pcos_v1_contig_42920,275,0,0,0,0
Pcos_v1_contig_42921,234,0,7,0,0.672596686
Pcos_v1_contig_42922,356,69,43,4.306794244,2.715757565
Pcos_v1_contig_42923,248,0,14,0,1.269255036
Pcos_v1_contig_42924,338,37,68,2.432428341,4.523397491
Pcos_v1_contig_42925,283,0,0,0,0
Pcos_v1_contig_42926,459,5,43,0.242054048,2.106339201
Pcos_v1_contig_42927,219,5,1,0.507318758,0.102666422
Pcos_v1_contig_42928,202,4,12,0.440011121,1.335679981
Pcos_v1_contig_42929,250,0,8,0,0.719486283
Pcos_v1_contig_4293,696,100,119,3.192609426,3.844237954
Pcos_v1_contig_42930,255,1,0,0.087139457,0
Pcos_v1_contig_42931,403,8,17,0.44110296,0.948454313
Pcos_v1_contig_42932,478,118,30,5.485410606,1.41112634
Pcos_v1_contig_42933,497,5,103,0.223546897,4.659650853
Pcos_v1_contig_42934,323,0,8,0,0.556877928
Pcos_v1_contig_42935,560,63,108,2.499813181,4.336189653
Pcos_v1_contig_42936,304,6,19,0.438563716,1.405246647
Pcos_v1_contig_42937,296,5,53,0.375347324,4.025841745
Pcos_v1_contig_42938,309,0,0,0,0
Pcos_v1_contig_42939,244,7,5,0.637475128,0.460736606
Pcos_v1_contig_4294,336,100,44,6.613262383,2.944326308
Pcos_v1_contig_42940,272,0,28,0,2.314523889
Pcos_v1_contig_42941,226,93,55,9.143859422,5.471756855
Pcos_v1_contig_42942,260,8,26,0.683709588,2.248394635
Pcos_v1_contig_42943,238,0,4,0,0.377881451
Pcos_v1_contig_42944,354,0,67,0,4.255436174
Pcos_v1_contig_42945,325,0,13,0,0.899357854
Pcos_v1_contig_42946,470,32,11,1.512889301,0.526220021
Pcos_v1_contig_42947,411,17,53,0.919098655,2.899389675
Pcos_v1_contig_42948,282,6,2,0.472777907,0.159460612
Pcos_v1_contig_42949,301,34,7,2.509963769,0.522882473
Pcos_v1_contig_4295,327,57,11,3.873308904,0.756340703
Pcos_v1_contig_42950,389,12,7,0.685467196,0.404595436
Pcos_v1_contig_42951,163,1,9,0.136322464,1.24144489
Pcos_v1_contig_42952,264,0,2,0,0.170332927
Pcos_v1_contig_42953,281,12,28,0.94892078,2.240393231
Pcos_v1_contig_42954,267,93,15,7.739746177,1.263143053
Pcos_v1_contig_42955,574,41,67,1.587182972,2.624432762
Pcos_v1_contig_42956,625,81,574,2.879784784,20.64925633
Pcos_v1_contig_42957,314,3,13,0.212298359,0.930864021
Pcos_v1_contig_42958,340,253,27,16.53471202,1.785489857
Pcos_v1_contig_42959,253,8,30,0.702626454,2.666080595
Pcos_v1_contig_4296,1363,1139,1624,18.56875985,26.78938288
Pcos_v1_contig_42960,530,153,22,6.414614954,0.933295886
Pcos_v1_contig_42961,272,14,4,1.143705377,0.33064627
Pcos_v1_contig_42962,260,4,2,0.341854794,0.172953433
Pcos_v1_contig_42963,289,28,48,2.15285718,3.734357871
Pcos_v1_contig_42964,542,332,164,13.61111892,6.803260519
Pcos_v1_contig_42965,229,3,2,0.29109906,0.196366344
Pcos_v1_contig_42966,438,6,57,0.304391255,2.925993018
Pcos_v1_contig_42967,312,18,61,1.281955477,4.395899767
Pcos_v1_contig_42968,239,0,6,0,0.564450536
Pcos_v1_contig_42969,367,0,4,0,0.245056636
Pcos_v1_contig_4297,216,1734,8916,178.3817307,928.087341
Pcos_v1_contig_42970,220,34,44,3.434086794,4.49678927
Pcos_v1_contig_42971,286,2,0,0.155388543,0
Pcos_v1_contig_42972,485,69,7,3.161275775,0.324510566
Pcos_v1_contig_42973,537,188,47,7.779265516,1.967868675
Pcos_v1_contig_42974,241,0,0,0,0
Pcos_v1_contig_42975,258,2,16,0.172252416,1.394353262
Pcos_v1_contig_42976,224,16,15,1.587182972,1.505621407
Pcos_v1_contig_42977,524,61,101,2.586744767,4.333737751
Pcos_v1_contig_42978,252,18,4,1.587182972,0.356888037
Pcos_v1_contig_42979,206,2,3,0.215733608,0.327436112
Pcos_v1_contig_4298,1807,381,1219,4.685132248,15.16764283
Pcos_v1_contig_42980,329,22,37,1.48587342,2.528589711
Pcos_v1_contig_42981,255,0,144,0,12.69681676
Pcos_v1_contig_42982,256,51,17,4.426752507,1.493074562
Pcos_v1_contig_42983,319,2,3,0.139313866,0.211447771
Pcos_v1_contig_42984,224,5,8,0.495994679,0.802998084
Pcos_v1_contig_42985,386,35,4,2.014817762,0.232994263
Pcos_v1_contig_42986,271,13,2,1.065931,0.165933183
Pcos_v1_contig_42987,331,1,0,0.067131606,0
Pcos_v1_contig_42988,249,0,16,0,1.444751573
Pcos_v1_contig_42989,323,0,2,0,0.139219482
Pcos_v1_contig_4299,317,888,32,62.24561106,2.269672818
Pcos_v1_contig_42990,233,13,2,1.239773823,0.192995248
Pcos_v1_contig_42991,296,0,13,0,0.987470617
Pcos_v1_contig_42992,317,24,43,1.682313812,3.049872849
Pcos_v1_contig_42993,280,8,12,0.634873189,0.963597701
Pcos_v1_contig_42994,699,289,36,9.187041923,1.157971486
Pcos_v1_contig_42995,275,12,43,0.969624506,3.515671611
Pcos_v1_contig_42996,252,7,117,0.617237822,10.43897509
Pcos_v1_contig_42997,211,5,17,0.526553593,1.811502786
Pcos_v1_contig_42998,252,0,0,0,0
Pcos_v1_contig_42999,409,32,26,1.738528047,1.429297323
Pcos_v1_contig_43,655,5547,2979,188.179321,102.2590476
Pcos_v1_contig_430,1820,3254,2682,39.72841069,33.13293632
Pcos_v1_contig_4300,2352,192,91,1.813923396,0.869914591
Pcos_v1_contig_43000,433,12,0,0.615812331,0
Pcos_v1_contig_43001,379,0,2,0,0.118648793
Pcos_v1_contig_43002,452,0,65,0,3.233310869
Pcos_v1_contig_43003,329,2,56,0.135079402,3.827054698
Pcos_v1_contig_43004,296,2,0,0.15013893,0
Pcos_v1_contig_43005,288,1,0,0.077154728,0
Pcos_v1_contig_43006,255,4,45,0.348557829,3.967755238
Pcos_v1_contig_43007,338,0,2,0,0.133041103
Pcos_v1_contig_43008,335,8,22,0.530640277,1.476557671
Pcos_v1_contig_43009,288,0,0,0,0
Pcos_v1_contig_4301,508,442,297,19.33363825,13.14514186
Pcos_v1_contig_43010,432,13,12,0.668674308,0.624554065
Pcos_v1_contig_43011,340,0,5,0,0.33064627
Pcos_v1_contig_43012,506,61,113,2.678763356,5.021118454
Pcos_v1_contig_43013,329,125,22,8.442462616,1.503485774
Pcos_v1_contig_43014,280,28,11,2.222056161,0.883297892
Pcos_v1_contig_43015,468,33,93,1.566834472,4.467963698
Pcos_v1_contig_43016,236,0,6,0,0.571625755
Pcos_v1_contig_43017,264,2,10,0.168337588,0.851664634
Pcos_v1_contig_43018,713,10,4,0.31164883,0.126137146
Pcos_v1_contig_43019,349,18,262,1.146046157,16.87906574
Pcos_v1_contig_4302,674,133,30,4.384769575,1.000769125
Pcos_v1_contig_43020,315,139,14,9.805263693,0.999286504
Pcos_v1_contig_43021,285,0,18,0,1.420038717
Pcos_v1_contig_43022,277,0,0,0,0
Pcos_v1_contig_43023,321,126,29,8.722089602,2.031259951
Pcos_v1_contig_43024,305,0,8,0,0.589742855
Pcos_v1_contig_43025,209,2,4,0.212636953,0.430314763
Pcos_v1_contig_43026,489,15,50,0.681612319,2.298972019
Pcos_v1_contig_43027,431,17,103,0.876449066,5.373193675
Pcos_v1_contig_43028,221,0,0,0,0
Pcos_v1_contig_43029,476,0,9,0,0.425116633
Pcos_v1_contig_4303,260,1,45,0.085463698,3.891452253
Pcos_v1_contig_43030,316,9,52,0.632864096,3.699889906
Pcos_v1_contig_43031,557,75,26,2.991996626,1.049519937
Pcos_v1_contig_43032,204,6,14,0.65354593,1.543015926
Pcos_v1_contig_43033,238,47,91,4.388094099,8.596803016
Pcos_v1_contig_43034,324,0,56,0,3.886114184
Pcos_v1_contig_43035,228,2,3,0.194917207,0.295841399
Pcos_v1_contig_43036,302,14,19,1.03009226,1.414552916
Pcos_v1_contig_43037,279,9,392,0.71679231,31.59034756
Pcos_v1_contig_43038,247,5,250,0.449808939,22.75703072
Pcos_v1_contig_43039,363,18,60,1.10184603,3.716354769
Pcos_v1_contig_4304,1595,10367,6969,144.4266847,98.23863455
Pcos_v1_contig_43040,324,5281,751,362.1814378,52.115567
Pcos_v1_contig_43041,319,0,0,0,0
Pcos_v1_contig_43042,229,2,71,0.19406604,6.9710052
Pcos_v1_contig_43043,340,5,10,0.326772965,0.66129254
Pcos_v1_contig_43044,247,26,53,2.339006485,4.824490512
Pcos_v1_contig_43045,342,0,0,0,0
Pcos_v1_contig_43046,301,0,8,0,0.597579969
Pcos_v1_contig_43047,855,21,81,0.54576818,2.130058075
Pcos_v1_contig_43048,279,2,31,0.15928718,2.498216261
Pcos_v1_contig_43049,225,0,0,0,0
Pcos_v1_contig_4305,2597,2027,3240,17.34350342,28.05082255
Pcos_v1_contig_43050,398,2,73,0.111661114,4.123939908
Pcos_v1_contig_43051,241,0,0,0,0
Pcos_v1_contig_43052,231,0,4,0,0.389332404
Pcos_v1_contig_43053,260,0,15,0,1.297150751
Pcos_v1_contig_43054,330,2,23,0.13467007,1.567062927
Pcos_v1_contig_43055,466,19,61,0.905988563,2.943177526
Pcos_v1_contig_43056,350,16,24,1.015797102,1.541756321
Pcos_v1_contig_43057,381,2,47,0.116643368,2.77361018
Pcos_v1_contig_43058,413,1,15,0.053802813,0.816608221
Pcos_v1_contig_43059,290,18,59,1.379207272,4.574320119
Pcos_v1_contig_4306,409,325,305,17.65692548,16.76675706
Pcos_v1_contig_43060,322,6,1,0.414047732,0.06982592
Pcos_v1_contig_43061,239,0,9,0,0.846675804
Pcos_v1_contig_43062,383,0,3,0,0.176114462
Pcos_v1_contig_43063,270,4,47,0.329193505,3.913872142
Pcos_v1_contig_43064,287,7,46,0.541964917,3.603698718
Pcos_v1_contig_43065,250,0,18,0,1.618844137
Pcos_v1_contig_43066,264,1,29,0.084168794,2.46982744
Pcos_v1_contig_43067,452,9,125,0.442444811,6.217905517
Pcos_v1_contig_43068,304,0,23,0,1.701088046
Pcos_v1_contig_43069,589,64,248,2.414458307,9.466924779
Pcos_v1_contig_4307,1797,712,2033,8.804140158,25.4367629
Pcos_v1_contig_43070,274,0,0,0,0
Pcos_v1_contig_43071,275,2,0,0.161604084,0
Pcos_v1_contig_43072,177,6,2,0.753239376,0.254055891
Pcos_v1_contig_43073,300,0,0,0,0
Pcos_v1_contig_43074,278,0,2,0,0.16175501
Pcos_v1_contig_43075,264,24,6,2.020051055,0.510998781
Pcos_v1_contig_43076,326,4,31,0.272644928,2.138043978
Pcos_v1_contig_43077,394,0,6,0,0.342395122
Pcos_v1_contig_43078,257,0,0,0,0
Pcos_v1_contig_43079,254,1,54,0.087482526,4.780051586
Pcos_v1_contig_4308,934,229,202,5.448082021,4.862695035
Pcos_v1_contig_43080,304,0,0,0,0
Pcos_v1_contig_43081,258,9,20,0.77513587,1.742941578
Pcos_v1_contig_43082,289,6,0,0.461326539,0
Pcos_v1_contig_43083,293,0,0,0,0
Pcos_v1_contig_43084,409,24,32,1.303896036,1.759135167
Pcos_v1_contig_43085,277,5,2,0.40109317,0.162338963
Pcos_v1_contig_43086,339,0,45,0,2.984594648
Pcos_v1_contig_43087,291,1,70,0.076359318,5.408509431
Pcos_v1_contig_43088,229,12,3,1.164396241,0.294549516
Pcos_v1_contig_43089,383,19,31,1.10232551,1.819849443
Pcos_v1_contig_4309,472,106,49,4.990210869,2.334138498
Pcos_v1_contig_43090,265,3,24,0.251553528,2.036281934
Pcos_v1_contig_43091,419,177,117,9.386728888,6.278333468
Pcos_v1_contig_43092,227,0,19,0,1.881916214
Pcos_v1_contig_43093,277,4,6,0.320874536,0.487016888
Pcos_v1_contig_43094,444,0,8,0,0.40511615
Pcos_v1_contig_43095,234,16,54,1.51935464,5.188603004
Pcos_v1_contig_43096,286,0,3,0,0.235845591
Pcos_v1_contig_43097,372,9,34,0.537594232,2.054984344
Pcos_v1_contig_43098,323,3,57,0.206382925,3.967755238
Pcos_v1_contig_43099,380,5,23,0.292375811,1.360870437
Pcos_v1_contig_431,2843,2489,3533,19.45373825,27.94083097
Pcos_v1_contig_4310,1557,4848,3341,69.18772169,48.24589901
Pcos_v1_contig_43100,467,29,46,1.379863569,2.214692788
Pcos_v1_contig_43101,304,0,416,0,30.76750553
Pcos_v1_contig_43102,270,24,0,1.975161032,0
Pcos_v1_contig_43103,315,0,7,0,0.499643252
Pcos_v1_contig_43104,219,1,92,0.101463752,9.445310795
Pcos_v1_contig_43105,273,0,60,0,4.94152667
Pcos_v1_contig_43106,444,8,33,0.400370479,1.671104121
Pcos_v1_contig_43107,345,0,13,0,0.847221167
Pcos_v1_contig_43108,297,11,15,0.822983763,1.135552846
Pcos_v1_contig_43109,338,0,16,0,1.064328821
Pcos_v1_contig_4311,878,354,131,8.959087481,3.354666255
Pcos_v1_contig_43110,296,2,24,0.15013893,1.823022677
Pcos_v1_contig_43111,333,21,6,1.401296678,0.40511615
Pcos_v1_contig_43112,288,128,51,9.875805158,3.981532166
Pcos_v1_contig_43113,300,0,0,0,0
Pcos_v1_contig_43114,330,2,194,0.13467007,13.21783513
Pcos_v1_contig_43115,310,53,44,3.798999242,3.191269805
Pcos_v1_contig_43116,315,0,10,0,0.713776075
Pcos_v1_contig_43117,350,41,47,2.602980074,3.019272796
Pcos_v1_contig_43118,449,8,65,0.395912011,3.254914282
Pcos_v1_contig_43119,387,14,52,0.803844606,3.021098734
Pcos_v1_contig_4312,2223,1534,1711,15.33348696,17.30545758
Pcos_v1_contig_43120,274,30,79,2.432908205,6.48259767
Pcos_v1_contig_43121,268,0,0,0,0
Pcos_v1_contig_43122,258,0,11,0,0.958617868
Pcos_v1_contig_43123,310,31,19,2.222056161,1.378048325
Pcos_v1_contig_43124,218,1,16,0.101929182,1.650197897
Pcos_v1_contig_43125,195,0,0,0,0
Pcos_v1_contig_43126,288,2,43,0.154309456,3.356978101
Pcos_v1_contig_43127,457,65,171,3.160473751,8.413030253
Pcos_v1_contig_43128,231,2,2,0.192385815,0.194666202
Pcos_v1_contig_43129,348,30,108,1.915565656,6.977776453
Pcos_v1_contig_4313,1398,351,139,5.578982206,2.235528285
Pcos_v1_contig_43130,308,0,78,0,5.693986413
Pcos_v1_contig_43131,209,8,18,0.850547813,1.936416432
Pcos_v1_contig_43132,252,4,47,0.352707327,4.193434438
Pcos_v1_contig_43133,265,27,5,2.263981748,0.424225403
Pcos_v1_contig_43134,254,4,2,0.349930104,0.177038948
Pcos_v1_contig_43135,317,0,2,0,0.141854551
Pcos_v1_contig_43136,406,4,10,0.218921789,0.553791782
Pcos_v1_contig_43137,248,2,8,0.179198077,0.725288592
Pcos_v1_contig_43138,294,0,2,0,0.152952016
Pcos_v1_contig_43139,311,338,49,24.14967789,3.542486724
Pcos_v1_contig_4314,212,126,170,13.2065602,18.02957962
Pcos_v1_contig_43140,221,0,4,0,0.406949255
Pcos_v1_contig_43141,559,1,122,0.039750557,4.907050903
Pcos_v1_contig_43142,244,14,10,1.274950256,0.921473211
Pcos_v1_contig_43143,372,5,89,0.298663462,5.379223723
Pcos_v1_contig_43144,391,36,12,2.04588291,0.690044389
Pcos_v1_contig_43145,502,0,2,0,0.089577475
Pcos_v1_contig_43146,254,0,6,0,0.531116843
Pcos_v1_contig_43147,312,0,0,0,0
Pcos_v1_contig_43148,369,1,7,0.060218324,0.426524728
Pcos_v1_contig_43149,429,73,45,3.781121206,2.358455911
Pcos_v1_contig_4315,1454,2575,2188,39.352095,33.83416411
Pcos_v1_contig_43150,273,1,18,0.081393999,1.482458001
Pcos_v1_contig_43151,373,14,3,0.834015717,0.18083603
Pcos_v1_contig_43152,229,22,81,2.134726442,7.952836919
Pcos_v1_contig_43153,266,0,0,0,0
Pcos_v1_contig_43154,243,7,17,0.640098482,1.572950979
Pcos_v1_contig_43155,260,20,55,1.70927397,4.75621942
Pcos_v1_contig_43156,442,73,281,3.669911758,14.29409259
Pcos_v1_contig_43157,302,4,0,0.294312074,0
Pcos_v1_contig_43158,305,6,7,0.437125802,0.516024998
Pcos_v1_contig_43159,297,31,12,2.319317878,0.908442277
Pcos_v1_contig_4316,1888,982,719,11.55751668,8.56247745
Pcos_v1_contig_43160,275,0,1,0,0.081759805
Pcos_v1_contig_43161,416,207,64,11.05686599,3.459068669
Pcos_v1_contig_43162,281,13,14,1.027997512,1.120196615
Pcos_v1_contig_43163,333,16,8,1.067654612,0.540154867
Pcos_v1_contig_43164,314,102,52,7.218144216,3.723456083
Pcos_v1_contig_43165,203,3,7,0.328382684,0.775308495
Pcos_v1_contig_43166,313,8,25,0.567937677,1.79584236
Pcos_v1_contig_43167,286,9,33,0.699248442,2.594301502
Pcos_v1_contig_43168,471,0,0,0,0
Pcos_v1_contig_43169,427,1,23,0.052038786,1.211079077
Pcos_v1_contig_4317,682,0,108,0,3.560507633
Pcos_v1_contig_43170,369,3,16,0.180654972,0.974913663
Pcos_v1_contig_43171,700,45,49,1.428464675,1.573876244
Pcos_v1_contig_43172,263,8,17,0.675910619,1.453334935
Pcos_v1_contig_43173,288,2,1,0.154309456,0.078069258
Pcos_v1_contig_43174,293,2,16,0.151676188,1.227792292
Pcos_v1_contig_43175,529,4,3,0.168019369,0.127508202
Pcos_v1_contig_43176,347,36,28,2.305303221,1.814266564
Pcos_v1_contig_43177,280,13,46,1.031668932,3.693791186
Pcos_v1_contig_43178,232,9,9,0.862004545,0.872222057
Pcos_v1_contig_43179,296,0,81,0,6.152701535
Pcos_v1_contig_4318,1144,4,471,0.077694271,9.25693945
Pcos_v1_contig_43180,436,0,0,0,0
Pcos_v1_contig_43181,409,139,168,7.551731206,9.235459625
Pcos_v1_contig_43182,188,2,2,0.236388953,0.239190919
Pcos_v1_contig_43183,345,2,22,0.12881485,1.433758898
Pcos_v1_contig_43184,218,183,65,18.65304025,6.703928958
Pcos_v1_contig_43185,256,3828,1346,332.2668353,118.2163742
Pcos_v1_contig_43186,265,0,0,0,0
Pcos_v1_contig_43187,340,0,6,0,0.396775524
Pcos_v1_contig_43188,245,0,62,0,5.689814995
Pcos_v1_contig_43189,244,56,25,5.099801024,2.303683028
Pcos_v1_contig_4319,2043,1084,1623,11.79005814,17.861696
Pcos_v1_contig_43190,312,2,110,0.142439497,7.927032367
Pcos_v1_contig_43191,398,2,0,0.111661114,0
Pcos_v1_contig_43192,312,0,0,0,0
Pcos_v1_contig_43193,271,6,17,0.491968154,1.410432059
Pcos_v1_contig_43194,274,2,15,0.16219388,1.230872975
Pcos_v1_contig_43195,236,25,8,2.353873051,0.762167673
Pcos_v1_contig_43196,261,4,1,0.340545005,0.086145388
Pcos_v1_contig_43197,346,0,6,0,0.389895023
Pcos_v1_contig_43198,297,6,4,0.448900234,0.302814092
Pcos_v1_contig_43199,284,4,68,0.312965656,5.383480112
Pcos_v1_contig_432,1016,556,380,12.16007111,8.409350013
Pcos_v1_contig_4320,1150,3865,5095,74.68040922,99.61365796
Pcos_v1_contig_43200,362,0,3,0,0.186331047
Pcos_v1_contig_43201,305,102,12,7.431138635,0.884614283
Pcos_v1_contig_43202,639,254,445,8.832586303,15.65783431
Pcos_v1_contig_43203,369,0,1,0,0.060932104
Pcos_v1_contig_43204,494,43,71,1.934178439,3.231498362
Pcos_v1_contig_43205,273,0,4,0,0.329435111
Pcos_v1_contig_43206,214,4,46,0.4153376,4.832997814
Pcos_v1_contig_43207,300,19,2,1.407302235,0.149892976
Pcos_v1_contig_43208,213,0,0,0,0
Pcos_v1_contig_43209,251,3,4,0.265584402,0.358309902
Pcos_v1_contig_4321,2579,780,568,6.720449032,4.951873411
Pcos_v1_contig_43210,257,1,18,0.086461329,1.574751106
Pcos_v1_contig_43211,283,0,0,0,0
Pcos_v1_contig_43212,262,2,81,0.169622608,6.951143719
Pcos_v1_contig_43213,255,28,54,2.439904804,4.761306286
Pcos_v1_contig_43214,262,0,0,0,0
Pcos_v1_contig_43215,270,0,10,0,0.832738754
Pcos_v1_contig_43216,439,0,8,0,0.40973023
Pcos_v1_contig_43217,332,6,22,0.401576415,1.489900059
Pcos_v1_contig_43218,293,13,17,0.985895225,1.30452931
Pcos_v1_contig_43219,480,1,24,0.046292837,1.124197317
Pcos_v1_contig_4322,3165,396,2738,2.780202969,19.45056717
Pcos_v1_contig_43220,349,2,4,0.127338462,0.25769566
Pcos_v1_contig_43221,430,45,123,2.32540761,6.431454421
Pcos_v1_contig_43222,404,1,0,0.05500139,0
Pcos_v1_contig_43223,257,11,27,0.951074621,2.362126659
Pcos_v1_contig_43224,300,0,58,0,4.346896294
Pcos_v1_contig_43225,304,7,33,0.511657669,2.440691545
Pcos_v1_contig_43226,248,13,3,1.164787504,0.271983222
Pcos_v1_contig_43227,396,2,0,0.112225059,0
Pcos_v1_contig_43228,322,0,2,0,0.139651841
Pcos_v1_contig_43229,315,0,2,0,0.142755215
Pcos_v1_contig_4323,1243,1727,166,30.87281568,3.002683101
Pcos_v1_contig_43230,309,5,6,0.359556013,0.436581483
Pcos_v1_contig_43231,347,5,7,0.320181003,0.453566641
Pcos_v1_contig_43232,268,13,14,1.077863063,1.174534511
Pcos_v1_contig_43233,397,0,0,0,0
Pcos_v1_contig_43234,306,88,26,6.390226867,1.91040067
Pcos_v1_contig_43235,479,111,16,5.149232439,0.751029523
Pcos_v1_contig_43236,291,15,12,1.145389773,0.927173045
Pcos_v1_contig_43237,319,3,0,0.208970799,0
Pcos_v1_contig_43238,259,0,17,0,1.475780262
Pcos_v1_contig_43239,414,1,24,0.053672854,1.30341718
Pcos_v1_contig_4324,3235,1617,2189,11.1068464,15.21402119
Pcos_v1_contig_43240,254,4,1,0.349930104,0.088519474
Pcos_v1_contig_43241,266,0,0,0,0
Pcos_v1_contig_43242,349,5,1,0.318346155,0.064423915
Pcos_v1_contig_43243,257,5,13,0.432306646,1.137320243
Pcos_v1_contig_43244,246,4,43,0.361309945,3.930120703
Pcos_v1_contig_43245,287,1,1,0.07742356,0.078341276
Pcos_v1_contig_43246,230,14,71,1.352555924,6.940696482
Pcos_v1_contig_43247,365,3,6,0.182634753,0.369599118
Pcos_v1_contig_43248,285,0,0,0,0
Pcos_v1_contig_43249,233,0,8,0,0.771980991
Pcos_v1_contig_4325,1240,4310,1903,77.23437139,34.50560476
Pcos_v1_contig_43250,316,16,15,1.125091727,1.067275934
Pcos_v1_contig_43251,242,0,9,0,0.836179823
