Contig ID,Size,Hbet_ech1,Hbet_ech2,Hbet_ech3,HBET1 RPKM,HBET2 RPKM,HBET3 RPKM
Hbet_v1_contig_26374,464,0,2,33,0.11788013,1.544007603,11.4834443
Hbet_v1_contig_26375,673,47,34,54,1.381632191,1.741935905,3.840714929
Hbet_v1_contig_26376,200,25,31,108,4.23896947,11.72322864,19.04590319
Hbet_v1_contig_26377,994,6,0,87,0,1.900143251,0.501832268
Hbet_v1_contig_26378,342,83,99,60,7.916581353,3.808716257,10.67387362
Hbet_v1_contig_26379,584,0,0,111,0,4.126326671,0
Hbet_v1_contig_2638,1661,430,393,433,6.470703625,5.659417576,7.303086355
Hbet_v1_contig_26380,602,16,26,76,1.181151069,2.74075728,0.903934655
Hbet_v1_contig_26381,567,142,120,230,5.787976747,8.806396849,15.19577394
Hbet_v1_contig_26382,668,160,65,244,2.661126285,7.929884088,9.436058395
Hbet_v1_contig_26383,297,3,23,13,2.11787331,0.95025547,1.450505694
Hbet_v1_contig_26384,710,29,151,64,5.816305224,1.956929142,0.798369517
Hbet_v1_contig_26385,1520,369,200,277,3.59844607,3.956304012,6.787191378
Hbet_v1_contig_26386,284,341,112,293,10.78520174,22.39766557,20.43825963
Hbet_v1_contig_26387,1808,1100,617,804,9.332872405,9.654084548,7.712567465
Hbet_v1_contig_26388,1204,392,288,410,6.541759765,7.392832137,8.173075842
Hbet_v1_contig_26389,225,271,172,213,20.90617201,20.55183292,14.20884841
Hbet_v1_contig_2639,1414,6367,1838,3669,35.54877896,56.3315599,50.06172102
Hbet_v1_contig_26390,250,0,4,5,0.437571042,0.434193653,0.181389554
Hbet_v1_contig_26391,329,624,257,153,21.36317588,10.09599224,29.35864365
Hbet_v1_contig_26392,491,28,61,92,3.397636655,4.067802047,0.184714414
Hbet_v1_contig_26393,489,31,56,52,3.131899074,2.308596112,2.36474112
Hbet_v1_contig_26394,397,3,79,254,5.442083174,13.88982216,0.05711258
Hbet_v1_contig_26395,315,11,12,38,1.041835814,2.618945845,1.943459509
Hbet_v1_contig_26396,220,259,72,131,8.950316769,12.92712922,30.60948727
Hbet_v1_contig_26397,2280,114,191,481,2.291010664,4.579981299,5.151304225
Hbet_v1_contig_26398,556,0,27,59,1.328059593,2.303725319,3.384742131
Hbet_v1_contig_26399,203,12,24,70,3.233283562,7.486097471,6.143119138
Hbet_v1_contig_264,1010,95114,25262,73695,684.0296822,1584.054519,795.7793214
Hbet_v1_contig_2640,1738,863,472,1187,7.427126433,14.82703874,13.13717499
Hbet_v1_contig_26400,233,5,0,18,0,1.677142867,0.097311993
Hbet_v1_contig_26401,1924,140,521,355,7.405616973,4.005684692,9.203822883
Hbet_v1_contig_26402,307,10,16,36,1.425312841,2.545760834,2.21567045
Hbet_v1_contig_26403,318,1,4,24,0.344002392,1.638466616,0.071300925
Hbet_v1_contig_26404,299,2,12,14,1.097586226,1.016506881,1.668298575
Hbet_v1_contig_26405,329,506,172,143,14.29753405,9.436123469,36.87059707
Hbet_v1_contig_26406,490,5,13,23,0.725564228,1.019025921,0.971729755
Hbet_v1_contig_26407,384,0,11,26,0.783411696,1.469926431,1.417105892
Hbet_v1_contig_26408,311,5,3,6,0.263808908,0.418836322,0
Hbet_v1_contig_26409,400,143,86,271,5.879860878,14.70831001,24.20416864
Hbet_v1_contig_2641,2067,4020,2414,2819,31.93929897,29.607932,20.19461594
Hbet_v1_contig_26410,719,165,156,291,5.93368242,8.786533596,9.74432758
Hbet_v1_contig_26411,345,0,16,20,1.268321861,1.258532328,1.1172545
Hbet_v1_contig_26412,497,26,6,29,0.330159237,1.266762168,1.596739033
Hbet_v1_contig_26413,2031,396,1341,500,18.05707679,5.344579681,13.10631072
Hbet_v1_contig_26414,1280,115,8,175,0.170926188,2.968120677,2.905067079
Hbet_v1_contig_26415,313,10,35,54,3.058104327,3.74544046,0.289759671
Hbet_v1_contig_26416,267,16,33,13,3.380113387,1.057025748,1.358723252
Hbet_v1_contig_26417,217,8,1,16,0.126028526,1.600713929,0
Hbet_v1_contig_26418,230,376,515,338,61.23616485,31.90379453,16.26591111
Hbet_v1_contig_26419,1575,25,258,320,4.479894002,4.410856161,1.554767607
Hbet_v1_contig_2642,2314,3346,2009,4691,23.74352375,44.01042411,37.20484752
Hbet_v1_contig_26420,699,2,40,82,1.564989421,2.546772502,1.394805227
Hbet_v1_contig_26421,250,3,0,34,0,2.952516843,3.083622421
Hbet_v1_contig_26422,263,4,9,33,0.935869624,2.724028624,0.431058826
Hbet_v1_contig_26423,764,58,193,242,6.908639653,6.876627232,3.709701288
Hbet_v1_contig_26424,899,11,1,316,0.030420679,7.63098968,1.235829832
Hbet_v1_contig_26425,724,354,217,278,8.19690229,8.336038372,10.27206039
Hbet_v1_contig_26426,379,85,48,94,3.463623024,5.384459553,14.17853705
Hbet_v1_contig_26427,448,39,24,152,1.465081614,7.36578519,234.4804142
Hbet_v1_contig_26428,229,8,15,12,1.791366166,1.137625293,5.049600034
Hbet_v1_contig_26429,606,43,28,32,1.263612745,1.146385883,0.935383427
Hbet_v1_contig_2643,1390,2450,1314,3046,25.8528934,47.57388014,60.0445098
Hbet_v1_contig_26430,1006,91,65,141,1.767030177,3.042808405,10.07469318
Hbet_v1_contig_26431,1142,0,8,67,0.191581017,1.27368541,0.039708747
Hbet_v1_contig_26432,1051,10,191,86,4.970032649,1.776434547,1.48856794
Hbet_v1_contig_26433,243,4,6,24,0.675263954,2.144166189,2.146069828
Hbet_v1_contig_26434,1132,124,58,196,1.401232356,3.75892032,3.985923286
Hbet_v1_contig_26435,466,2,8,88,0.469496826,4.099682564,5.595439574
Hbet_v1_contig_26436,466,141,36,357,2.112735718,16.63166676,11.96937509
Hbet_v1_contig_26437,201,0,4,16,0.54424259,1.728133944,1.24084894
Hbet_v1_contig_26438,341,12,22,33,1.764399363,2.100937032,0
Hbet_v1_contig_26439,635,107,88,180,3.789985404,6.153925795,8.319639001
Hbet_v1_contig_2644,249,632,146,1177,16.03548497,102.6196647,113.0952943
Hbet_v1_contig_26440,843,27,14,43,0.454181093,1.107374086,2.770332752
Hbet_v1_contig_26441,307,0,8,25,0.71265642,1.767889468,1.033979543
Hbet_v1_contig_26442,241,0,4,11,0.453911869,0.990898379,0.564490314
Hbet_v1_contig_26443,508,9,0,123,0,5.256478283,1.205097924
Hbet_v1_contig_26444,250,46,104,62,11.37684709,5.384001301,10.33920459
Hbet_v1_contig_26445,1692,26,2,598,0.032326466,7.672807467,0.388615327
Hbet_v1_contig_26446,210,1,4,13,0.520917907,1.343932736,0.431879891
Hbet_v1_contig_26447,842,5295,1736,670,56.38534212,17.27492564,12.57555252
Hbet_v1_contig_26448,271,96,61,149,6.155865675,11.93631999,10.70934637
Hbet_v1_contig_26449,500,35,65,104,3.555264717,4.515613995,2.992927644
Hbet_v1_contig_2645,1236,10253,3171,14664,70.16271108,257.5653613,402.3480069
Hbet_v1_contig_26450,410,4,24,30,1.600869666,1.588513366,1.990860961
Hbet_v1_contig_26451,780,12,20,53,0.701235644,1.475145104,0.377894905
Hbet_v1_contig_26452,505,23,36,43,1.94957395,1.848547237,4.130653214
Hbet_v1_contig_26453,761,12,109,45,3.917152068,1.283752589,4.379806909
Hbet_v1_contig_26454,327,1,20,39,1.672672179,2.589228208,0.693385146
Hbet_v1_contig_26455,631,332,280,323,12.13548849,11.11288035,10.0252943
Hbet_v1_contig_26456,606,0,56,40,2.52722549,1.432982354,0.26190736
Hbet_v1_contig_26457,232,185,142,516,16.73897844,48.28532869,48.86572041
Hbet_v1_contig_26458,2777,438,1019,612,10.03521993,4.784416922,12.77793718
Hbet_v1_contig_26459,354,2,11,18,0.849802518,1.103882169,0.192149951
Hbet_v1_contig_2646,1402,1124,939,1051,18.31665516,16.2745196,18.90552682
Hbet_v1_contig_26460,368,0,0,19,0,1.120880355,0
Hbet_v1_contig_26461,285,30,78,237,7.484767825,18.05331506,4.852966143
Hbet_v1_contig_26462,590,3,12,39,0.556234375,1.43504682,0.153719961
Hbet_v1_contig_26463,484,0,2,21,0.11300905,0.941949041,0.655850661
Hbet_v1_contig_26464,360,0,0,9,0,0.542742067,0.377894905
Hbet_v1_contig_26465,433,2,10,13,0.631597924,0.651791858,0.5236419
Hbet_v1_contig_26466,686,61,137,198,5.461664792,6.266060011,4.891700805
Hbet_v1_contig_26467,369,7,10,15,0.741143364,0.882507425,1.228926519
Hbet_v1_contig_26468,795,138,1240,92,42.65629655,2.512315478,5.133666628
Hbet_v1_contig_26469,924,50,0,57,0,1.339233671,0.147231781
Hbet_v1_contig_2647,908,591,606,639,18.25220619,15.27806963,19.15277919
Hbet_v1_contig_26470,356,14,0,105,0,6.403136741,2.165465183
Hbet_v1_contig_26471,356,22,2,81,0.153641518,4.939562629,4.840451586
Hbet_v1_contig_26472,653,97,13,78,0.544450952,2.593193335,2.638898568
Hbet_v1_contig_26473,257,1,0,7,0,0.591314314,0.088224491
Hbet_v1_contig_26474,681,28,174,118,6.987643293,3.761736497,8.723212774
Hbet_v1_contig_26475,696,26,258,112,10.13769117,3.493512153,9.414795467
Hbet_v1_contig_26476,541,9,25,57,1.263779581,2.287341797,1.885981964
Hbet_v1_contig_26477,649,1,25,37,1.053474196,1.237686069,0.978217935
Hbet_v1_contig_26478,351,90,45,183,3.506178222,11.31872344,19.63761555
Hbet_v1_contig_26479,918,1197,442,307,13.1676471,7.26020978,29.3671269
Hbet_v1_contig_2648,505,842,1621,719,87.78498257,30.90942938,73.67828178
Hbet_v1_contig_26480,288,3,10,39,0.949589935,2.939852861,2.361843153
Hbet_v1_contig_26481,1575,555,435,461,7.553309654,6.354389657,8.306489902
Hbet_v1_contig_26482,276,1,6,13,0.594525872,1.022557517,0.575057463
Hbet_v1_contig_26483,639,4,37,69,1.583541525,2.344238034,5.074081817
Hbet_v1_contig_26484,444,52,72,49,4.434841642,2.395888402,5.56628981
Hbet_v1_contig_26485,339,6,35,59,2.823559453,3.778381349,1.20391297
Hbet_v1_contig_26486,272,4,22,14,2.211985966,1.117410137,0.916950871
Hbet_v1_contig_26487,347,9,39,15,3.073715893,0.938458905,0.980130876
Hbet_v1_contig_26488,1776,26,14,335,0.21558258,4.095013341,2.604410829
Hbet_v1_contig_26489,616,0,12,21,0.532756951,0.740102818,0.846582741
Hbet_v1_contig_2649,1310,76540,155,70156,3.235854557,1162.644654,3965.404122
Hbet_v1_contig_26490,848,900,671,304,21.63990044,7.782716427,36.89822889
Hbet_v1_contig_26491,426,916,943,70,60.53836453,3.567318748,28.79452723
Hbet_v1_contig_26492,247,0,0,21,0,1.845762494,3.121075325
Hbet_v1_contig_26493,343,80,40,173,3.189293309,10.94978164,7.800279662
Hbet_v1_contig_26494,1255,108,187,109,4.074989286,1.88554216,3.143603827
Hbet_v1_contig_26495,745,1,3,59,0.11012694,1.719290305,3.560835208
Hbet_v1_contig_26496,488,1,6,15,0.336248239,0.66730582,0.371699906
Hbet_v1_contig_26497,341,3,0,12,0,0.763977103,0.132983544
Hbet_v1_contig_26498,387,58,24,66,1.696011791,3.702426501,0
Hbet_v1_contig_26499,282,38,58,171,5.624805062,13.16438204,32.16126847
Hbet_v1_contig_265,839,591,1137,1183,37.06185003,30.61091132,11.08011281
Hbet_v1_contig_2650,1561,16716,9985,11075,174.9338107,154.0260958,210.9917252
Hbet_v1_contig_26500,244,4,12,16,1.344992957,1.423585749,1.115099718
Hbet_v1_contig_26501,305,51,38,95,3.407315491,6.762032306,0
Hbet_v1_contig_26502,337,16,22,24,1.785341789,1.54609016,1.278338846
Hbet_v1_contig_26503,719,130,301,61,11.44896416,1.841850685,4.099555293
Hbet_v1_contig_26504,258,4,28,10,2.968020634,0.841460568,0.175765072
Hbet_v1_contig_26505,1534,25,46,271,0.820089143,3.835282922,0.517326792
Hbet_v1_contig_26506,313,3,95,80,8.300568889,5.548800681,11.59038685
Hbet_v1_contig_26507,264,197,77,210,7.976555454,17.26906576,13.9134033
Hbet_v1_contig_26508,243,112,55,80,6.189919576,7.147220631,4.38544704
Hbet_v1_contig_26509,494,125,38,62,2.103706933,2.724697015,7.481401147
Hbet_v1_contig_2651,716,694,1490,1130,56.91173644,34.26248801,23.11703466
Hbet_v1_contig_26510,248,78,56,88,6.175397771,7.703435785,12.61681375
Hbet_v1_contig_26511,558,12,185,134,9.067052283,5.213436339,5.566838916
Hbet_v1_contig_26512,242,6,28,9,3.164253403,0.807384893,3.841411013
Hbet_v1_contig_26513,216,6,2,31,0.253223983,3.115741494,0.104970807
Hbet_v1_contig_26514,409,10,14,106,0.936123867,5.626470324,1.441359538
Hbet_v1_contig_26515,389,161,73,218,5.132179638,12.16635173,10.84140652
Hbet_v1_contig_26516,435,330,194,265,12.1966641,13.22543887,20.74512717
Hbet_v1_contig_26517,332,0,2,23,0.164748133,1.50398404,0.06829426
Hbet_v1_contig_26518,654,26,54,44,2.258107442,1.460590271,3.536264244
Hbet_v1_contig_26519,456,61,182,70,10.91528641,3.332626725,4.027564114
Hbet_v1_contig_2652,378,285,161,456,11.6483032,26.18945845,29.27185927
Hbet_v1_contig_26520,200,14,32,29,4.375710421,3.147903987,8.729372295
Hbet_v1_contig_26521,1798,33,107,124,1.627506309,1.497219494,2.723869835
Hbet_v1_contig_26522,304,0,4,14,0.359844607,0.999788018,0.522091644
Hbet_v1_contig_26523,316,30,325,108,28.12709428,7.419764962,21.31040253
Hbet_v1_contig_26524,578,3,8,20,0.378521663,0.751200092,5.256531198
Hbet_v1_contig_26525,1103,12,19,126,0.47109303,2.479981882,1.891187555
Hbet_v1_contig_26526,1980,42,44,383,0.607737558,4.199398213,4.259906197
Hbet_v1_contig_26527,651,7,19,49,0.798180664,1.634062136,3.413244299
Hbet_v1_contig_26528,236,0,0,13,0,1.19587235,0.384299903
Hbet_v1_contig_26529,295,40,139,20,12.88609637,1.471842893,0
Hbet_v1_contig_2653,950,249,147,216,4.231772578,4.936096269,4.296068388
Hbet_v1_contig_26530,303,0,24,23,2.166193277,1.647929707,7.483067417
Hbet_v1_contig_26531,393,133,92,158,6.402120844,8.728065805,6.634796034
Hbet_v1_contig_26532,1044,99,187,225,4.898574285,4.678810919,11.16310235
Hbet_v1_contig_26533,263,1,7,9,0.727898597,0.742916897,1.206964714
Hbet_v1_contig_26534,240,2,20,17,2.279015844,1.537769189,1.889474523
Hbet_v1_contig_26535,422,1,15,42,0.972092066,2.160679317,13.10990854
Hbet_v1_contig_26536,477,11,36,143,2.064014349,6.508353504,12.07362337
Hbet_v1_contig_26537,296,2,6,26,0.554355205,1.906931586,1.378805733
Hbet_v1_contig_26538,293,2952,1593,330,148.6882828,24.45117843,128.1489342
Hbet_v1_contig_26539,526,33,39,39,2.027717519,1.609653278,2.801882372
Hbet_v1_contig_2654,300,4,373,1146,34.00291639,82.93098778,1.360421656
Hbet_v1_contig_26540,727,98,76,52,2.858957978,1.55282462,2.994050413
Hbet_v1_contig_26541,513,23,132,107,7.036961203,4.528140439,7.955682201
Hbet_v1_contig_26542,393,0,353,172,24.56465933,9.501438724,25.09683717
Hbet_v1_contig_26543,333,1,11,27,0.903393668,1.76024454,2.995923568
Hbet_v1_contig_26544,1204,12,185,159,4.202172071,2.866976365,1.487725787
Hbet_v1_contig_26545,312,0,15,10,1.314816833,0.695823162,0.581376776
Hbet_v1_contig_26546,339,101,25,136,2.016828181,8.709489211,8.561158899
Hbet_v1_contig_26547,339,0,75,240,6.050484542,15.36968684,0
Hbet_v1_contig_26548,1079,38,23,195,0.582954933,3.923436626,1.008653684
Hbet_v1_contig_26549,299,13,42,58,3.841551791,4.211242791,2.123289096
Hbet_v1_contig_2655,302,335,616,902,55.78306331,64.84150253,11.86239634
Hbet_v1_contig_26550,204,2,16,10,2.144956088,1.064200131,0.889164481
Hbet_v1_contig_26551,1020,6,33,87,0.884794387,1.851708227,4.823717311
Hbet_v1_contig_26552,249,7,21,33,2.306473866,2.877186859,2.276475329
Hbet_v1_contig_26553,607,4,1,57,0.045054679,2.038635769,0.97119613
Hbet_v1_contig_26554,339,226,160,83,12.90770036,5.315350033,1.471449186
Hbet_v1_contig_26555,428,2,10,18,0.638976405,0.913024037,0.529759212
Hbet_v1_contig_26556,326,70,96,78,8.053454762,5.194341251,8.137491503
Hbet_v1_contig_26557,285,47,95,196,9.116063376,14.93016773,7.319227625
Hbet_v1_contig_26558,230,0,0,16,0,1.510238794,2.760275824
Hbet_v1_contig_26559,244,4,2,39,0.224165493,3.469990262,0.743399812
Hbet_v1_contig_2656,543,11719,11083,12742,558.1951956,509.4378942,95.49675654
Hbet_v1_contig_26560,689,6,37,48,1.468625595,1.512430723,1.217600418
Hbet_v1_contig_26561,225,1,0,167,0,16.11340891,12.59649682
Hbet_v1_contig_26562,417,54,60,22,3.934991385,1.145354961,7.449151356
Hbet_v1_contig_26563,659,4,45,85,1.86747884,2.800186687,1.513873366
Hbet_v1_contig_26564,507,17,0,16,0,0.685118191,0.089442581
Hbet_v1_contig_26565,375,0,4,30,0.291714028,1.736774613,0.060463185
Hbet_v1_contig_26566,861,15,29,115,0.921135324,2.899667255,1.158702146
Hbet_v1_contig_26567,550,0,2,34,0.099447964,1.34205311,0.453473885
Hbet_v1_contig_26568,424,48,90,105,5.805040357,5.376218585,5.401045098
Hbet_v1_contig_26569,391,4,11,34,0.769386423,1.887798493,0.521900891
Hbet_v1_contig_2657,315,3690,842,2777,73.10214631,191.3898056,178.8702548
Hbet_v1_contig_26570,332,45,2,87,0.164748133,5.688983108,0.682942599
Hbet_v1_contig_26571,269,2,7,7,0.71166294,0.56493598,0.337155305
Hbet_v1_contig_26572,950,27,15,669,0.431813528,15.28818706,1.813895542
Hbet_v1_contig_26573,232,153,149,244,17.56413935,22.83259729,18.37351088
Hbet_v1_contig_26574,300,2,20,9,1.823212675,0.65129048,0
Hbet_v1_contig_26575,615,12,29,34,1.289589453,1.200210099,1.032298276
Hbet_v1_contig_26576,317,0,5,10,0.431359466,0.684848034,0.286103398
Hbet_v1_contig_26577,216,11,97,110,12.28136316,11.05585691,7.557898091
Hbet_v1_contig_26578,289,402,175,246,16.56032274,18.47952227,2.275214996
Hbet_v1_contig_26579,243,714,109,123,12.26729516,10.98885172,32.37766219
Hbet_v1_contig_2658,989,1823,916,1512,25.3295674,33.19013164,37.80477437
Hbet_v1_contig_26580,816,22,162,30,5.429420099,0.798150098,0.611300581
Hbet_v1_contig_26581,337,3,2,19,0.162303799,1.223988043,0.269123968
Hbet_v1_contig_26582,889,165,188,216,5.783419285,5.274793539,4.845896414
Hbet_v1_contig_26583,202,1085,679,145,91.92782721,15.5836831,64.42921046
Hbet_v1_contig_26584,329,21,28,65,2.327505543,4.289147031,2.274261128
Hbet_v1_contig_26585,502,26,36,71,1.96122479,3.070492967,8.98817761
Hbet_v1_contig_26586,363,0,32,39,2.410859736,2.332445245,8.182517768
Hbet_v1_contig_26587,1626,217,87,260,1.463279546,3.471412972,8.380621315
Hbet_v1_contig_26588,213,222,4,71,0.513581035,7.236560889,2.767680991
Hbet_v1_contig_26589,413,0,5,12,0.33109189,0.630789811,0.768599806
Hbet_v1_contig_2659,1168,2169,1442,2516,33.76377583,46.76503561,41.27078255
Hbet_v1_contig_26590,590,0,14,22,0.648940105,0.809513591,0.960749757
Hbet_v1_contig_26591,1351,20,2,199,0.040485848,3.197799297,3.272664976
Hbet_v1_contig_26592,519,7,44,47,2.31853635,1.966002091,2.446487243
Hbet_v1_contig_26593,931,66,101,71,2.966882065,1.655625638,4.895179966
Hbet_v1_contig_26594,277,13,93,62,9.181883328,4.859206951,20.29991401
Hbet_v1_contig_26595,314,0,0,9,0,0.622252051,0
Hbet_v1_contig_26596,414,5,1,11,0.06605843,0.576827317,0
Hbet_v1_contig_26597,255,8,70,19,7.50734631,1.617584199,4.623655303
Hbet_v1_contig_26598,206,46,21,62,2.787922295,6.533982162,3.522127266
Hbet_v1_contig_26599,413,383,266,134,17.61408856,7.043819558,15.48179609
Hbet_v1_contig_266,3519,1449,682,3193,5.300217581,19.69849865,14.6583275
Hbet_v1_contig_2660,1802,725,1896,2559,28.77478828,30.82967699,12.07921559
Hbet_v1_contig_26600,413,0,15,91,0.993275671,4.783489401,0.603899847
Hbet_v1_contig_26601,744,2,0,57,0,1.663241817,0.365704746
Hbet_v1_contig_26602,1675,53,507,242,8.277929788,3.136563108,6.267415193
Hbet_v1_contig_26603,376,107,91,67,6.618843887,3.868480688,9.648380541
Hbet_v1_contig_26604,352,35,26,21,2.020036771,1.295179932,5.797251376
Hbet_v1_contig_26605,393,77,49,132,3.409825232,7.291801812,9.346408326
Hbet_v1_contig_26606,263,13,30,36,3.119565414,2.971667589,2.844988255
Hbet_v1_contig_26607,619,252,161,220,7.113180308,7.715880754,5.347914966
Hbet_v1_contig_26608,661,104,5,47,0.206869819,1.543653684,6.174379681
Hbet_v1_contig_26609,315,0,0,12,0,0.82703553,0.143959964
Hbet_v1_contig_2661,712,14,93,153,3.572165284,4.665142483,0.891662134
Hbet_v1_contig_26610,920,8,30,54,0.891788809,1.274263983,0.764004916
Hbet_v1_contig_26611,953,461,303,311,8.695174826,7.084691825,17.65360037
Hbet_v1_contig_26612,2891,98,153,449,1.447344548,3.371721728,6.572312625
Hbet_v1_contig_26613,439,28,20,76,1.245931213,3.758396088,1.291212658
Hbet_v1_contig_26614,314,39,193,125,16.80955635,8.642389596,3.249414784
Hbet_v1_contig_26615,437,14,42,53,2.628430173,2.632982108,1.037697678
Hbet_v1_contig_26616,921,159,87,186,2.583379524,4.38436588,5.613031807
Hbet_v1_contig_26617,1474,108,46,293,0.853471334,4.315425387,0.815268519
Hbet_v1_contig_26618,836,78,110,97,3.59844607,2.518946434,5.966761651
Hbet_v1_contig_26619,356,0,4,14,0.307283035,0.853751566,0.573211372
Hbet_v1_contig_2662,561,0,0,4423,0,171.1620792,0.60624851
Hbet_v1_contig_26620,211,3,0,14,0,1.440452878,1.826790534
Hbet_v1_contig_26621,1567,82,86,112,1.50092173,1.551681212,3.921232385
Hbet_v1_contig_26622,624,6,25,28,1.095680694,0.974152427,1.853138474
Hbet_v1_contig_26623,692,231,389,159,15.37347682,4.988207433,3.112718144
Hbet_v1_contig_26624,1748,870,1101,622,17.22560488,7.725070148,9.105797128
Hbet_v1_contig_26625,2073,226,275,198,3.627955757,2.073573163,5.720377281
Hbet_v1_contig_26626,911,42,41,91,1.230818656,2.168585206,5.998200131
Hbet_v1_contig_26627,431,2,0,22,0,1.108150855,2.525144606
Hbet_v1_contig_26628,1966,74,60,263,0.83463449,2.904194578,0.184526505
Hbet_v1_contig_26629,322,0,21,46,1.783577617,3.101383238,24.15241346
Hbet_v1_contig_2663,545,38,0,2944,0,117.2721207,9.277493253
Hbet_v1_contig_26630,386,87,56,181,3.967613076,10.17992892,1.703464077
Hbet_v1_contig_26631,500,123,67,208,3.664657477,9.031227989,1.315074268
Hbet_v1_contig_26632,515,705,3286,93,174.497384,3.920389297,18.88740746
Hbet_v1_contig_26633,307,122,147,19,13.09506172,1.343595996,1.32940227
Hbet_v1_contig_26634,299,29,12,15,1.097586226,1.089114515,3.10910189
Hbet_v1_contig_26635,305,33,26,28,2.331321126,1.993020048,0.892079775
Hbet_v1_contig_26636,227,66,104,60,12.52956728,5.738242114,1.298493505
Hbet_v1_contig_26637,287,0,18,10,1.715217499,0.756434936,0.474014514
Hbet_v1_contig_26638,424,11,13,32,0.838505829,1.638466616,1.016038187
Hbet_v1_contig_26639,231,2,2,10,0.236780867,0.939813102,0.294463562
Hbet_v1_contig_2664,3371,1869,683,1739,5.541030512,11.19938836,15.07319753
Hbet_v1_contig_26640,437,4,23,40,1.439378428,1.987156308,3.424402339
Hbet_v1_contig_26641,335,0,10,23,0.816363884,1.490515526,1.556701398
Hbet_v1_contig_26642,473,0,18,16,1.040734508,0.734365587,0.191743715
Hbet_v1_contig_26643,1106,80,12,128,0.29672539,2.512513003,2.726583488
Hbet_v1_contig_26644,465,2,6,32,0.352879873,1.493999667,0.390085063
Hbet_v1_contig_26645,581,6,27,30,1.270914171,1.120981893,0.429278205
Hbet_v1_contig_26646,431,0,0,93,0,4.684455889,0.315643076
Hbet_v1_contig_26647,419,7,107,165,6.983905355,8.549159045,3.787968017
Hbet_v1_contig_26648,470,0,2,77,0.116375277,3.556692692,5.403093103
Hbet_v1_contig_26649,449,75,97,161,5.908183613,7.784541001,7.019250565
Hbet_v1_contig_2665,1673,8413,3237,5088,52.91457947,66.02442642,89.99003585
Hbet_v1_contig_26650,818,215,62,163,2.072845707,4.326012561,1.552233349
Hbet_v1_contig_26651,216,4,21,10,2.658851818,1.005077901,2.519299364
Hbet_v1_contig_26652,433,107,96,257,6.063340075,12.88542366,5.864789281
Hbet_v1_contig_26653,748,116,77,245,2.815254866,7.110791782,4.395301697
Hbet_v1_contig_26654,408,10,15,42,1.005448166,2.234820274,1.889474523
Hbet_v1_contig_26655,463,11,30,54,1.772020959,2.532014825,3.330045811
Hbet_v1_contig_26656,426,6,13,40,0.834569182,2.038467856,0.532246344
Hbet_v1_contig_26657,363,1,8,35,0.602714934,2.093220092,5.808962995
Hbet_v1_contig_26658,272,0,4,14,0.402179267,1.117410137,2.334056763
Hbet_v1_contig_26659,876,130,152,256,4.745348059,6.344382149,4.658978275
Hbet_v1_contig_2666,1779,2759,1826,2038,28.07071117,24.87033911,32.25807769
Hbet_v1_contig_26660,671,35,240,56,9.781766961,1.811836407,4.29144437
Hbet_v1_contig_26661,255,6,1,32,0.107247804,2.724352335,2.489660548
Hbet_v1_contig_26662,251,3,12,10,1.307483193,0.864927596,0.090333443
Hbet_v1_contig_26663,904,0,40,125,1.210096908,3.001891962,0.05016304
Hbet_v1_contig_26664,944,24,101,107,2.926024579,2.460737336,1.5852371
Hbet_v1_contig_26665,285,0,23,10,2.207046923,0.761743251,1.750250084
Hbet_v1_contig_26666,411,5,6,34,0.399243652,1.795934819,0.937841369
Hbet_v1_contig_26667,1643,109,153,312,2.546727383,4.122593422,5.313068956
Hbet_v1_contig_26668,312,697,337,401,29.53955152,27.90250881,82.91886271
Hbet_v1_contig_26669,726,22,121,47,4.558031688,1.405447776,1.873859031
Hbet_v1_contig_2667,1787,114,26,993,0.397903158,12.06363452,2.474186001
Hbet_v1_contig_26670,541,86,23,36,1.162677214,1.444636924,1.550696281
Hbet_v1_contig_26671,322,2,0,10,0,0.674213747,1.056227994
Hbet_v1_contig_26672,435,65,254,144,15.96882826,7.186653572,18.86868351
Hbet_v1_contig_26673,262,16,112,107,11.69082937,8.866168112,6.144398066
Hbet_v1_contig_26674,655,10,17,39,0.709800354,1.292637594,0.207697963
Hbet_v1_contig_26675,300,2,8,10,0.72928507,0.723656089,0.226736943
Hbet_v1_contig_26676,328,0,0,28,0,1.853265593,0.138254233
Hbet_v1_contig_26677,219,0,32,46,3.996082576,4.56002467,4.244846873
Hbet_v1_contig_26678,354,5,12,46,0.927057292,2.821032211,2.882249272
Hbet_v1_contig_26679,804,8,15,50,0.510227428,1.350104643,2.791910116
Hbet_v1_contig_2668,2375,5376,6095,2706,70.18409214,24.73532686,50.80816881
Hbet_v1_contig_26680,620,33,61,112,2.690709029,3.921749127,8.082074894
Hbet_v1_contig_26681,231,0,0,22,0,2.067588825,0
Hbet_v1_contig_26682,218,32,39,13,4.892566124,1.294614104,3.536264244
Hbet_v1_contig_26683,236,0,0,20,0,1.839803616,0.096074976
Hbet_v1_contig_26684,942,34,86,118,2.496756211,2.719471926,1.371975131
Hbet_v1_contig_26685,379,0,27,28,1.948287951,1.603881569,0.957200814
Hbet_v1_contig_26686,301,29,29,41,2.634875461,2.957132855,10.77188798
Hbet_v1_contig_26687,323,0,2,26,0.169338639,1.747528636,1.123155134
Hbet_v1_contig_26688,340,12,5,21,0.402179267,1.340892165,1.267059386
