Contig ID,Size,Hbet_ech1,Hbet_ech2,Hbet_ech3,HBET1 RPKM,HBET2 RPKM,HBET3 RPKM
Hbet_v1_contig_1975,464,785,384,1722,22.63298493,80.56912403,30.34561238
Hbet_v1_contig_19750,542,2279,1504,553,75.88870471,22.15028508,32.9647068
Hbet_v1_contig_19751,3012,190,144,1483,1.307483193,10.68906354,9.575344992
Hbet_v1_contig_19752,317,15,4,30,0.345087573,2.054544101,1.502042838
Hbet_v1_contig_19753,342,66,178,142,14.23385334,9.013961809,6.961221926
Hbet_v1_contig_19754,326,20,83,77,6.962882763,5.127747133,0.834614513
Hbet_v1_contig_19755,843,289,1085,278,35.19903474,7.159302232,1.452407462
Hbet_v1_contig_19756,291,0,2,7,0.18796007,0.522226044,0
Hbet_v1_contig_19757,397,169,4,1266,0.275548515,69.23037344,12.10786697
Hbet_v1_contig_19758,240,2,17,32,1.937163467,2.894624355,1.983948249
Hbet_v1_contig_19759,303,0,19,9,1.714903011,0.644842059,0.972798764
Hbet_v1_contig_1976,200,0,1,193,0.136740951,20.94984377,0
Hbet_v1_contig_19760,354,1648,663,1529,51.21991541,93.76865762,51.81643691
Hbet_v1_contig_19761,1275,511,202,1164,4.332811299,19.81966323,10.22539153
Hbet_v1_contig_19762,438,142,34,338,2.122918868,16.75313411,0.155299276
Hbet_v1_contig_19763,1551,19,10,797,0.176326177,11.15578149,4.180964901
Hbet_v1_contig_19764,508,15,28,177,1.507380558,7.564200456,3.347494233
Hbet_v1_contig_19765,1099,44,21,81,0.522576881,1.600076702,0.887141814
Hbet_v1_contig_19766,350,26,6,18,0.468826116,1.116497966,1.166075705
Hbet_v1_contig_19767,214,0,1,81,0.127795281,8.217216336,21.82607953
Hbet_v1_contig_19768,429,881,747,334,47.62027512,16.90217718,48.62423947
Hbet_v1_contig_19769,1005,103,62,102,1.687152028,2.203370778,4.534738854
Hbet_v1_contig_1977,4721,775,559,7063,3.238220352,32.47945111,12.75605422
Hbet_v1_contig_19770,755,197,193,158,6.990994298,4.543218359,8.799195261
Hbet_v1_contig_19771,262,4,2,43,0.20876481,3.563039522,0.519244907
Hbet_v1_contig_19772,306,33,32,190,2.859941451,13.47986832,12.81878794
Hbet_v1_contig_19773,330,4,10,185,0.828733034,12.17057968,5.496653157
Hbet_v1_contig_19774,255,426,339,259,36.3570057,22.05022671,35.03308056
Hbet_v1_contig_19775,274,0,2,15,0.199621826,1.188486277,0.331002836
Hbet_v1_contig_19776,1756,1138,885,1269,13.78311405,15.68883104,29.23305457
Hbet_v1_contig_19777,758,206,464,183,16.74084462,5.241255842,5.055216797
Hbet_v1_contig_19778,371,1492,676,1368,49.83120358,80.05079754,61.97069001
Hbet_v1_contig_19779,2599,1545,920,1512,9.680775267,12.6298731,14.48185167
Hbet_v1_contig_1978,1232,3,0,1838,0,32.38830904,10.74792001
Hbet_v1_contig_19780,465,0,6,24,0.352879873,1.120499751,1.170255188
Hbet_v1_contig_19781,1781,642,345,902,5.297656145,10.99502177,14.10581317
Hbet_v1_contig_19782,516,41,33,66,1.749012159,2.776819876,5.6244823
Hbet_v1_contig_19783,696,7,66,197,2.593362857,6.144838341,5.179766364
Hbet_v1_contig_19784,303,25,180,408,16.24644958,29.23284003,22.37437158
Hbet_v1_contig_19785,286,81,136,107,13.00473377,8.122154004,10.38550332
Hbet_v1_contig_19786,964,202,181,300,5.134878022,6.756125311,5.880107436
Hbet_v1_contig_19787,257,549,160,524,17.02611059,44.26410007,62.37471537
Hbet_v1_contig_19788,1755,430,187,565,2.914023677,6.989157098,4.250510208
Hbet_v1_contig_19789,454,3,9,46,0.542144738,2.199659477,0.849014984
Hbet_v1_contig_1979,787,1378,877,700,30.47568328,19.30975587,28.34932041
Hbet_v1_contig_19790,1136,387,220,344,5.296304426,6.574058836,23.7914116
Hbet_v1_contig_19791,378,25,22,90,1.591693605,5.168972063,5.998331818
Hbet_v1_contig_19792,922,3471,645,468,19.13186837,11.01966539,45.86381759
Hbet_v1_contig_19793,456,132,126,302,7.556736746,14.37790387,11.83407727
Hbet_v1_contig_19794,402,6,309,268,21.02137002,14.47312178,1.071642267
Hbet_v1_contig_19795,427,2542,4159,937,266.3726528,47.63928023,116.7137705
Hbet_v1_contig_19796,1068,431,162,406,4.148320975,8.2529318,5.838263975
Hbet_v1_contig_19797,243,3,3,22,0.337631977,1.965485673,1.306303374
Hbet_v1_contig_19798,750,21,27,50,0.984534845,1.447312178,2.539453759
Hbet_v1_contig_19799,233,108,53,202,6.220832948,18.82126995,14.01292693
Hbet_v1_contig_198,1755,1221,1655,1841,25.7898887,22.77351897,15.1803936
Hbet_v1_contig_1980,1017,251006,53593,34817,1441.171636,743.2310928,1718.853301
Hbet_v1_contig_19800,577,13,2,81,0.09479442,3.047633095,0.982395766
Hbet_v1_contig_19801,279,367,295,454,28.91654512,35.32686713,36.65174235
Hbet_v1_contig_19802,214,23,5,63,0.638976405,6.391168262,5.403543962
Hbet_v1_contig_19803,214,121,109,134,13.92968563,13.59391345,9.959473185
Hbet_v1_contig_19804,412,269,164,566,10.88617277,29.82446696,32.52464397
Hbet_v1_contig_19805,786,273,135,178,4.697208228,4.91644213,7.125194002
Hbet_v1_contig_19806,641,481,910,613,38.82504371,20.76136579,24.72529219
Hbet_v1_contig_19807,313,0,1,25,0.087374409,1.734000213,0.072439918
Hbet_v1_contig_19808,515,2706,621,1276,32.977138,53.78942734,55.78169057
Hbet_v1_contig_19809,268,88,29,337,2.959319081,27.29911589,8.206523673
Hbet_v1_contig_1981,2303,2274,4067,3925,48.29574001,36.99978483,29.81152682
Hbet_v1_contig_19810,638,54,83,164,3.557836647,5.580545388,5.544038098
Hbet_v1_contig_19811,1018,217,266,491,7.145990741,10.47097661,6.592744111
Hbet_v1_contig_19812,1334,13,0,237,0,3.85696761,0.526899942
Hbet_v1_contig_19813,517,33,70,93,3.702849727,3.905223381,10.04308702
Hbet_v1_contig_19814,710,315,229,336,8.820754281,10.27387799,21.01308568
Hbet_v1_contig_19815,247,2,8,132,0.88577134,11.60193568,2.845686326
Hbet_v1_contig_19816,222,21,12,295,1.478280547,28.84845219,8.374968155
Hbet_v1_contig_19817,2438,30,374,338,4.195333514,3.009791936,3.943251178
Hbet_v1_contig_19818,1394,0,1,163,0.019618501,2.538506653,0
Hbet_v1_contig_19819,1470,279,265,426,4.930115907,6.291377426,5.352225791
Hbet_v1_contig_1982,1041,6,0,136,0,2.836231357,0.784104701
Hbet_v1_contig_19820,572,22,47,40,2.247141497,1.518159627,1.783769654
Hbet_v1_contig_19821,783,45,48,97,1.676517402,2.689449832,6.138982357
Hbet_v1_contig_19822,529,12,6,29,0.310187412,1.190133832,0.428614258
Hbet_v1_contig_19823,906,2,2,118,0.060371281,2.827530413,0.225235374
Hbet_v1_contig_19824,2937,420,794,1025,7.393416058,7.576583157,8.329899939
Hbet_v1_contig_19825,1166,174,2,1649,0.046909417,30.70263012,18.8234443
Hbet_v1_contig_19826,591,204,131,370,6.061950773,13.5915103,10.70382521
Hbet_v1_contig_19827,467,5,17,90,0.995544394,4.183878886,1.165243389
Hbet_v1_contig_19828,462,137,32,119,1.894246935,5.591887959,4.711416992
Hbet_v1_contig_19829,448,53,81,50,4.944650447,2.422955655,2.530546236
Hbet_v1_contig_1983,308,617,252,596,22.37579192,42.00964568,30.91867401
Hbet_v1_contig_19830,1437,94,174,378,3.311471874,5.710688969,0.078892464
Hbet_v1_contig_19831,531,295,163,420,8.395018815,17.17150041,11.870597
Hbet_v1_contig_19832,1308,459,371,612,7.757017231,10.15774143,10.2274309
Hbet_v1_contig_19833,527,312,309,740,16.03527656,30.48418439,5.765227766
Hbet_v1_contig_19834,393,11,6,17,0.41752962,0.939095688,1.153877571
Hbet_v1_contig_19835,451,15,88,50,5.33623222,2.406838433,5.077700935
Hbet_v1_contig_19836,1798,8,17,647,0.258575769,7.812104942,0.390925763
Hbet_v1_contig_19837,219,3,2,7,0.249755161,0.693916798,4.555445425
Hbet_v1_contig_19838,262,60,64,144,6.680473924,11.93203933,9.692571597
Hbet_v1_contig_19839,238,39,84,24,9.652302398,2.189211697,4.477578281
Hbet_v1_contig_1984,760,1640,677,1282,24.36147989,36.62080681,85.53352826
Hbet_v1_contig_19840,540,265,137,213,6.938337125,8.563263718,8.77555945
Hbet_v1_contig_19841,295,105,66,26,6.11857813,1.91339576,3.304979165
Hbet_v1_contig_19842,454,91,87,123,5.24073247,5.881698167,17.62954643
Hbet_v1_contig_19843,1554,621,691,360,12.16061736,5.029270116,9.542211103
Hbet_v1_contig_19844,288,166,12,89,1.139507922,6.708894991,1.810746418
Hbet_v1_contig_19845,252,188,218,226,23.65835495,19.46979477,16.28547089
Hbet_v1_contig_19846,265,215,60,373,6.192043048,30.55740239,33.28327197
Hbet_v1_contig_19847,1042,18,480,99,12.59801465,2.0626282,0.761592418
Hbet_v1_contig_19848,588,13,427,360,19.85999521,13.29164245,13.88185364
Hbet_v1_contig_19849,474,14,98,135,5.654267157,6.183137468,9.184281224
Hbet_v1_contig_1985,1279,2643,1087,1827,23.24275424,31.01140753,34.33850337
Hbet_v1_contig_19850,1329,1434,775,1047,15.9479664,17.10311343,15.86646778
Hbet_v1_contig_19851,283,155,5,151,0.483183571,11.5836116,0
Hbet_v1_contig_19852,454,5079,20,184,1.204766085,8.798637909,312.9369346
Hbet_v1_contig_19853,307,11,12,55,1.06898463,3.889356829,1.550969315
Hbet_v1_contig_19854,1861,82,154,258,2.263095798,3.009724948,1.717888712
Hbet_v1_contig_19855,417,131,406,105,26.62677504,5.466466858,7.829764929
Hbet_v1_contig_19856,669,206,246,230,10.05628516,7.463717509,23.14818115
Hbet_v1_contig_19857,1492,457,493,351,9.036633869,5.107304702,13.2060592
Hbet_v1_contig_19858,1406,6,2,213,0.03890212,3.288877957,0.580549782
Hbet_v1_contig_19859,389,424,198,643,13.92015847,35.88515669,24.13087257
Hbet_v1_contig_1986,964,11297,4614,4572,130.8968353,102.9633497,111.2516327
Hbet_v1_contig_19860,756,514,437,584,15.80841149,16.77044269,29.24186761
Hbet_v1_contig_19861,2369,833,591,1085,6.822617292,9.943016333,8.384194252
Hbet_v1_contig_19862,378,0,1,155,0.072349709,8.902118554,0.539849864
Hbet_v1_contig_19863,1023,38,111,66,2.967398929,1.400624688,2.836982275
Hbet_v1_contig_19864,3861,6263,6514,884,46.13988876,4.970567075,76.24844507
Hbet_v1_contig_19865,2714,60,6,863,0.060460258,6.903263132,1.203025783
Hbet_v1_contig_19866,1493,267,227,569,4.158097226,8.273817439,5.937986913
Hbet_v1_contig_19867,229,136,112,63,13.37553404,5.972532786,16.23792952
Hbet_v1_contig_19868,301,9,4,19,0.363431098,1.37037864,1.205246207
Hbet_v1_contig_19869,464,9,43,111,2.534422792,5.193480121,7.03666374
Hbet_v1_contig_1987,499,32,44,67,2.411463659,2.914927332,0.999641832
Hbet_v1_contig_19870,222,147,77,104,9.485633513,10.17030179,7.251496817
Hbet_v1_contig_19871,2780,368,494,740,4.859714361,5.778836393,5.007787152
Hbet_v1_contig_19872,393,42,114,77,7.933062785,4.253551057,0.346163271
Hbet_v1_contig_19873,248,440,328,622,36.17018694,54.44928475,58.23848085
Hbet_v1_contig_19874,350,41,54,64,4.219435048,3.969770545,4.27561092
Hbet_v1_contig_19875,1444,27,128,194,2.424216299,2.916674818,3.171804877
Hbet_v1_contig_19876,865,48,109,89,3.44618812,2.233713014,5.058986121
Hbet_v1_contig_19877,1555,62,0,240,0,3.350690572,0.058324615
Hbet_v1_contig_19878,393,14,18,30,1.252588861,1.657227684,0.173081636
Hbet_v1_contig_19879,1268,8297,15917,1353,343.2974308,23.16498474,23.81810786
Hbet_v1_contig_1988,1863,6451,4010,2620,58.86540119,30.53106204,19.22943476
Hbet_v1_contig_19880,212,294,197,413,25.41317668,42.29291953,49.73239546
Hbet_v1_contig_19881,2051,193,233,556,3.106839737,5.885218704,5.07422022
Hbet_v1_contig_19882,1288,460,354,519,7.516505672,8.747923372,5.633215968
Hbet_v1_contig_19883,269,37,81,42,8.234956879,3.389615881,7.417416714
Hbet_v1_contig_19884,272,8,5,45,0.502724083,3.591675441,1.667183402
Hbet_v1_contig_19885,580,77,212,396,9.996235012,14.82247299,4.847479465
Hbet_v1_contig_19886,2701,465,752,632,7.61415734,5.079792464,4.977971382
Hbet_v1_contig_19887,2297,447,1098,1209,13.07283969,11.42664621,9.574873071
Hbet_v1_contig_19888,1007,181,224,664,6.083410714,14.31502412,8.668691455
Hbet_v1_contig_19889,772,320,281,481,9.954457806,13.52636964,14.2444841
Hbet_v1_contig_1989,2201,16563,6348,10217,78.87610674,100.7759327,96.56665612
Hbet_v1_contig_19890,212,6,14,20,1.806012556,2.04808327,2.139027762
Hbet_v1_contig_19891,342,18,11,43,0.87962015,2.729579984,3.58005699
Hbet_v1_contig_19892,341,61,36,133,2.887198958,8.467412887,8.311471507
Hbet_v1_contig_19893,1547,89,70,292,1.237474666,4.097755229,1.348403279
Hbet_v1_contig_19894,2542,1928,3108,2641,33.43751964,22.55518172,19.05232532
Hbet_v1_contig_19895,354,224,270,233,20.85878908,14.28914142,6.661198317
Hbet_v1_contig_19896,454,1,17,39,1.024051172,1.864928687,0.799072926
Hbet_v1_contig_19897,226,7,30,60,3.630290725,5.763632566,2.809130264
Hbet_v1_contig_19898,239,146,47,109,5.378095967,9.901068664,8.063866164
Hbet_v1_contig_19899,1866,60,167,203,2.447560424,2.36177148,6.804538474
Hbet_v1_contig_199,820,38813,1380,26249,46.0250029,694.9481223,237.7143289
Hbet_v1_contig_1990,895,18131,2992,3907,91.42545795,94.77064824,213.1833936
Hbet_v1_contig_19900,711,72,92,101,3.538725024,3.083935231,0
Hbet_v1_contig_19901,1455,1892,574,609,10.788908,9.086733157,22.50227803
Hbet_v1_contig_19902,218,3,2,90,0.250900827,8.962713027,0.520038859
Hbet_v1_contig_19903,242,26,0,101,0,9.060652683,0
Hbet_v1_contig_19904,530,39,1,513,0.051600359,21.01333435,0.08556111
Hbet_v1_contig_19905,2203,86,56,649,0.695187765,6.395635066,0.545486063
Hbet_v1_contig_19906,444,2,4,28,0.246380091,1.369079087,1.225605096
Hbet_v1_contig_19907,1583,15,0,685,0,9.394272032,0.300788111
Hbet_v1_contig_19908,213,1,14,49,1.797533623,4.994246247,0.95804342
Hbet_v1_contig_19909,283,8,2,129,0.193273428,9.895933088,0.160238122
Hbet_v1_contig_1991,1854,5584,2728,4957,40.24048688,58.0447125,84.1397069
Hbet_v1_contig_19910,507,157,301,100,16.23630223,4.281988692,4.740456791
Hbet_v1_contig_19911,2892,589,1178,725,11.13975379,5.442434278,10.09026436
Hbet_v1_contig_19912,343,44,22,55,1.75411132,3.481144451,2.644162597
Hbet_v1_contig_19913,468,1,13,90,0.759671948,4.174938974,4.990150663
Hbet_v1_contig_19914,1775,568,861,520,13.26579814,6.360019711,37.19763252
Hbet_v1_contig_19915,1077,242,220,362,5.586445523,7.297033542,1.36842166
Hbet_v1_contig_19916,973,38,96,141,2.698279807,3.146007457,0.815600513
Hbet_v1_contig_19917,252,4,24,40,2.604589536,3.445981376,1.259649682
Hbet_v1_contig_19918,813,1847,359,1158,12.07626108,30.92227863,19.63380168
Hbet_v1_contig_19919,2029,625,411,1069,5.539727029,11.43797475,1.542124105
Hbet_v1_contig_1992,743,9811,3231,8383,118.9259789,244.9424896,142.9388748
Hbet_v1_contig_19920,897,2,31,55,0.945143695,1.331139963,1.466080566
Hbet_v1_contig_19921,465,4,46,50,2.705412357,2.33437448,0.487606328
Hbet_v1_contig_19922,1274,170,53,242,1.137719056,4.123817273,5.107810248
Hbet_v1_contig_19923,462,27,14,72,0.828733034,3.383327169,2.699249318
Hbet_v1_contig_19924,703,33,83,82,3.228875933,2.53228162,11.57874288
Hbet_v1_contig_19925,900,215,152,364,4.618805444,8.780360545,10.90856624
Hbet_v1_contig_19926,1098,319,225,494,5.604137321,9.767379997,6.463448367
Hbet_v1_contig_19927,357,24,44,19,3.370645282,1.155417285,0
Hbet_v1_contig_19928,349,0,19,88,1.48886995,5.474074712,0.779611264
Hbet_v1_contig_19929,1168,89,75,258,1.756090976,4.795460726,2.98951106
Hbet_v1_contig_1993,845,5965,10134,4745,327.9840932,121.908218,25.00814564
Hbet_v1_contig_19930,268,0,12,53,1.224545827,4.293332766,2.453496768
Hbet_v1_contig_19931,653,3,0,43,0,1.429580941,1.875006877
Hbet_v1_contig_19932,203,144,145,77,19.53442152,8.234707218,10.16406985
Hbet_v1_contig_19933,469,21,40,83,2.332468241,3.842012071,1.98213532
Hbet_v1_contig_19934,965,19,0,553,0,12.44088551,4.581730967
Hbet_v1_contig_19935,310,5,8,15,0.705759745,1.050468516,1.243396138
Hbet_v1_contig_19936,596,83,51,498,2.340197477,18.13996974,14.19008048
Hbet_v1_contig_19937,371,4,14,44,1.032007175,2.574733254,1.10007142
Hbet_v1_contig_19938,1831,1225,1893,1905,28.2742348,22.58708109,27.96133352
Hbet_v1_contig_19939,1192,3,0,91,0,1.657366714,0.855970002
Hbet_v1_contig_1994,726,525,688,4385,25.91674216,131.1252872,5.559115125
Hbet_v1_contig_19940,592,0,11,25,0.508158938,0.916794032,3.102312899
Hbet_v1_contig_19941,2633,371,304,860,3.157557842,7.090895212,7.586602603
Hbet_v1_contig_19942,616,4,24,60,1.065513901,2.11457948,2.466132332
Hbet_v1_contig_19943,462,7,37,49,2.190223019,2.302542101,1.52139507
Hbet_v1_contig_19944,1548,15,78,149,1.37800958,2.089627078,3.559242706
Hbet_v1_contig_19945,285,9,31,18,2.974715417,1.371137853,1.909363728
Hbet_v1_contig_19946,2362,470,714,905,8.26698042,8.318062156,10.09852937
Hbet_v1_contig_19947,982,2626,3124,663,87.00177796,14.65735194,41.21440354
Hbet_v1_contig_19948,492,3,6,27,0.333514514,1.191385024,0.4147627
Hbet_v1_contig_19949,819,289,190,200,6.344512972,5.301509809,11.79364317
Hbet_v1_contig_1995,1301,6293,2891,6509,60.77142019,108.615161,6.099764024
Hbet_v1_contig_19950,543,19,0,44,0,1.759163973,0.626345146
Hbet_v1_contig_19951,262,2,2,13,0.20876481,1.077197995,0
Hbet_v1_contig_19952,2736,137,400,530,3.998273411,4.205457534,6.256812564
Hbet_v1_contig_19953,1109,240,12,839,0.295922707,16.42418734,9.997688457
Hbet_v1_contig_19954,355,126,91,819,7.010381131,50.08515522,53.65043152
Hbet_v1_contig_19955,507,83,41,375,2.21158934,16.05745759,4.159080014
Hbet_v1_contig_19956,1028,243,185,382,4.921610091,8.067216711,32.90773527
Hbet_v1_contig_19957,279,7,24,83,2.352532484,6.458436062,2.519299364
Hbet_v1_contig_19958,653,12,38,169,1.591472014,5.61858556,2.118063324
Hbet_v1_contig_19959,601,19,21,24,0.955593998,0.866942403,0.565899191
Hbet_v1_contig_1996,649,550,839,6117,35.35459402,204.619613,1.083026999
Hbet_v1_contig_19960,1309,940,429,301,8.962852227,4.992066068,20.56048518
Hbet_v1_contig_19961,311,186,95,472,8.353948753,32.94845729,8.675786554
Hbet_v1_contig_19962,235,12,0,254,0,23.46493361,2.990997968
Hbet_v1_contig_19963,418,12,52,101,3.402167193,5.245641027,8.028006584
Hbet_v1_contig_19964,267,268,0,238,0,19.35170215,0.339680813
Hbet_v1_contig_19965,626,54,114,139,4.980341333,4.820520592,3.477116055
Hbet_v1_contig_19966,1997,1325,715,926,9.791665469,10.0666831,9.832458307
Hbet_v1_contig_19967,491,464,254,506,14.14753624,22.37291126,18.28672695
Hbet_v1_contig_19968,324,19,28,38,2.363423838,2.54619735,2.729240977
Hbet_v1_contig_19969,205,644,321,821,42.82326357,86.94463156,48.88669692
Hbet_v1_contig_1997,3571,2232,1957,3224,14.98751276,19.60011675,18.52118908
Hbet_v1_contig_19970,353,0,0,10,0,0.615005175,0
Hbet_v1_contig_19971,255,6,88,26,9.437806789,2.213536272,2.578576996
Hbet_v1_contig_19972,236,21,0,33,0,3.035675966,4.035148981
Hbet_v1_contig_19973,1550,67,18,527,0.317591885,7.381292106,1.682241833
Hbet_v1_contig_19974,299,319,381,386,34.84836267,28.02654685,26.99610422
Hbet_v1_contig_19975,797,23,50,65,1.715695742,1.770551284,3.157816894
Hbet_v1_contig_19976,410,17,1,27,0.066702903,1.429662029,2.101464347
Hbet_v1_contig_19977,408,137,206,318,13.80815482,16.92078208,18.61688133
Hbet_v1_contig_19978,523,6,29,49,1.516438841,2.033985565,0.563590871
Hbet_v1_contig_19979,1077,1101,1217,496,30.90320092,9.998145406,1.36842166
Hbet_v1_contig_1998,1797,39822,24009,3308,365.3882564,39.96417933,46.5839061
Hbet_v1_contig_19980,1404,17,34,270,0.662278109,4.174938974,0.484480647
Hbet_v1_contig_19981,1346,2988,2158,1058,43.84650394,17.06452025,39.26625657
Hbet_v1_contig_19982,308,211,33,281,2.930163228,19.80656113,0.662543014
Hbet_v1_contig_19983,381,3,4,17,0.287120106,0.968673505,0.119022017
Hbet_v1_contig_19984,315,25,48,81,4.167343258,5.582489828,9.285417654
Hbet_v1_contig_19985,211,89,184,375,23.84865869,38.58355924,4.513247201
Hbet_v1_contig_19986,405,376,768,968,51.86027165,51.88882178,29.05591933
Hbet_v1_contig_19987,1108,1035,747,487,18.4378141,9.542071713,22.67369427
Hbet_v1_contig_19988,329,3,15,21,1.246877969,1.385724425,2.343178131
Hbet_v1_contig_19989,201,0,12,304,1.632727769,32.83454493,0.902435593
Hbet_v1_contig_1999,1085,1455,1036,8359,26.11311057,167.2545967,30.65650645
Hbet_v1_contig_19990,442,82,64,126,3.959918933,6.188733068,15.38938525
Hbet_v1_contig_19991,723,3,2,559,0.075651978,16.78521799,0.250884584
Hbet_v1_contig_19992,1599,804,951,732,16.26524629,9.938391314,14.32172058
Hbet_v1_contig_19993,779,8,0,222,0,6.18684153,0.407486162
Hbet_v1_contig_19994,332,36,20,54,1.647481333,3.531092964,5.736717828
Hbet_v1_contig_19995,326,28,126,138,10.57015937,9.189988368,14.11889551
Hbet_v1_contig_19996,705,311,379,486,14.70207668,14.9658238,25.27875702
Hbet_v1_contig_19997,1289,427,254,690,5.389014967,11.6211645,5.892697891
Hbet_v1_contig_19998,340,1463,196,115,15.76542725,7.342980902,136.5756643
Hbet_v1_contig_19999,262,1172,178,51,18.5800681,4.225930595,14.88502067
Hbet_v1_contig_2,1192,13769,6071,2929,139.2876361,53.34535279,46.45063877
Hbet_v1_contig_20,2203,686,912,1407,11.32162932,13.86542148,16.06610838
Hbet_v1_contig_200,561,2165,34,14681,1.657466068,568.128077,10.79122348
Hbet_v1_contig_2000,315,586,4,14525,0.347278605,1001.05759,1.799499545
Hbet_v1_contig_20000,1758,655,522,1046,8.120452359,12.9171377,11.15628302
Hbet_v1_contig_20001,2693,2030,1123,1268,11.40438823,10.22201174,71.49833337
Hbet_v1_contig_20002,824,167,49,76,1.626288005,2.002349372,4.017426412
Hbet_v1_contig_20003,1036,678,677,361,17.8713559,7.564860466,34.18562785
Hbet_v1_contig_20004,279,5,2,138,0.196044374,10.73812261,0.731409493
Hbet_v1_contig_20005,242,2,0,17,0,1.525060353,0.843236564
Hbet_v1_contig_20006,466,20,30,107,1.760613098,4.984841299,1.751615867
Hbet_v1_contig_20007,1089,269,482,862,12.10452492,17.18434018,12.80470338
Hbet_v1_contig_20008,2319,112,503,425,5.931927397,3.97870424,3.470962254
Hbet_v1_contig_20009,415,0,7,16,0.461294773,0.836999814,2.513228763
