Contig ID,Size,Phco_ech1,Phco_ech2,Phco_ech3,Phco_F1_RPKM,Phco_F2_RPKM,Phco_F3_RPKM
Phco_v1_contig_44793,215,8,14,5,0.566292125,2.593715539,1.695208959
Phco_v1_contig_44794,201,6,16,20,0.454301519,3.170711249,7.25313286
Phco_v1_contig_44795,307,7,2,3,0.347015329,0.259492248,0.712319074
Phco_v1_contig_44796,263,9,4,11,0.520805733,0.6058108,3.048797862
Phco_v1_contig_44797,273,6,0,0,0.334485733,0,0
Phco_v1_contig_44798,203,7,0,0,0.524796582,0,0
Phco_v1_contig_44799,265,8,0,0,0.459444555,0,0
Phco_v1_contig_448,1021,135930,28091,17246,2026.182548,1095.908325,1231.272938
Phco_v1_contig_4480,985,6178,1867,1065,95.45543674,75.49894025,78.81430892
Phco_v1_contig_44800,376,14,3,9,0.56666865,0.31780899,1.744802838
Phco_v1_contig_44801,252,10,2,0,0.603932574,0.316127461,0
Phco_v1_contig_44802,287,13,0,1,0.689366938,0,0.253986011
Phco_v1_contig_44803,292,5,0,0,0.260601042,0,0
Phco_v1_contig_44804,335,14,11,6,0.636022126,1.30791839,1.305563915
Phco_v1_contig_44805,233,6,2,2,0.391908177,0.341906095,0.625699444
Phco_v1_contig_44806,199,8,5,5,0.611823151,1.000805529,1.831507167
Phco_v1_contig_44807,410,11,4,0,0.40831734,0.388605464,0
Phco_v1_contig_44808,313,13,5,6,0.632103231,0.636294889,1.397328791
Phco_v1_contig_44809,281,5,1,1,0.270802507,0.141751103,0.2594092
Phco_v1_contig_4481,1264,4200,3057,1233,50.5697972,96.33434148,71.10623719
Phco_v1_contig_44810,370,17,8,2,0.699255986,0.861233731,0.394021542
Phco_v1_contig_44811,255,8,2,4,0.477461988,0.312408314,1.143435063
Phco_v1_contig_44812,235,6,0,0,0.388572788,0,0
Phco_v1_contig_44813,281,9,4,4,0.487444512,0.567004414,1.037636801
Phco_v1_contig_44814,307,6,4,7,0.297441711,0.518984496,1.66207784
Phco_v1_contig_44815,375,17,4,7,0.689932573,0.424875307,1.360687725
Phco_v1_contig_44816,296,6,0,0,0.308495288,0,0
Phco_v1_contig_44817,143,7,0,2,0.744990952,0,1.019496297
Phco_v1_contig_44818,264,6,0,6,0.345888656,0,1.656681483
Phco_v1_contig_44819,275,8,0,1,0.44273748,0,0.265069037
Phco_v1_contig_4482,2079,1951,737,411,14.28209033,14.12035992,14.41049925
Phco_v1_contig_44820,303,9,2,1,0.452052501,0.262917888,0.240574209
Phco_v1_contig_44821,321,11,2,2,0.521526821,0.248174829,0.454168132
Phco_v1_contig_44822,463,25,26,19,0.821765706,2.23678955,2.991329848
Phco_v1_contig_44823,260,6,2,9,0.35121002,0.306400462,2.523253335
Phco_v1_contig_44824,309,7,9,6,0.344769275,1.160157089,1.415417189
Phco_v1_contig_44825,314,10,48,18,0.484684741,6.088977335,4.178636097
Phco_v1_contig_44826,254,9,2,0,0.53925948,0.313638268,0
Phco_v1_contig_44827,244,10,17,2,0.623733642,2.775184513,0.597491682
Phco_v1_contig_44828,269,6,48,57,0.339459499,7.107579492,15.44593739
Phco_v1_contig_44829,429,9,36,20,0.319281836,3.342550495,3.398320991
Phco_v1_contig_4483,629,268,108,72,6.484449974,6.839209042,8.343985593
Phco_v1_contig_44830,221,6,0,0,0.413188259,0,0
Phco_v1_contig_44831,483,21,12,29,0.661700038,0.989616399,4.376657499
Phco_v1_contig_44832,274,9,4,7,0.499897474,0.581489928,1.862255098
Phco_v1_contig_44833,272,7,2,4,0.391668037,0.292882795,1.071970371
Phco_v1_contig_44834,209,11,16,9,0.801005309,3.049344311,3.138975441
Phco_v1_contig_44835,201,6,0,0,0.454301519,0,0
Phco_v1_contig_44836,296,8,0,0,0.411327051,0,0
Phco_v1_contig_44837,244,14,9,2,0.873227099,1.46921533,0.597491682
Phco_v1_contig_44838,351,7,50,46,0.303514832,5.674082631,9.553057896
Phco_v1_contig_44839,277,8,1,0,0.439540819,0.143798051,0
Phco_v1_contig_4484,1740,2275,946,356,19.89853706,21.65582116,14.91394181
Phco_v1_contig_44840,299,8,0,0,0.407200023,0,0
Phco_v1_contig_44841,387,11,13,0,0.432584263,1.338027858,0
Phco_v1_contig_44842,265,11,43,28,0.631736263,6.463315407,7.702005988
Phco_v1_contig_44843,302,10,0,0,0.503943738,0,0
Phco_v1_contig_44844,275,15,2,9,0.830132775,0.28968771,2.385621335
Phco_v1_contig_44845,301,11,15,7,0.556179766,1.984986382,1.695208959
Phco_v1_contig_44846,280,11,0,0,0.597893249,0,0
Phco_v1_contig_44847,208,5,4,8,0.365843771,0.766001155,2.803614817
Phco_v1_contig_44848,232,8,0,0,0.524796582,0,0
Phco_v1_contig_44849,258,8,6,4,0.471910105,0.926326978,1.130139306
Phco_v1_contig_4485,252,45,29,8,2.717696584,4.583848182,2.31409477
Phco_v1_contig_44850,245,6,4,2,0.372712674,0.650319348,0.595052941
Phco_v1_contig_44851,288,12,4,0,0.634129203,0.553223057,0
Phco_v1_contig_44852,279,10,0,0,0.545487486,0,0
Phco_v1_contig_44853,440,22,17,0,0.760955044,1.538965957,0
Phco_v1_contig_44854,280,7,1,4,0.380477522,0.142257357,1.041342646
Phco_v1_contig_44855,492,15,0,0,0.463996978,0,0
Phco_v1_contig_44856,220,7,0,0,0.484244119,0,0
Phco_v1_contig_44857,293,13,4,1,0.675250209,0.54378239,0.248784933
Phco_v1_contig_44858,270,14,12,0,0.789138564,1.770313781,0
Phco_v1_contig_44859,412,10,0,0,0.369395652,0,0
Phco_v1_contig_4486,313,68,37,17,3.306386132,4.708582181,3.95909824
Phco_v1_contig_44860,294,7,1,0,0.362359545,0.135483198,0
Phco_v1_contig_44861,315,7,8,2,0.338202242,1.011607875,0.462818954
Phco_v1_contig_44862,274,6,0,0,0.333264983,0,0
Phco_v1_contig_44863,339,13,13,0,0.583623337,1.527483129,0
Phco_v1_contig_44864,262,9,4,0,0.522793541,0.608123054,0
Phco_v1_contig_44865,299,8,4,0,0.407200023,0.532870369,0
Phco_v1_contig_44866,259,13,5,1,0.763893094,0.768958689,0.281443958
Phco_v1_contig_44867,429,18,307,118,0.638563673,28.50452783,20.05009384
Phco_v1_contig_44868,303,8,5,2,0.401824445,0.657294721,0.481148417
Phco_v1_contig_44869,339,9,9,1,0.404046926,1.05748832,0.215026505
Phco_v1_contig_4487,1793,2547,1613,655,21.61910202,35.83330334,26.62886801
Phco_v1_contig_44870,281,6,1,0,0.324963008,0.141751103,0
Phco_v1_contig_44871,301,13,24,7,0.65730336,3.175978211,1.695208959
Phco_v1_contig_44872,365,9,52,48,0.375265501,5.674704448,9.586058334
Phco_v1_contig_44873,317,11,20,6,0.528107601,2.513063727,1.379696882
Phco_v1_contig_44874,296,5,2,7,0.257079407,0.269135541,1.723844246
Phco_v1_contig_44875,211,6,1,0,0.432770641,0.188777536,0
Phco_v1_contig_44876,166,3,0,0,0.275043992,0,0
Phco_v1_contig_44877,285,12,46,8,0.640804247,6.429034257,2.046146954
Phco_v1_contig_44878,304,14,15,4,0.700879645,1.965397701,0.959131385
Phco_v1_contig_44879,307,11,9,9,0.545309803,1.167715116,2.136957222
Phco_v1_contig_4488,1881,972,525,296,7.864415762,11.11740114,11.47082383
Phco_v1_contig_44880,253,9,2,5,0.54139094,0.314877945,1.440592594
Phco_v1_contig_44881,311,11,58,99,0.538296172,7.428487087,23.20419466
Phco_v1_contig_44882,225,7,2,0,0.473483138,0.354062756,0
Phco_v1_contig_44883,278,16,16,0,0.875919475,2.292492666,0
Phco_v1_contig_44884,364,8,0,0,0.334485733,0,0
Phco_v1_contig_44885,376,8,0,0,0.323810657,0,0
Phco_v1_contig_44886,266,7,2,0,0.400502655,0.299489173,0
Phco_v1_contig_44887,315,7,18,0,0.338202242,2.276117718,0
Phco_v1_contig_44888,272,6,1,1,0.33571546,0.146441397,0.267992593
Phco_v1_contig_44889,280,10,4,11,0.543539317,0.56902943,2.863692278
Phco_v1_contig_4489,1197,1470,380,325,18.69012388,12.64509843,19.7916
Phco_v1_contig_44890,330,11,2,2,0.507303362,0.241406425,0.441781729
Phco_v1_contig_44891,284,6,0,0,0.3215303,0,0
Phco_v1_contig_44892,226,9,16,2,0.606070389,2.819968854,0.645079515
Phco_v1_contig_44893,353,12,4,2,0.517363202,0.451354788,0.412997084
Phco_v1_contig_44894,312,18,5,6,0.87802505,0.638334296,1.401807409
Phco_v1_contig_44895,272,10,34,65,0.559525767,4.979007509,17.41951853
Phco_v1_contig_44896,299,6,0,0,0.305400018,0,0
Phco_v1_contig_44897,275,21,12,4,1.162185885,1.738126258,1.060276149
Phco_v1_contig_44898,209,5,0,0,0.364093322,0,0
Phco_v1_contig_44899,271,13,3,5,0.73006757,0.440945314,1.344907477
Phco_v1_contig_449,5781,6079,2396,1680,16.00361775,16.50884206,21.18351414
Phco_v1_contig_4490,1814,13315,4070,1737,111.710214,89.36961658,69.79980837
Phco_v1_contig_44900,157,3,4,0,0.290810845,1.014829556,0
Phco_v1_contig_44901,252,7,0,0,0.422752802,0,0
Phco_v1_contig_44902,135,4,0,0,0.450936322,0,0
Phco_v1_contig_44903,320,10,2,0,0.475596902,0.248950375,0
Phco_v1_contig_44904,301,6,0,0,0.303370782,0,0
Phco_v1_contig_44905,293,9,17,16,0.467480914,2.311075158,3.980558921
Phco_v1_contig_44906,209,9,6,5,0.65536798,1.143504117,1.743875245
Phco_v1_contig_44907,277,12,8,2,0.659311229,1.150384406,0.526310363
Phco_v1_contig_44908,325,9,0,0,0.421452024,0,0
Phco_v1_contig_44909,208,6,0,0,0.439012525,0,0
Phco_v1_contig_4491,2691,1264,576,377,7.148622632,8.525925901,10.21220083
Phco_v1_contig_44910,488,16,2,5,0.498986914,0.163246148,0.746864603
Phco_v1_contig_44911,462,15,11,6,0.494126652,0.948382383,0.946675133
Phco_v1_contig_44912,372,10,42,3,0.409115615,4.497168072,0.58785472
Phco_v1_contig_44913,322,10,0,0,0.472642884,0,0
Phco_v1_contig_44914,215,7,0,0,0.49550561,0,0
Phco_v1_contig_44915,209,23,6,4,1.674829283,1.143504117,1.395100196
Phco_v1_contig_44916,336,13,35,19,0.58883426,4.149172924,4.121981309
Phco_v1_contig_44917,209,12,2,0,0.873823974,0.381168039,0
Phco_v1_contig_44918,239,6,11,0,0.382069478,1.833274731,0
Phco_v1_contig_44919,393,19,17,0,0.735783503,1.723015321,0
Phco_v1_contig_4492,297,16,0,0,0.819884222,0,0
Phco_v1_contig_44920,292,6,6,2,0.312721251,0.818466988,0.499273872
Phco_v1_contig_44921,235,9,9,6,0.582859182,1.525483152,1.861123028
Phco_v1_contig_44922,271,8,6,2,0.44927235,0.881890629,0.537962991
Phco_v1_contig_44923,416,20,18,14,0.731687542,1.723502599,2.453162965
Phco_v1_contig_44924,229,13,8,2,0.863966425,1.391513015,0.636628692
Phco_v1_contig_44925,234,10,2,3,0.650388926,0.340444958,0.934538272
Phco_v1_contig_44926,240,5,0,0,0.317064602,0,0
Phco_v1_contig_44927,326,7,0,0,0.32679051,0,0
Phco_v1_contig_44928,324,10,2,0,0.469725336,0.245876914,0
Phco_v1_contig_44929,287,7,0,0,0.371197582,0,0
Phco_v1_contig_4493,1140,10274,4854,2139,137.1588091,169.6007189,136.7721355
Phco_v1_contig_44930,436,12,12,10,0.418874336,1.096295231,1.671880396
Phco_v1_contig_44931,297,9,14,12,0.461184875,1.877605525,2.945211525
Phco_v1_contig_44932,194,8,13,8,0.627591789,2.669158664,3.005937536
Phco_v1_contig_44933,259,8,26,7,0.470088058,3.998585181,1.970107709
Phco_v1_contig_44934,355,63,38,23,2.700854521,4.263713472,4.722708903
Phco_v1_contig_44935,281,12,4,7,0.649926016,0.567004414,1.815864401
Phco_v1_contig_44936,418,15,0,4,0.546139983,0,0.697550098
Phco_v1_contig_44937,230,11,0,0,0.727870042,0,0
Phco_v1_contig_44938,333,14,30,8,0.639842079,3.58847388,1.751206853
Phco_v1_contig_44939,217,11,0,3,0.771475159,0,1.007750948
Phco_v1_contig_4494,1539,1409,919,420,13.9335368,23.78535621,19.89309539
Phco_v1_contig_44940,210,8,2,0,0.579775271,0.379352953,0
Phco_v1_contig_44941,223,8,3,4,0.545976713,0.53585731,1.30751543
Phco_v1_contig_44942,265,10,9,4,0.574305693,1.352786946,1.10028657
Phco_v1_contig_44943,201,16,5,4,1.211470716,0.990847265,1.450626572
Phco_v1_contig_44944,434,10,16,8,0.350670527,1.468463044,1.343667931
Phco_v1_contig_44945,177,6,12,6,0.515901724,2.700478649,2.470982551
Phco_v1_contig_44946,352,10,0,2,0.43236082,0,0.414170371
Phco_v1_contig_44947,294,15,10,9,0.776484738,1.354831975,2.231448528
Phco_v1_contig_44948,295,12,0,0,0.619082069,0,0
Phco_v1_contig_44949,349,13,4,4,0.566900606,0.456527909,0.835461149
Phco_v1_contig_4495,2411,1418,429,228,8.950927017,7.087496379,6.89333415
Phco_v1_contig_44950,293,9,18,4,0.467480914,2.447020755,0.99513973
Phco_v1_contig_44951,348,20,0,0,0.87466097,0,0
Phco_v1_contig_44952,276,8,0,0,0.441133359,0,0
Phco_v1_contig_44953,233,8,30,2,0.522544236,5.128591425,0.625699444
Phco_v1_contig_44954,220,7,2,3,0.484244119,0.362109637,0.99400889
Phco_v1_contig_44955,305,6,0,0,0.299392148,0,0
Phco_v1_contig_44956,254,8,0,0,0.47934176,0,0
Phco_v1_contig_44957,226,8,58,46,0.538729234,10.2223871,14.83682886
Phco_v1_contig_44958,227,8,12,2,0.536355978,2.105659563,0.642237755
Phco_v1_contig_44959,414,12,0,0,0.441133359,0,0
Phco_v1_contig_4496,481,1783,1976,791,56.41508702,163.6344089,119.8734768
Phco_v1_contig_44960,355,9,29,14,0.38583636,3.253886597,2.874692376
Phco_v1_contig_44961,227,6,0,0,0.402266983,0,0
Phco_v1_contig_44962,221,8,1,0,0.550917679,0.180235566,0
Phco_v1_contig_44963,262,8,0,0,0.46470537,0,0
Phco_v1_contig_44964,307,9,2,0,0.446162566,0.259492248,0
Phco_v1_contig_44965,269,8,2,0,0.452612665,0.296149145,0
Phco_v1_contig_44966,218,9,2,0,0.628311504,0.365431744,0
Phco_v1_contig_44967,249,7,0,0,0.427846209,0,0
Phco_v1_contig_44968,374,12,0,6,0.488313397,0,1.169422223
Phco_v1_contig_44969,302,8,3,4,0.40315499,0.395682716,0.965483248
Phco_v1_contig_4497,1324,875,408,184,10.05794053,12.27453211,10.13028194
Phco_v1_contig_44970,241,9,0,0,0.568348165,0,0
Phco_v1_contig_44971,299,6,5,2,0.305400018,0.666087961,0.487585186
Phco_v1_contig_44972,177,6,1,2,0.515901724,0.225039887,0.82366085
Phco_v1_contig_44973,239,8,0,0,0.509425971,0,0
Phco_v1_contig_44974,246,8,0,0,0.49493011,0,0
Phco_v1_contig_44975,221,6,4,2,0.413188259,0.720942264,0.659674075
Phco_v1_contig_44976,311,8,0,0,0.391488125,0,0
Phco_v1_contig_44977,248,12,2,2,0.736408107,0.321226291,0.58785472
Phco_v1_contig_44978,115,6,2,8,0.794040046,0.692731479,5.07088593
Phco_v1_contig_44979,356,9,2,2,0.38475255,0.223775618,0.409516771
Phco_v1_contig_4498,1243,1737,631,430,21.26756091,20.22045849,25.2167447
Phco_v1_contig_44980,276,6,6,5,0.330850019,0.865914349,1.320543211
Phco_v1_contig_44981,255,7,0,2,0.41777924,0,0.571717531
Phco_v1_contig_44982,277,7,6,0,0.384598217,0.862788305,0
Phco_v1_contig_44983,308,6,0,1,0.296475991,0,0.236668783
Phco_v1_contig_44984,233,9,0,3,0.587862265,0,0.938549166
Phco_v1_contig_44985,581,20,14,5,0.523893317,0.959808676,0.627314847
Phco_v1_contig_44986,240,28,10,6,1.775561768,1.65966917,1.822349631
Phco_v1_contig_44987,241,7,8,17,0.442048573,1.32222606,5.141899374
Phco_v1_contig_44988,358,14,0,0,0.595160369,0,0
Phco_v1_contig_44989,217,8,6,4,0.561072843,1.101347283,1.343667931
Phco_v1_contig_4499,282,2072,584,301,111.8226135,82.48908894,77.80528213
Phco_v1_contig_44990,372,31,5,0,1.268258406,0.535377151,0
Phco_v1_contig_44991,338,11,12,9,0.495296182,1.414155979,1.940964104
Phco_v1_contig_44992,317,11,4,3,0.528107601,0.502612745,0.689848441
Phco_v1_contig_44993,280,6,0,0,0.32612359,0,0
Phco_v1_contig_44994,325,11,3,5,0.51510803,0.367680554,1.121445927
Phco_v1_contig_44995,249,9,7,17,0.550087983,1.119776789,4.976697788
Phco_v1_contig_44996,478,15,3,2,0.477586847,0.249992009,0.304995754
Phco_v1_contig_44997,332,8,27,6,0.366725322,3.239354283,1.317361179
Phco_v1_contig_44998,288,7,10,0,0.369908702,1.383057641,0
Phco_v1_contig_44999,271,8,3,1,0.44927235,0.440945314,0.268981495
Phco_v1_contig_45,431,6410,1505,830,226.3444004,139.088748,140.3758881
Phco_v1_contig_450,1172,1797,818,232,23.33508897,27.80087469,14.42952609
Phco_v1_contig_4500,1524,1400,661,267,13.98080133,17.27624128,12.77079663
Phco_v1_contig_45000,295,12,0,4,0.619082069,0,0.98839302
Phco_v1_contig_45001,257,11,2,4,0.651401205,0.309977121,1.134536735
Phco_v1_contig_45002,200,12,39,26,0.913146052,7.767251713,9.476218082
Phco_v1_contig_45003,234,6,0,0,0.390233356,0,0
Phco_v1_contig_45004,303,15,2,0,0.753420835,0.262917888,0
Phco_v1_contig_45005,260,6,16,8,0.35121002,2.451203697,2.242891854
Phco_v1_contig_45006,253,7,1,7,0.421081842,0.157438973,2.016829631
Phco_v1_contig_45007,263,13,3,2,0.752274948,0.4543581,0.554326884
Phco_v1_contig_45008,336,14,0,0,0.634129203,0,0
Phco_v1_contig_45009,231,8,6,2,0.527068428,1.034598963,0.631116755
Phco_v1_contig_4501,2744,8010,3235,1413,44.42601968,46.95944399,37.53615202
Phco_v1_contig_45010,267,8,3,2,0.456003022,0.447551237,0.546022361
Phco_v1_contig_45011,246,9,0,0,0.556796373,0,0
Phco_v1_contig_45012,420,17,64,34,0.616011226,6.069647249,5.900941663
Phco_v1_contig_45013,258,13,6,4,0.76685392,0.926326978,1.130139306
Phco_v1_contig_45014,288,11,0,0,0.581285103,0,0
Phco_v1_contig_45015,281,8,16,11,0.433284011,2.268017655,2.853501202
Phco_v1_contig_45016,330,5,0,0,0.230592437,0,0
Phco_v1_contig_45017,328,7,6,1,0.324797884,0.728635245,0.22223776
Phco_v1_contig_45018,311,9,5,4,0.440424141,0.640386818,0.937543219
Phco_v1_contig_45019,283,18,9,9,0.967999349,1.26674396,2.318183276
Phco_v1_contig_4502,715,1390,179,192,29.58678351,9.971942311,19.57432891
Phco_v1_contig_45020,287,6,1,0,0.318169356,0.138787666,0
Phco_v1_contig_45021,238,12,1,0,0.767349624,0.167361597,0
Phco_v1_contig_45022,297,10,0,0,0.512427639,0,0
Phco_v1_contig_45023,232,10,0,0,0.655995727,0,0
Phco_v1_contig_45024,273,8,0,0,0.445980978,0,0
Phco_v1_contig_45025,227,6,0,4,0.402266983,0,1.284475511
Phco_v1_contig_45026,257,4,5,5,0.236873165,0.774942803,1.418170919
Phco_v1_contig_45027,438,14,14,3,0.486455279,1.27317087,0.499273872
Phco_v1_contig_45028,306,15,2,2,0.746034356,0.260340262,0.476431276
Phco_v1_contig_45029,287,8,0,0,0.424225808,0,0
Phco_v1_contig_4503,836,842,248,288,15.32832887,11.81620921,25.11180353
Phco_v1_contig_45030,318,12,0,0,0.574305693,0,0
Phco_v1_contig_45031,238,6,0,0,0.383674812,0,0
Phco_v1_contig_45032,227,11,0,1,0.73748947,0,0.321118878
Phco_v1_contig_45033,252,8,3,2,0.483146059,0.474191191,0.578523692
Phco_v1_contig_45034,207,8,0,0,0.588177812,0,0
Phco_v1_contig_45035,335,9,1,2,0.408871367,0.118901672,0.435187972
Phco_v1_contig_45036,327,6,0,0,0.279249557,0,0
Phco_v1_contig_45037,325,12,0,0,0.561936032,0,0
Phco_v1_contig_45038,238,16,0,5,1.023132832,0,1.531386245
Phco_v1_contig_45039,323,11,0,0,0.518297553,0,0
Phco_v1_contig_4504,892,2095,443,663,35.74441292,19.78206571,54.18017065
Phco_v1_contig_45040,258,6,7,0,0.353932578,1.080714808,0
Phco_v1_contig_45041,253,8,7,0,0.481236391,1.102072808,0
Phco_v1_contig_45042,269,10,7,7,0.565765832,1.036522009,1.896869505
Phco_v1_contig_45043,247,6,3,10,0.369694758,0.483790203,2.951173492
Phco_v1_contig_45044,257,6,0,2,0.355309748,0,0.567268368
Phco_v1_contig_45045,217,10,0,0,0.701341054,0,0
Phco_v1_contig_45046,385,13,12,0,0.513891718,1.241518755,0
Phco_v1_contig_45047,243,8,16,9,0.501040358,2.622687083,2.699777231
Phco_v1_contig_45048,290,8,6,4,0.419837265,0.824111588,1.005434279
Phco_v1_contig_45049,250,9,0,0,0.547887631,0,0
Phco_v1_contig_4505,3170,1934,808,665,9.285091826,10.15277746,15.29164044
Phco_v1_contig_45050,243,6,4,2,0.375780268,0.655671771,0.599950496
Phco_v1_contig_45051,301,6,8,7,0.303370782,1.058659404,1.695208959
Phco_v1_contig_45052,520,14,41,18,0.409745023,3.140604736,2.523253335
Phco_v1_contig_45053,296,11,1,0,0.565574695,0.134567771,0
Phco_v1_contig_45054,319,8,0,0,0.381670241,0,0
Phco_v1_contig_45055,297,14,98,33,0.717398694,13.14323868,8.099331694
Phco_v1_contig_45056,269,10,10,5,0.565765832,1.480745727,1.354906789
Phco_v1_contig_45057,238,9,18,20,0.575512218,3.012508745,6.125544979
Phco_v1_contig_45058,328,10,0,0,0.463996978,0,0
Phco_v1_contig_45059,304,6,0,0,0.300376991,0,0
Phco_v1_contig_4506,831,427,162,108,7.820163746,7.765094743,9.47358653
Phco_v1_contig_45060,341,6,4,0,0.267784766,0.467238241,0
Phco_v1_contig_45061,311,15,2,1,0.734040235,0.256154727,0.234385805
Phco_v1_contig_45062,309,8,0,0,0.394022029,0,0
Phco_v1_contig_45063,360,6,10,10,0.253651681,1.106446113,2.024832924
Phco_v1_contig_45064,256,6,7,16,0.356697677,1.089157892,4.555874078
Phco_v1_contig_45065,354,9,0,0,0.386926293,0,0
Phco_v1_contig_45066,255,7,1,3,0.41777924,0.156204157,0.857576297
Phco_v1_contig_45067,224,6,5,2,0.407654488,0.889108484,0.650839154
Phco_v1_contig_45068,253,8,3,0,0.481236391,0.472316918,0
Phco_v1_contig_45069,319,6,9,2,0.286252681,1.123788529,0.457015581
Phco_v1_contig_4507,2039,2670,1228,446,19.92888638,23.98909748,15.94444209
Phco_v1_contig_45070,268,7,32,9,0.397513829,4.756066874,2.44793234
Phco_v1_contig_45071,219,5,8,10,0.347468056,1.455052423,3.328492477
Phco_v1_contig_45072,426,16,24,17,0.571609422,2.244059722,2.908914904
Phco_v1_contig_45073,200,6,0,0,0.456573026,0,0
Phco_v1_contig_45074,364,14,16,2,0.585350034,1.750859783,0.400516402
Phco_v1_contig_45075,280,10,7,0,0.543539317,0.995801502,0
Phco_v1_contig_45076,246,6,0,1,0.371197582,0,0.296317013
Phco_v1_contig_45077,403,17,1,0,0.641996811,0.098838859,0
Phco_v1_contig_45078,241,8,0,0,0.505198369,0,0
Phco_v1_contig_45079,338,17,3,2,0.765457736,0.353538995,0.431325356
Phco_v1_contig_4508,246,1011,473,163,62.54679261,76.58766021,48.29967315
Phco_v1_contig_45080,270,9,0,0,0.507303362,0,0
Phco_v1_contig_45081,296,9,8,18,0.462742932,1.076542164,4.432742346
Phco_v1_contig_45082,343,7,24,44,0.310593895,2.78708292,9.350831927
Phco_v1_contig_45083,256,7,7,10,0.416147289,1.089157892,2.847421299
Phco_v1_contig_45084,290,9,28,10,0.472316924,3.845854076,2.513585698
Phco_v1_contig_45085,313,6,19,35,0.291739953,2.417920579,8.151084612
Phco_v1_contig_45086,346,9,4,0,0.395872566,0.460486244,0
Phco_v1_contig_45087,256,6,19,14,0.356697677,2.956285708,3.986389818
Phco_v1_contig_45088,317,8,6,3,0.384078255,0.753919118,0.689848441
Phco_v1_contig_45089,316,8,8,1,0.385293693,1.008406584,0.230677169
Phco_v1_contig_4509,4615,6644,2028,1414,21.91022886,17.50366583,22.33414846
Phco_v1_contig_45090,230,14,2,0,0.926380053,0.34636574,0
Phco_v1_contig_45091,347,9,10,3,0.394731723,1.147897985,0.630207365
Phco_v1_contig_45092,384,10,0,0,0.396330752,0,0
Phco_v1_contig_45093,263,8,8,6,0.46293843,1.211621599,1.662980652
Phco_v1_contig_45094,304,6,9,4,0.300376991,1.17923862,0.959131385
Phco_v1_contig_45095,244,9,0,0,0.561360278,0,0
Phco_v1_contig_45096,290,6,0,2,0.314877949,0,0.50271714
Phco_v1_contig_45097,231,9,0,0,0.592951982,0,0
Phco_v1_contig_45098,482,22,16,1,0.694647758,1.32222606,0.151232335
Phco_v1_contig_45099,315,6,107,22,0.289887636,13.53025532,5.091008493
Phco_v1_contig_451,2464,2167,766,431,13.38465568,12.38285634,12.7505307
Phco_v1_contig_4510,4494,4526,2063,1145,15.32747008,18.28516687,18.57223256
Phco_v1_contig_45100,314,8,0,0,0.387747793,0,0
Phco_v1_contig_45101,255,6,0,0,0.358096491,0,0
Phco_v1_contig_45102,223,6,0,0,0.409482535,0,0
Phco_v1_contig_45103,216,38,3,5,2.677434413,0.553223057,1.68736077
Phco_v1_contig_45104,347,16,3,2,0.701745285,0.344369395,0.420138244
Phco_v1_contig_45105,186,5,3,2,0.409115615,0.642452582,0.783806293
Phco_v1_contig_45106,436,11,0,0,0.383968141,0,0
Phco_v1_contig_45107,281,9,14,8,0.487444512,1.984515448,2.075273601
Phco_v1_contig_45108,293,8,0,0,0.41553859,0,0
Phco_v1_contig_45109,260,6,0,1,0.35121002,0,0.280361482
Phco_v1_contig_4511,1812,553,118,94,4.644681447,2.593920027,3.781476056
Phco_v1_contig_45110,330,7,6,0,0.322829412,0.724219274,0
Phco_v1_contig_45111,243,14,2,3,0.876820626,0.327835885,0.899925744
Phco_v1_contig_45112,327,10,8,10,0.465415929,0.97448465,2.229173861
Phco_v1_contig_45113,331,7,0,0,0.321854097,0,0
Phco_v1_contig_45114,223,8,4,0,0.545976713,0.714476414,0
Phco_v1_contig_45115,300,6,41,32,0.304382017,5.443714876,7.775358426
Phco_v1_contig_45116,434,18,0,0,0.631206949,0,0
Phco_v1_contig_45117,307,7,4,9,0.347015329,0.518984496,2.136957222
Phco_v1_contig_45118,254,7,35,48,0.41942404,5.488669694,13.77524131
Phco_v1_contig_45119,274,11,0,0,0.610985801,0,0
Phco_v1_contig_4512,331,20,20,13,0.919583134,2.406771001,2.862905765
Phco_v1_contig_45120,304,9,0,0,0.450565486,0,0
Phco_v1_contig_45121,216,8,9,11,0.563670403,1.65966917,3.712193693
Phco_v1_contig_45122,385,13,65,47,0.513891718,6.724893258,8.898746251
Phco_v1_contig_45123,259,7,2,2,0.411327051,0.307583475,0.562887917
Phco_v1_contig_45124,272,7,4,2,0.391668037,0.585765589,0.535985186
Phco_v1_contig_45125,286,10,2,0,0.532136394,0.278545875,0
Phco_v1_contig_45126,246,6,10,7,0.371197582,1.619189434,2.074219092
Phco_v1_contig_45127,330,5,79,2,0.230592437,9.535553774,0.441781729
Phco_v1_contig_45128,249,8,4,6,0.488967096,0.639872451,1.756481572
Phco_v1_contig_45129,261,9,7,1,0.524796582,1.068292799,0.2792873
Phco_v1_contig_4513,2218,332,179,84,2.278061988,3.214580141,2.760637854
Phco_v1_contig_45130,299,8,0,7,0.407200023,0,1.70654815
Phco_v1_contig_45131,227,8,2,3,0.536355978,0.350943261,0.963356633
Phco_v1_contig_45132,372,11,0,0,0.450027176,0,0
Phco_v1_contig_45133,309,9,2,0,0.443274783,0.257812687,0
