Contig ID,Size,Pgra_ech1,Pgra_ech2,Pgra_ENV_F1_RPKM,Pgra_ENV_F2_RPKM
Pgra_v1_contig_40350,491,14,0,0.564027535,0
Pgra_v1_contig_40351,249,17,8,1.350527204,0.703399003
Pgra_v1_contig_40352,374,11,12,0.581801512,0.70245863
Pgra_v1_contig_40353,694,28,0,0.798090835,0
Pgra_v1_contig_40354,283,10,0,0.698984149,0
Pgra_v1_contig_40355,226,15,31,1.312914916,3.003062447
Pgra_v1_contig_40356,336,7,0,0.412109404,0
Pgra_v1_contig_40357,284,16,52,1.114436699,4.00863129
Pgra_v1_contig_40358,314,6,0,0.377985696,0
Pgra_v1_contig_40359,305,14,88,0.907991868,6.316753669
Pgra_v1_contig_4036,1834,1398,2570,15.07862021,30.67926145
Pgra_v1_contig_40360,362,11,0,0.60108775,0
Pgra_v1_contig_40361,512,24,98,0.92724616,4.190513299
Pgra_v1_contig_40362,363,10,44,0.544938055,2.653732602
Pgra_v1_contig_40363,527,34,7,1.276209768,0.290802766
Pgra_v1_contig_40364,358,10,4,0.552548922,0.24461781
Pgra_v1_contig_40365,601,46,138,1.514039209,5.027079147
Pgra_v1_contig_40366,242,8,0,0.653925666,0
Pgra_v1_contig_40367,278,9,0,0.640400225,0
Pgra_v1_contig_40368,246,11,0,0.884527502,0
Pgra_v1_contig_40369,234,8,0,0.676282099,0
Pgra_v1_contig_4037,1046,2121,1137,40.11093139,23.79796868
Pgra_v1_contig_40370,274,5,28,0.360971741,2.237270916
Pgra_v1_contig_40371,329,7,0,0.420877689,0
Pgra_v1_contig_40372,238,13,17,1.080488522,1.563806712
Pgra_v1_contig_40373,310,13,1056,0.829536349,74.57844655
Pgra_v1_contig_40374,447,24,129,1.062080612,6.31819893
Pgra_v1_contig_40375,370,8,0,0.427702733,0
Pgra_v1_contig_40376,252,15,14,1.177455441,1.216294109
Pgra_v1_contig_40377,475,20,8,0.832894796,0.368729162
Pgra_v1_contig_40378,283,12,0,0.838780978,0
Pgra_v1_contig_40379,649,32,8,0.975346756,0.269871112
Pgra_v1_contig_4038,1574,1533,8251,19.26598374,114.7659266
Pgra_v1_contig_40380,306,6,0,0.387867675,0
Pgra_v1_contig_40381,284,9,1,0.626870643,0.077089063
Pgra_v1_contig_40382,428,27,0,1.247882682,0
Pgra_v1_contig_40383,536,22,0,0.811917035,0
Pgra_v1_contig_40384,244,7,24,0.567494917,2.153438751
Pgra_v1_contig_40385,279,10,39,0.709005427,3.06035292
Pgra_v1_contig_40386,326,8,0,0.485429482,0
Pgra_v1_contig_40387,262,9,0,0.679508636,0
Pgra_v1_contig_40388,258,10,0,0.766715171,0
Pgra_v1_contig_40389,352,11,34,0.618164106,2.114693167
Pgra_v1_contig_4039,1640,152,219,1.833384277,2.923555719
Pgra_v1_contig_40390,335,18,36,1.06287321,2.352712188
Pgra_v1_contig_40391,512,28,11,1.081787186,0.470363738
Pgra_v1_contig_40392,406,14,0,0.682112117,0
Pgra_v1_contig_40393,295,17,0,1.139936522,0
Pgra_v1_contig_40394,266,11,6,0.818021675,0.493833699
Pgra_v1_contig_40395,315,8,0,0.502380988,0
Pgra_v1_contig_40396,365,12,39,0.650342512,2.339283465
Pgra_v1_contig_40397,284,10,1,0.696522937,0.077089063
Pgra_v1_contig_40398,313,8,32,0.50559109,2.238292035
Pgra_v1_contig_40399,589,28,0,0.940365092,0
Pgra_v1_contig_404,587,437,344,14.72641714,12.83014161
Pgra_v1_contig_4040,1505,903,1025,11.86875084,14.91071516
Pgra_v1_contig_40400,220,6,14,0.539488675,1.393209616
Pgra_v1_contig_40401,265,10,6,0.746462317,0.495697222
Pgra_v1_contig_40402,202,22,111,2.154393717,12.03047342
Pgra_v1_contig_40403,265,10,0,0.746462317,0
Pgra_v1_contig_40404,301,14,159,0.920058205,11.56489615
Pgra_v1_contig_40405,528,18,0,0.674360843,0
Pgra_v1_contig_40406,258,5,0,0.383357585,0
Pgra_v1_contig_40407,291,8,0,0.543814472,0
Pgra_v1_contig_40408,360,13,10,0.714322967,0.608147055
Pgra_v1_contig_40409,390,21,88,1.065144306,4.940025306
Pgra_v1_contig_4041,1327,4545,47,67.75115873,0.775421866
Pgra_v1_contig_40410,329,18,2,1.082256916,0.133089933
Pgra_v1_contig_40411,559,22,0,0.778510789,0
Pgra_v1_contig_40412,321,11,45,0.677862198,3.06915336
Pgra_v1_contig_40413,411,19,776,0.914461744,41.3362436
Pgra_v1_contig_40414,252,56,72,4.395833646,6.255226848
Pgra_v1_contig_40415,479,25,32,1.032424395,1.462600015
Pgra_v1_contig_40416,345,17,8,0.97472833,0.507670585
Pgra_v1_contig_40417,205,9,10,0.868445184,1.067965559
Pgra_v1_contig_40418,317,21,1,1.310429904,0.069064019
Pgra_v1_contig_40419,660,18,0,0.539488675,0
Pgra_v1_contig_4042,2619,577,1234,4.358068752,10.31551155
Pgra_v1_contig_40420,507,16,0,0.624260399,0
Pgra_v1_contig_40421,519,40,0,1.524566582,0
Pgra_v1_contig_40422,277,6,4,0.42847476,0.316148649
Pgra_v1_contig_40423,249,11,1,0.873870544,0.087924875
Pgra_v1_contig_40424,291,8,26,0.543814472,1.956101867
Pgra_v1_contig_40425,337,19,22,1.115263432,1.429235808
Pgra_v1_contig_40426,304,5,0,0.32534953,0
Pgra_v1_contig_40427,480,16,0,0.659375047,0
Pgra_v1_contig_40428,449,20,6,0.881124784,0.292560721
Pgra_v1_contig_40429,329,13,113,0.781629995,7.519581211
Pgra_v1_contig_4043,800,2197,980,54.32426167,26.81928511
Pgra_v1_contig_40430,332,9,0,0.536238743,0
Pgra_v1_contig_40431,266,8,0,0.594924854,0
Pgra_v1_contig_40432,357,12,0,0.664916014,0
Pgra_v1_contig_40433,201,19,10,1.869869536,1.089218605
Pgra_v1_contig_40434,231,7,0,0.599431861,0
Pgra_v1_contig_40435,227,6,3,0.52285246,0.289338687
Pgra_v1_contig_40436,265,8,31,0.597169854,2.561102313
Pgra_v1_contig_40437,327,12,4,0.725917483,0.267807877
Pgra_v1_contig_40438,360,8,20,0.439583365,1.216294109
Pgra_v1_contig_40439,482,26,135,1.067038458,6.131939182
Pgra_v1_contig_4044,2213,2490,1888,22.25725983,18.67805649
Pgra_v1_contig_40440,315,15,0,0.941964353,0
Pgra_v1_contig_40441,670,21,1,0.620009372,0.032676558
Pgra_v1_contig_40442,503,17,17,0.66855124,0.739932401
Pgra_v1_contig_40443,670,25,0,0.738106396,0
Pgra_v1_contig_40444,543,12,0,0.437154727,0
Pgra_v1_contig_40445,272,7,0,0.509076323,0
Pgra_v1_contig_40446,355,9,0,0.501496514,0
Pgra_v1_contig_40447,547,20,20,0.723263305,0.800486068
Pgra_v1_contig_40448,394,11,26,0.55226844,1.444735135
Pgra_v1_contig_40449,374,15,86,0.793365698,5.034286848
Pgra_v1_contig_4045,1516,1989,31,25.95310623,0.44768609
Pgra_v1_contig_40450,579,57,15,1.947377081,0.567183782
Pgra_v1_contig_40451,289,6,0,0.41068342,0
Pgra_v1_contig_40452,484,20,2,0.817407083,0.090468157
Pgra_v1_contig_40453,521,16,0,0.607485648,0
Pgra_v1_contig_40454,450,19,0,0.835208393,0
Pgra_v1_contig_40455,236,16,0,1.34110179,0
Pgra_v1_contig_40456,314,14,5,0.881966623,0.348619331
Pgra_v1_contig_40457,234,7,0,0.591746837,0
Pgra_v1_contig_40458,298,7,0,0.464660268,0
Pgra_v1_contig_40459,447,11,132,0.486786947,6.465133789
Pgra_v1_contig_4046,690,85,50,2.436820825,1.586470577
Pgra_v1_contig_40460,408,8,0,0.387867675,0
Pgra_v1_contig_40461,597,27,216,0.894629461,7.921191787
Pgra_v1_contig_40462,231,7,172,0.599431861,16.30150027
Pgra_v1_contig_40463,270,10,0,0.732638941,0
Pgra_v1_contig_40464,390,10,0,0.507211574,0
Pgra_v1_contig_40465,352,15,85,0.842951054,5.286732918
Pgra_v1_contig_40466,338,16,77,0.936390599,4.987525549
Pgra_v1_contig_40467,365,12,11,0.650342512,0.6597979
Pgra_v1_contig_40468,317,12,0,0.748817088,0
Pgra_v1_contig_40469,336,10,0,0.58872772,0
Pgra_v1_contig_4047,419,3155,876,148.9495183,45.77213727
Pgra_v1_contig_40470,162,5,17,0.610532451,2.297444429
Pgra_v1_contig_40471,433,16,0,0.730946934,0
Pgra_v1_contig_40472,284,7,0,0.487566056,0
Pgra_v1_contig_40473,260,8,0,0.608653889,0
Pgra_v1_contig_40474,428,14,6,0.64705028,0.306915336
Pgra_v1_contig_40475,228,8,122,0.694078997,11.71483274
Pgra_v1_contig_40476,250,7,102,0.553875039,8.932463939
Pgra_v1_contig_40477,276,12,13,0.860054409,1.031205875
Pgra_v1_contig_40478,315,11,1,0.690773859,0.069502521
Pgra_v1_contig_40479,387,24,82,1.226744273,4.638889161
Pgra_v1_contig_4048,464,898,299,38.28354259,14.10796314
Pgra_v1_contig_40480,422,16,2,0.750000053,0.103759687
Pgra_v1_contig_40481,690,26,21,0.745380488,0.666317643
Pgra_v1_contig_40482,218,10,0,0.907396853,0
Pgra_v1_contig_40483,232,19,27,1.620016279,2.547926453
Pgra_v1_contig_40484,301,10,8,0.657184432,0.581881567
Pgra_v1_contig_40485,246,7,0,0.562881138,0
Pgra_v1_contig_40486,235,22,5,1.851861834,0.465814765
Pgra_v1_contig_40487,274,11,0,0.79413783,0
Pgra_v1_contig_40488,275,5,0,0.359659116,0
Pgra_v1_contig_40489,473,20,0,0.83641655,0
Pgra_v1_contig_4049,984,740,1997,14.87614435,44.43181713
Pgra_v1_contig_40490,276,10,0,0.716712007,0
Pgra_v1_contig_40491,354,18,0,1.005826343,0
Pgra_v1_contig_40492,401,18,79,0.887936472,4.313142702
Pgra_v1_contig_40493,248,10,0,0.797631105,0
Pgra_v1_contig_40494,340,38,18,2.210845745,1.159056739
Pgra_v1_contig_40495,362,19,1008,1.038242477,60.96254232
Pgra_v1_contig_40496,266,12,6,0.892387281,0.493833699
Pgra_v1_contig_40497,621,32,48,1.019323744,1.692235283
Pgra_v1_contig_40498,230,8,139,0.688043527,13.23116462
Pgra_v1_contig_40499,316,14,0,0.876384556,0
Pgra_v1_contig_405,587,486,115,16.377663,4.289146178
Pgra_v1_contig_4050,765,7666,3736,198.2262396,106.9194069
Pgra_v1_contig_40500,350,14,22,0.791250056,1.376149907
Pgra_v1_contig_40501,267,414,82,30.67205274,6.723783166
Pgra_v1_contig_40502,569,26,0,0.903888465,0
Pgra_v1_contig_40503,363,9,0,0.49044425,0
Pgra_v1_contig_40504,273,10,11,0.724587964,0.882147376
Pgra_v1_contig_40505,272,7,0,0.509076323,0
Pgra_v1_contig_40506,540,33,0,1.208854253,0
Pgra_v1_contig_40507,317,9,12,0.561612816,0.828768226
Pgra_v1_contig_40508,266,15,0,1.115484102,0
Pgra_v1_contig_40509,331,9,0,0.5378588,0
Pgra_v1_contig_4051,638,1608,353,49.85619476,12.11337425
Pgra_v1_contig_40510,272,6,0,0.436351134,0
Pgra_v1_contig_40511,267,7,0,0.518609587,0
Pgra_v1_contig_40512,184,22,203,2.365149625,24.15401454
Pgra_v1_contig_40513,245,11,13,0.888137818,1.161684986
Pgra_v1_contig_40514,313,12,0,0.758386635,0
Pgra_v1_contig_40515,250,12,5,0.949500067,0.437865879
Pgra_v1_contig_40516,382,8,0,0.414267045,0
Pgra_v1_contig_40517,308,42,66,2.697443373,4.691420136
Pgra_v1_contig_40518,203,7,19,0.682112117,2.049126036
Pgra_v1_contig_40519,253,27,61,2.11104264,5.278620285
Pgra_v1_contig_4052,1913,1486,2212,15.36588583,25.31519407
Pgra_v1_contig_40520,374,14,0,0.740474652,0
Pgra_v1_contig_40521,313,10,0,0.631988863,0
Pgra_v1_contig_40522,727,49,77,1.333261787,2.318822057
Pgra_v1_contig_40523,744,40,0,1.06350814,0
Pgra_v1_contig_40524,262,6,0,0.453005757,0
Pgra_v1_contig_40525,283,9,1,0.629085734,0.077361463
Pgra_v1_contig_40526,353,22,223,1.232825867,13.8306078
Pgra_v1_contig_40527,245,7,0,0.565178612,0
Pgra_v1_contig_40528,384,13,0,0.669677782,0
Pgra_v1_contig_40529,386,46,223,2.357351204,12.64819833
Pgra_v1_contig_4053,1556,1595,6316,20.27705398,88.86763798
Pgra_v1_contig_40530,420,14,28,0.659375047,1.459552931
Pgra_v1_contig_40531,325,12,0,0.730384667,0
Pgra_v1_contig_40532,289,10,40,0.684472367,3.030213698
Pgra_v1_contig_40533,280,24,0,1.695535835,0
Pgra_v1_contig_40534,248,17,2,1.355972879,0.176558822
Pgra_v1_contig_40535,306,6,0,0.387867675,0
Pgra_v1_contig_40536,273,10,34,0.724587964,2.726637344
Pgra_v1_contig_40537,323,40,7,2.449690576,0.474467671
Pgra_v1_contig_40538,295,28,52,1.877542506,3.859156903
Pgra_v1_contig_40539,272,15,70,1.090877835,5.634303595
Pgra_v1_contig_4054,224,491,379,43.35979661,37.04267149
Pgra_v1_contig_40540,250,11,0,0.870375062,0
Pgra_v1_contig_40541,827,52,160,1.24380299,4.235703791
Pgra_v1_contig_40542,503,18,0,0.707877784,0
Pgra_v1_contig_40543,339,12,0,0.700221289,0
Pgra_v1_contig_40544,574,40,28,1.378484418,1.067965559
Pgra_v1_contig_40545,375,15,5,0.791250056,0.291910586
Pgra_v1_contig_40546,315,21,44,1.318750094,3.058110903
Pgra_v1_contig_40547,267,6,0,0.444522503,0
Pgra_v1_contig_40548,253,10,0,0.781867644,0
Pgra_v1_contig_40549,344,55,17,3.162700079,1.081936039
Pgra_v1_contig_4055,1547,1883,3392,24.0776318,48.00391282
Pgra_v1_contig_40550,445,22,0,0.977949508,0
Pgra_v1_contig_40551,305,15,51,0.97284843,3.660845877
Pgra_v1_contig_40552,410,17,22,0.820198229,1.174762115
Pgra_v1_contig_40553,359,6,0,0.330605873,0
Pgra_v1_contig_40554,270,8,30,0.586111153,2.432588219
Pgra_v1_contig_40555,275,6,0,0.43159094,0
Pgra_v1_contig_40556,293,10,0,0.675128034,0
Pgra_v1_contig_40557,211,16,10,1.500000107,1.037596871
Pgra_v1_contig_40558,509,21,0,0.816122357,0
Pgra_v1_contig_40559,337,5,0,0.293490377,0
Pgra_v1_contig_4056,921,179,45,3.844564605,1.069704917
Pgra_v1_contig_40560,278,9,0,0.640400225,0
Pgra_v1_contig_40561,254,6,5,0.467273655,0.430970354
Pgra_v1_contig_40562,312,10,97,0.634014468,6.806568958
Pgra_v1_contig_40563,395,13,8,0.651028527,0.443408485
Pgra_v1_contig_40564,340,8,0,0.46544121,0
Pgra_v1_contig_40565,222,8,0,0.712837888,0
Pgra_v1_contig_40566,268,5,0,0.369053198,0
Pgra_v1_contig_40567,279,15,27,1.06350814,2.118705868
Pgra_v1_contig_40568,299,9,18,0.595422283,1.317990941
Pgra_v1_contig_40569,435,16,2,0.727586259,0.100658823
Pgra_v1_contig_4057,5070,5449,3840,21.25996823,16.58190312
Pgra_v1_contig_40570,233,13,0,1.103674971,0
Pgra_v1_contig_40571,459,25,19,1.077410207,0.906258356
Pgra_v1_contig_40572,236,22,6,1.844014961,0.556609169
Pgra_v1_contig_40573,540,18,4,0.659375047,0.162172548
Pgra_v1_contig_40574,234,305,114,25.78325504,10.66596373
Pgra_v1_contig_40575,307,10,5,0.644340437,0.356568306
Pgra_v1_contig_40576,553,12,0,0.429249578,0
Pgra_v1_contig_40577,355,15,248,0.835827524,15.29447015
Pgra_v1_contig_40578,234,9,0,0.760817362,0
Pgra_v1_contig_40579,547,49,7,1.771995098,0.280170124
Pgra_v1_contig_4058,2164,1004,1839,9.17762311,18.60525305
Pgra_v1_contig_40580,223,12,0,1.064461959,0
Pgra_v1_contig_40581,243,9,0,0.732638941,0
Pgra_v1_contig_40582,394,24,10,1.204949324,0.55566736
Pgra_v1_contig_40583,266,6,0,0.446193641,0
Pgra_v1_contig_40584,238,12,333,0.99737402,30.63221383
Pgra_v1_contig_40585,412,10,1,0.480127461,0.053139063
Pgra_v1_contig_40586,546,22,0,0.79704676,0
Pgra_v1_contig_40587,517,18,0,0.688708946,0
Pgra_v1_contig_40588,795,44,31,1.094811399,0.853700771
Pgra_v1_contig_40589,313,15,3,0.947983294,0.209839878
Pgra_v1_contig_4059,254,373,390,29.04884557,33.61568759
Pgra_v1_contig_40590,233,8,3,0.679184598,0.281887905
Pgra_v1_contig_40591,343,11,0,0.634384156,0
Pgra_v1_contig_40592,316,7,0,0.438192278,0
Pgra_v1_contig_40593,345,10,0,0.573369606,0
Pgra_v1_contig_40594,405,17,25,0.830324133,1.351437899
Pgra_v1_contig_40595,266,14,23,1.041118495,1.893029178
Pgra_v1_contig_40596,278,10,0,0.711555806,0
Pgra_v1_contig_40597,322,14,80,0.860054409,5.439327694
Pgra_v1_contig_40598,217,8,39,0.729262725,3.934739469
Pgra_v1_contig_40599,290,11,0,0.750323329,0
Pgra_v1_contig_406,784,1078,588,27.19922068,16.41997048
Pgra_v1_contig_4060,1651,528,1204,6.326166409,15.96579403
Pgra_v1_contig_40600,227,7,15,0.609994537,1.446693434
Pgra_v1_contig_40601,263,15,6,1.128208255,0.499466783
Pgra_v1_contig_40602,211,8,31,0.750000053,3.216550299
Pgra_v1_contig_40603,292,14,15,0.948416163,1.124655512
Pgra_v1_contig_40604,295,10,0,0.670550895,0
Pgra_v1_contig_40605,498,20,9,0.794427767,0.395661939
Pgra_v1_contig_40606,270,11,0,0.805902835,0
Pgra_v1_contig_40607,246,9,4,0.72370432,0.35598852
Pgra_v1_contig_40608,260,6,27,0.456490417,2.273534374
Pgra_v1_contig_40609,329,8,0,0.481003074,0
Pgra_v1_contig_4061,1014,262,75,5.11113202,1.619326477
Pgra_v1_contig_40610,482,13,0,0.533519229,0
Pgra_v1_contig_40611,369,14,0,0.750508183,0
Pgra_v1_contig_40612,320,13,22,0.803613338,1.50516396
Pgra_v1_contig_40613,402,7,0,0.344449651,0
Pgra_v1_contig_40614,290,9,0,0.613900906,0
Pgra_v1_contig_40615,573,14,190,0.483311553,7.259556464
Pgra_v1_contig_40616,358,7,0,0.386784245,0
Pgra_v1_contig_40617,307,24,250,1.546417048,17.82841528
Pgra_v1_contig_40618,286,10,0,0.691652147,0
Pgra_v1_contig_40619,321,8,1,0.492990689,0.068203408
Pgra_v1_contig_4062,2653,2561,2147,19.09528264,17.71764122
Pgra_v1_contig_40620,339,22,0,1.283739029,0
Pgra_v1_contig_40621,490,18,40,0.726658215,1.787207671
Pgra_v1_contig_40622,233,14,4,1.188573046,0.37585054
Pgra_v1_contig_40623,478,30,12,1.241501134,0.549622443
Pgra_v1_contig_40624,429,12,0,0.553321718,0
Pgra_v1_contig_40625,334,9,4,0.533027732,0.262195137
Pgra_v1_contig_40626,406,24,14,1.169335058,0.754941171
Pgra_v1_contig_40627,302,7,12,0.458505827,0.869932211
Pgra_v1_contig_40628,359,13,9,0.716312725,0.548856952
Pgra_v1_contig_40629,268,11,0,0.811917035,0
Pgra_v1_contig_4063,2299,4806,4418,41.35219411,42.07245444
Pgra_v1_contig_40630,226,14,0,1.225387255,0
Pgra_v1_contig_40631,219,12,18,1.083904187,1.799448819
Pgra_v1_contig_40632,433,12,32,0.548210201,1.617980155
Pgra_v1_contig_40633,321,18,0,1.109229051,0
Pgra_v1_contig_40634,396,12,158,0.599431861,8.735203149
Pgra_v1_contig_40635,279,8,4,0.567204341,0.313882351
Pgra_v1_contig_40636,345,7,0,0.401358724,0
Pgra_v1_contig_40637,481,20,0,0.822505256,0
Pgra_v1_contig_40638,482,20,0,0.820798813,0
Pgra_v1_contig_40639,272,5,0,0.363625945,0
Pgra_v1_contig_4064,521,345,140,13.09890928,5.883034847
Pgra_v1_contig_40640,236,11,97,0.922007481,8.998514894
Pgra_v1_contig_40641,330,14,82,0.839204605,5.440151834
Pgra_v1_contig_40642,324,11,11,0.671585696,0.743290845
Pgra_v1_contig_40643,304,6,4,0.390419436,0.288069657
Pgra_v1_contig_40644,228,6,0,0.520559248,0
Pgra_v1_contig_40645,274,8,0,0.577554786,0
Pgra_v1_contig_40646,447,15,0,0.663800383,0
Pgra_v1_contig_40647,256,9,6,0.69543462,0.513124077
Pgra_v1_contig_40648,303,19,72,1.240408504,5.202366883
Pgra_v1_contig_40649,267,8,0,0.592696671,0
Pgra_v1_contig_4065,1293,765,1069,11.70352461,18.10048821
Pgra_v1_contig_40650,843,37,240,0.868216254,6.232966254
Pgra_v1_contig_40651,701,31,45,0.874777166,1.4054183
Pgra_v1_contig_40652,229,10,24,0.863810105,2.294493691
Pgra_v1_contig_40653,901,52,0,1.14164825,0
Pgra_v1_contig_40654,300,9,0,0.593437542,0
Pgra_v1_contig_40655,434,13,0,0.592525964,0
Pgra_v1_contig_40656,424,27,0,1.25965516,0
Pgra_v1_contig_40657,294,12,0,0.807398017,0
Pgra_v1_contig_40658,223,10,0,0.887051633,0
Pgra_v1_contig_40659,383,27,49,1.394500752,2.800969724
Pgra_v1_contig_4066,452,37,44,1.61926173,2.131205608
Pgra_v1_contig_40660,178,6,0,0.666783755,0
Pgra_v1_contig_40661,600,32,0,1.055000075,0
Pgra_v1_contig_40662,465,20,115,0.850806512,5.414470551
Pgra_v1_contig_40663,215,14,11,1.288081487,1.120122017
Pgra_v1_contig_40664,286,11,0,0.760817362,0
Pgra_v1_contig_40665,290,14,0,0.954956964,0
Pgra_v1_contig_40666,297,12,88,0.799242481,6.486901916
Pgra_v1_contig_40667,277,7,0,0.49988722,0
Pgra_v1_contig_40668,663,18,48,0.537047549,1.585034857
Pgra_v1_contig_40669,287,7,0,0.482469546,0
Pgra_v1_contig_4067,1221,3562,1494,57.70746724,26.78835478
Pgra_v1_contig_40670,274,12,0,0.866332178,0
Pgra_v1_contig_40671,634,26,115,0.811218512,3.971181083
Pgra_v1_contig_40672,390,9,2,0.456490417,0.112273302
Pgra_v1_contig_40673,305,122,79,7.912500562,5.670722044
Pgra_v1_contig_40674,225,12,0,1.055000075,0
Pgra_v1_contig_40675,351,10,25,0.563568416,1.559351422
Pgra_v1_contig_40676,451,15,0,0.657913018,0
Pgra_v1_contig_40677,432,17,52,0.778428875,2.635303904
Pgra_v1_contig_40678,345,15,25,0.860054409,1.586470577
Pgra_v1_contig_40679,304,7,0,0.455489342,0
Pgra_v1_contig_4068,1315,1648,783,24.79049606,13.03608302
Pgra_v1_contig_40680,423,15,60,0.701462816,3.105431769
Pgra_v1_contig_40681,255,8,0,0.620588279,0
Pgra_v1_contig_40682,506,23,0,0.899147791,0
Pgra_v1_contig_40683,263,7,5,0.526497186,0.416222319
Pgra_v1_contig_40684,334,11,915,0.65147834,59.97713767
Pgra_v1_contig_40685,315,6,21,0.376785741,1.459552931
Pgra_v1_contig_40686,271,10,19,0.729935476,1.53495419
Pgra_v1_contig_40687,351,8,62,0.450854733,3.867191527
Pgra_v1_contig_40688,488,28,7,1.134989835,0.314043151
Pgra_v1_contig_40689,505,16,7,0.626732718,0.303471402
Pgra_v1_contig_4069,1616,1121,1164,13.72201907,15.76967462
Pgra_v1_contig_40690,243,6,4,0.488425961,0.36038344
Pgra_v1_contig_40691,273,12,0,0.869505556,0
Pgra_v1_contig_40692,252,21,148,1.648437617,12.8579663
Pgra_v1_contig_40693,360,9,39,0.494531285,2.371773513
Pgra_v1_contig_40694,228,9,3,0.780838871,0.288069657
Pgra_v1_contig_40695,371,15,0,0.799781054,0
Pgra_v1_contig_40696,327,12,139,0.725917483,9.306323736
Pgra_v1_contig_40697,252,7,0,0.549479206,0
Pgra_v1_contig_40698,566,32,113,1.118374638,4.370922647
Pgra_v1_contig_40699,250,9,0,0.712125051,0
Pgra_v1_contig_407,271,24,7,1.751845143,0.565509438
Pgra_v1_contig_4070,576,868,370,29.80924691,14.06340064
Pgra_v1_contig_40700,397,24,15,1.195843914,0.827202543
Pgra_v1_contig_40701,353,8,0,0.448300315,0
Pgra_v1_contig_40702,574,24,15,0.827090651,0.572124407
Pgra_v1_contig_40703,511,30,0,1.161325914,0
Pgra_v1_contig_40704,245,11,0,0.888137818,0
Pgra_v1_contig_40705,312,8,0,0.507211574,0
Pgra_v1_contig_40706,346,6,63,0.343027481,3.986351214
Pgra_v1_contig_40707,347,17,67,0.969110299,4.227235435
Pgra_v1_contig_40708,271,12,0,0.875922571,0
Pgra_v1_contig_40709,480,15,9,0.618164106,0.410499262
Pgra_v1_contig_4071,1255,1042,1267,16.42395535,22.10263224
Pgra_v1_contig_40710,373,8,0,0.424262765,0
Pgra_v1_contig_40711,268,11,0,0.811917035,0
Pgra_v1_contig_40712,905,33,61,0.7213053,1.475680588
Pgra_v1_contig_40713,530,38,49,1.418278403,2.024096989
Pgra_v1_contig_40714,249,14,9,1.112198874,0.791323878
Pgra_v1_contig_40715,562,28,17,0.985542775,0.662252665
Pgra_v1_contig_40716,338,10,7,0.585244124,0.453411414
Pgra_v1_contig_40717,330,18,150,1.078977349,9.951497258
Pgra_v1_contig_40718,257,10,0,0.769698498,0
Pgra_v1_contig_40719,241,16,55,1.313278102,4.996394889
Pgra_v1_contig_4072,441,100,197,4.485544536,9.779997532
Pgra_v1_contig_40720,427,19,15,0.880196198,0.769085268
Pgra_v1_contig_40721,247,14,57,1.121204533,5.052298608
Pgra_v1_contig_40722,244,6,0,0.486424215,0
Pgra_v1_contig_40723,337,15,0,0.880471131,0
Pgra_v1_contig_40724,244,6,8,0.486424215,0.717812917
Pgra_v1_contig_40725,500,12,2,0.474750034,0.087573176
Pgra_v1_contig_40726,396,16,0,0.799242481,0
Pgra_v1_contig_40727,459,13,0,0.560253308,0
Pgra_v1_contig_40728,272,11,5,0.799977079,0.402450257
Pgra_v1_contig_40729,368,14,67,0.752547608,3.986007326
Pgra_v1_contig_4073,413,504,2395,24.13983222,126.9599009
Pgra_v1_contig_40730,366,11,0,0.594518485,0
Pgra_v1_contig_40731,286,27,130,1.867460797,9.951497258
Pgra_v1_contig_40732,354,33,2,1.844014961,0.123690926
Pgra_v1_contig_40733,303,6,0,0.391707949,0
Pgra_v1_contig_40734,262,11,33,0.830510555,2.757552294
Pgra_v1_contig_40735,461,15,0,0.643641586,0
Pgra_v1_contig_40736,363,16,11,0.871900888,0.663433151
Pgra_v1_contig_40737,320,8,22,0.494531285,1.50516396
Pgra_v1_contig_40738,425,14,22,0.651617693,1.133299923
Pgra_v1_contig_40739,217,16,6,1.458525449,0.605344534
Pgra_v1_contig_4074,1577,6647,7927,83.37728477,110.0495506
Pgra_v1_contig_40740,336,10,270,0.58872772,17.59282551
Pgra_v1_contig_40741,265,12,50,0.895754781,4.130810183
Pgra_v1_contig_40742,410,12,135,0.578963456,7.208767526
Pgra_v1_contig_40743,397,23,1,1.146017084,0.055146836
Pgra_v1_contig_40744,315,9,0,0.565178612,0
Pgra_v1_contig_40745,359,12,11,0.661211746,0.670825163
Pgra_v1_contig_40746,458,26,179,1.122953137,8.556549389
Pgra_v1_contig_40747,295,16,3,1.072881432,0.222643667
Pgra_v1_contig_40748,378,17,0,0.889633,0
Pgra_v1_contig_40749,306,27,894,1.745404536,63.96276081
Pgra_v1_contig_4075,1053,406,436,7.626959231,9.065029601
Pgra_v1_contig_40750,355,18,59,1.002993029,3.638603786
Pgra_v1_contig_40751,370,15,0,0.801942625,0
Pgra_v1_contig_40752,357,12,0,0.664916014,0
Pgra_v1_contig_40753,317,10,11,0.62401424,0.759704207
Pgra_v1_contig_40754,287,7,0,0.482469546,0
Pgra_v1_contig_40755,339,8,0,0.466814192,0
Pgra_v1_contig_40756,351,10,3625,0.563568416,226.1059562
Pgra_v1_contig_40757,384,14,15,0.721191457,0.855206796
Pgra_v1_contig_40758,380,9,4,0.468503323,0.230455726
Pgra_v1_contig_40759,458,16,0,0.691048084,0
Pgra_v1_contig_4076,263,287,1657,21.58638461,137.9360764
