Contig ID,Size,Gpru_ech1,Gpru_ech2,Gpru_ech3,Gpru_ENV_F1_RPKM,Gpru_ENV_F2_RPKM,Gpru_ENV_F3_RPKM
Gpru_v1_contig_749,259,87,6477,193,7.088891939,462.2204002,14.02079861
Gpru_v1_contig_7490,361,308,542,461,18.00538376,27.75026028,24.02751903
Gpru_v1_contig_7491,1114,259,148,106,4.906518502,2.455565374,1.790341509
Gpru_v1_contig_7492,2092,1525,2668,2476,15.38392065,23.57214594,22.26917697
Gpru_v1_contig_7493,780,524,682,611,14.17736602,16.16087043,14.73878942
Gpru_v1_contig_7494,504,50,55,33,2.0936223,2.017005718,1.231965681
Gpru_v1_contig_7495,3181,3098,2873,3408,20.55306577,16.693482,20.15817093
Gpru_v1_contig_7496,1622,624,1083,169,8.118814289,12.34106339,1.960428742
Gpru_v1_contig_7497,204,87,119,41,9.000112804,10.78181238,3.781541716
Gpru_v1_contig_7498,1893,1567,2107,2538,17.46937027,20.57258654,25.22645416
Gpru_v1_contig_7499,1312,11700,3451,5188,188.1962192,48.61676985,74.40143959
Gpru_v1_contig_75,639,1386,1965,1339,45.77425026,56.83772322,39.42710825
Gpru_v1_contig_750,1471,1618,2120,2151,23.21264941,26.63778838,27.5133165
Gpru_v1_contig_7500,693,769,646,967,23.41811707,17.22956289,26.25478377
Gpru_v1_contig_7501,1889,466,831,40,5.206103842,8.131001518,0.398421935
Gpru_v1_contig_7502,1694,8325,3949,3350,103.7121658,43.0872428,37.20888083
Gpru_v1_contig_7503,382,704,296,278,38.89270628,14.32198862,13.69293793
Gpru_v1_contig_7504,3337,4860,5331,4395,30.73540429,29.52755262,24.78094588
Gpru_v1_contig_7505,638,107,81,51,3.53933741,2.346601351,1.504058415
Gpru_v1_contig_7506,2120,990,1396,1100,9.855035686,12.17095155,9.762746907
Gpru_v1_contig_7507,1576,4114,3157,2658,55.0892604,37.02485318,31.73320738
Gpru_v1_contig_7508,1187,483,699,658,8.587273188,10.88432329,10.43014584
Gpru_v1_contig_7509,1362,1287,1963,1693,19.94161406,26.63901536,23.38810619
Gpru_v1_contig_751,1947,3065,3159,2648,33.22181802,29.98876981,25.58982027
Gpru_v1_contig_7510,785,311,364,269,8.360833981,8.570510734,6.447596185
Gpru_v1_contig_7511,1351,627,1044,1975,9.794247161,14.28302268,27.50596952
Gpru_v1_contig_7512,1514,1383,2379,5142,19.277698,29.04313831,63.90302302
Gpru_v1_contig_7513,478,473,330,607,20.88296265,12.76030395,23.89329256
Gpru_v1_contig_7514,1725,280,438,531,3.425530191,4.693101936,5.791894307
Gpru_v1_contig_7515,1688,256,547,1010,3.200563076,5.989490223,11.25807501
Gpru_v1_contig_7516,1325,1904,2164,2429,30.32563709,30.18674975,34.49267234
Gpru_v1_contig_7517,2905,3079,3317,5807,22.36775616,21.10446324,37.61152093
Gpru_v1_contig_7518,2757,2227,2062,2657,17.04677852,13.82378183,18.13301391
Gpru_v1_contig_7519,3209,826,753,279,5.43211803,4.337107985,1.635873407
Gpru_v1_contig_752,1399,148,1079,3036,2.232558607,14.25537697,40.83186898
Gpru_v1_contig_7520,1389,157,205,132,2.385372863,2.727888353,1.788079779
Gpru_v1_contig_7521,1026,1069,1079,1626,21.98817638,19.43788732,29.81867811
Gpru_v1_contig_7522,938,231,419,97,5.197182999,8.256313228,1.945736842
Gpru_v1_contig_7523,249,898,1441,1306,76.1089722,106.9644863,98.68679305
Gpru_v1_contig_7524,1290,2119,2203,2027,34.66571115,31.5645617,29.56509268
Gpru_v1_contig_7525,1447,7152,4920,4819,104.3080538,62.84511827,62.66190612
Gpru_v1_contig_7526,521,398,705,536,16.12145429,25.01073012,19.35718821
Gpru_v1_contig_7527,1384,105,266,399,1.601076476,3.55238905,5.424403806
Gpru_v1_contig_7528,2109,1704,1969,1438,17.05107946,17.25615816,12.82913906
Gpru_v1_contig_7529,1154,113,209,422,2.066481408,3.347460442,6.880529299
Gpru_v1_contig_753,817,3223,8554,1254,83.25246793,193.5183559,28.87956759
Gpru_v1_contig_7530,1553,1091,2167,1508,14.82559604,25.79065856,18.27027533
Gpru_v1_contig_7531,1771,1542,1767,2015,18.37488713,18.44136079,21.40778309
Gpru_v1_contig_7532,220,0,16,0,0,1.344225959,0
Gpru_v1_contig_7533,2650,2696,1896,1352,21.47004138,13.22413991,9.599442777
Gpru_v1_contig_7534,1616,2056,2172,3285,26.84977319,24.84239373,38.24804343
Gpru_v1_contig_7535,248,707,1369,1855,60.16260055,102.0297315,140.7367247
Gpru_v1_contig_7536,354,0,178,157,0,9.293765636,8.344716694
Gpru_v1_contig_7537,501,133,751,431,5.602382834,27.70621419,16.18656705
Gpru_v1_contig_7538,2708,3849,3720,2129,29.99563903,25.39038324,14.79252145
Gpru_v1_contig_7539,1744,1653,1098,1357,20.00254428,11.63672673,14.64025272
Gpru_v1_contig_754,861,14,3165,311,0.343149801,67.9431283,6.79629848
Gpru_v1_contig_7540,372,1314,1201,983,74.54375967,59.67261138,49.71938916
Gpru_v1_contig_7541,372,3270,1392,1075,185.508443,69.16259371,54.37267889
Gpru_v1_contig_7542,989,2592,3932,6243,55.30922501,73.48389938,118.7715023
Gpru_v1_contig_7543,645,114,178,87,3.729958538,5.100764396,2.537901395
Gpru_v1_contig_7544,2556,2016,2095,1527,16.64518191,15.14949493,11.24070095
Gpru_v1_contig_7545,498,1059,1538,2464,44.87717236,57.08236641,93.0950452
Gpru_v1_contig_7546,5040,1390,1862,1311,5.820269994,6.828481175,4.89426366
Gpru_v1_contig_7547,264,1359,850,48,108.6361578,59.5100034,3.42099561
Gpru_v1_contig_7548,799,381,848,1254,10.06322224,19.61661412,29.53017112
Gpru_v1_contig_7549,543,3,270,267,0.116595098,9.190495163,9.25180857
Gpru_v1_contig_755,282,4500,2342,3176,336.7613742,153.5015477,211.9076288
Gpru_v1_contig_7550,5464,1434,2163,1693,5.53856591,7.316793615,5.829904946
Gpru_v1_contig_7551,376,1262,2044,7104,70.83214237,100.4773154,355.4923949
Gpru_v1_contig_7552,2608,4600,5782,4964,37.22280629,40.97750166,35.81289193
Gpru_v1_contig_7553,262,333,288,367,26.82265785,20.31730839,26.35602916
Gpru_v1_contig_7554,740,266,593,430,7.585929189,14.81146272,10.93331705
Gpru_v1_contig_7555,378,53,109,111,2.958986184,5.329784805,5.525179418
Gpru_v1_contig_7556,505,72,150,80,3.008846179,5.490031764,2.980669443
Gpru_v1_contig_7557,739,534,631,673,15.24950288,15.78192216,17.135068
Gpru_v1_contig_7558,930,625,765,1153,14.18260268,15.20384603,23.32714372
Gpru_v1_contig_7559,835,2023,1433,1396,51.12911492,31.72011047,31.45677161
Gpru_v1_contig_756,353,2803,2761,2487,167.5742406,144.5661707,132.5611571
Gpru_v1_contig_7560,643,169,199,45,5.546699005,5.720277264,1.31679069
Gpru_v1_contig_7561,341,66,46,0,4.084589571,2.493322344,0
Gpru_v1_contig_7562,1848,695,1078,755,7.936731809,10.78181238,7.687058589
Gpru_v1_contig_7563,804,479,272,121,12.57298311,6.252991402,2.831682312
Gpru_v1_contig_7564,279,24,109,4,1.815373143,7.220998768,0.269755926
Gpru_v1_contig_7565,764,1648,1960,1965,45.52214485,47.41739477,48.39320688
Gpru_v1_contig_7566,207,214,250,381,21.81736491,22.32259292,34.6313831
Gpru_v1_contig_7567,652,520,3671,266,16.83118197,104.0666957,7.67625242
Gpru_v1_contig_7568,684,3062,2664,2450,94.47305342,71.98683755,67.39461381
Gpru_v1_contig_7569,522,310,396,787,12.53285625,14.02166733,28.36739368
Gpru_v1_contig_757,1605,26153,31618,12616,343.8787541,364.1114487,147.8978464
Gpru_v1_contig_7570,946,560,1281,1900,12.4926841,25.02839322,37.79006779
Gpru_v1_contig_7571,487,2,103,5,0.086668225,3.909158141,0.19317737
Gpru_v1_contig_7572,1996,18,3632,360,0.190314043,33.63258738,3.3935728
Gpru_v1_contig_7573,5111,974,1927,1000,4.021721043,6.968684616,3.681368784
Gpru_v1_contig_7574,1201,412,1000,510,7.239575076,15.38976431,7.989918973
Gpru_v1_contig_7575,2602,892,1352,1408,7.234631746,9.603828048,10.18147195
Gpru_v1_contig_7576,2517,2228,4272,3731,18.68060075,31.37061297,27.89056036
Gpru_v1_contig_7577,1348,3291,4065,4133,51.52249167,55.73726239,57.68869564
Gpru_v1_contig_7578,1449,1341,1226,1397,19.53076525,15.63857081,18.14024829
Gpru_v1_contig_7579,245,0,61,80,0,4.601916422,6.143828851
Gpru_v1_contig_758,1539,1037,771,613,14.21998061,9.259568194,7.494403314
Gpru_v1_contig_7580,1972,1417,1424,1367,15.16428043,13.34682773,13.04297946
Gpru_v1_contig_7581,2775,3527,4329,3882,26.82262882,28.83364683,26.32132514
Gpru_v1_contig_7582,2559,23,481,1765,0.189677762,3.474159608,12.97745795
Gpru_v1_contig_7583,1489,541,4837,1762,7.667635067,60.04216808,22.26519037
Gpru_v1_contig_7584,1840,1642,2206,2726,18.83276978,22.15963799,27.87553651
Gpru_v1_contig_7585,2659,832,1040,2147,6.603342999,7.229195644,15.1924884
Gpru_v1_contig_7586,683,4573,5392,7151,141.2990901,145.9164167,196.9977567
Gpru_v1_contig_7587,305,556,2158,203,38.47103052,130.7755566,12.52308721
Gpru_v1_contig_7588,1481,1595,1204,727,22.72817143,15.02610449,9.236226163
Gpru_v1_contig_7589,918,76,90,44,1.747148335,1.812069308,0.901831087
Gpru_v1_contig_759,492,459,3517,483,19.68821985,132.1241608,18.47129032
Gpru_v1_contig_7590,2719,7681,6667,5477,59.61663034,45.32065979,37.90083165
Gpru_v1_contig_7591,869,240,641,721,5.828413197,13.63368418,15.61099896
Gpru_v1_contig_7592,649,69,489,335,2.243692114,13.92640877,9.712148555
Gpru_v1_contig_7593,4610,2726,3790,3020,12.47911519,15.19543933,12.32597334
Gpru_v1_contig_7594,4733,3544,4558,3394,15.80214623,17.79970451,13.49244138
Gpru_v1_contig_7595,279,258,1010,17,19.51526128,66.91017207,1.146462687
Gpru_v1_contig_7596,1299,149,518,1282,2.420672213,7.370476824,18.56923791
Gpru_v1_contig_7597,1109,413,900,298,7.859182488,14.99981627,5.055916867
Gpru_v1_contig_7598,2856,1772,1622,3228,13.09376017,10.49705863,21.26623112
Gpru_v1_contig_7599,266,51,22,33,4.046200571,1.528678018,2.334250764
Gpru_v1_contig_76,1594,4578,28467,7467,60.61028677,330.0869544,88.13999889
Gpru_v1_contig_760,530,66,896,39,2.628009516,31.24691286,1.384535016
Gpru_v1_contig_7600,1975,4784,3349,3346,51.11906934,31.34173425,31.87675049
Gpru_v1_contig_7601,831,882,2726,3704,22.39888649,60.6317082,83.86585147
Gpru_v1_contig_7602,202,553,372,1651,57.77402559,34.03819694,153.7839141
Gpru_v1_contig_7603,476,430,251,394,19.06427835,9.746344205,15.57415439
Gpru_v1_contig_7604,210,2,8,1,0.200987741,0.70411836,0.089597504
Gpru_v1_contig_7605,1725,630,795,636,7.707442929,8.518301459,6.937184142
Gpru_v1_contig_7606,267,281,410,361,22.2102745,28.38229905,25.43965088
Gpru_v1_contig_7607,1375,2025,4585,958,31.08001337,61.63276023,13.10925518
Gpru_v1_contig_7608,1047,4571,6115,8867,92.13473842,107.9505243,159.3474923
Gpru_v1_contig_7609,1648,274,990,2596,3.508748363,11.10332274,29.63894134
Gpru_v1_contig_761,2832,891,1113,1967,6.6396215,7.264017664,13.06851731
Gpru_v1_contig_7610,1541,1778,1695,2454,24.34938438,20.33021821,29.96312638
Gpru_v1_contig_7611,3278,753,1122,942,4.847802235,6.326432577,5.40700984
Gpru_v1_contig_7612,3193,2944,2683,3257,19.45798009,15.53090383,19.19261036
Gpru_v1_contig_7613,1183,1928,2688,2402,34.39387848,41.99711873,38.20352748
Gpru_v1_contig_7614,1195,649,610,195,11.46134694,9.434891408,3.070307776
Gpru_v1_contig_7615,1509,1135,1166,554,15.87323659,14.28184406,6.907736
Gpru_v1_contig_7616,937,3502,4204,5697,78.87428193,82.9274083,114.3988964
Gpru_v1_contig_7617,325,2314,2307,2320,150.258435,131.2016237,134.3135507
Gpru_v1_contig_7618,250,1172,1174,1588,98.93420552,86.79667019,119.5159026
Gpru_v1_contig_7619,632,556,560,666,18.56592454,16.37743653,19.82770082
Gpru_v1_contig_762,452,761,1243,1256,35.53080847,50.82854408,52.28371167
Gpru_v1_contig_7620,303,15,36,16,1.044738257,2.196012706,0.993556481
Gpru_v1_contig_7621,562,3,156,64,0.112653271,5.13054214,2.142687642
Gpru_v1_contig_7622,1897,570,754,590,6.341126139,7.346474767,5.851940303
Gpru_v1_contig_7623,1178,2154,2768,3055,38.58862252,43.43059423,48.79565258
Gpru_v1_contig_7624,3402,6475,6800,3563,40.16653153,36.94448183,19.70592019
Gpru_v1_contig_7625,2407,1104,1035,974,9.679476075,7.947659195,7.613740542
Gpru_v1_contig_7626,1683,12055,5964,3497,151.1617692,65.4980688,39.09549559
Gpru_v1_contig_7627,335,482,861,340,30.36414794,47.50434351,19.09630385
Gpru_v1_contig_7628,1456,119,184,123,1.724822679,2.335777251,1.589494183
Gpru_v1_contig_7629,594,2031,2243,2027,72.15764421,69.79395432,64.20701946
Gpru_v1_contig_763,1698,7011,5600,6305,87.13670808,60.95724314,69.86547425
Gpru_v1_contig_7630,941,1975,1934,1303,44.29312725,37.98759705,26.05373543
Gpru_v1_contig_7631,1370,675,1256,783,10.39781469,16.94509658,10.75366248
Gpru_v1_contig_7632,1408,970,1241,1290,14.5387794,16.29086343,17.23861069
Gpru_v1_contig_7633,538,94,2491,79,3.687265802,85.57884644,2.762867273
Gpru_v1_contig_7634,699,563,1849,943,16.99769713,48.89165198,25.3833959
Gpru_v1_contig_7635,5284,3858,4326,4406,15.40842618,15.13208187,15.68905879
Gpru_v1_contig_7636,1312,1513,1428,1344,24.33682732,20.11728408,19.2743899
Gpru_v1_contig_7637,914,56,74,37,1.293006472,1.496444107,0.761676813
Gpru_v1_contig_7638,771,1845,2455,1496,50.50110257,58.85347281,36.5083682
Gpru_v1_contig_7639,1592,4183,4006,3431,55.45027046,46.50962713,40.55018698
Gpru_v1_contig_764,2706,24105,30429,10186,187.9914991,207.8427424,70.82573432
Gpru_v1_contig_7640,1513,1430,2288,1620,19.94600745,27.95066006,20.14611427
Gpru_v1_contig_7641,1355,450,661,412,7.008613101,9.016482426,5.721015537
Gpru_v1_contig_7642,2213,2162,3314,2595,20.61736423,27.67872408,22.06333477
Gpru_v1_contig_7643,295,16,136,14,1.144608151,8.521025572,0.892937837
Gpru_v1_contig_7644,650,139,818,1010,4.51294781,23.26027919,29.23635479
Gpru_v1_contig_7645,509,123,506,201,5.099718413,18.37416918,7.430079857
Gpru_v1_contig_7646,218,71,70,88,6.873227558,5.934942595,7.595237961
Gpru_v1_contig_7647,1363,192,461,544,2.972790062,6.251439691,7.509624993
Gpru_v1_contig_7648,248,3,7,4,0.255286848,0.521700599,0.303475417
Gpru_v1_contig_7649,739,0,655,0,0,16.38218545,0
Gpru_v1_contig_765,2095,3628,11240,5240,36.54619092,99.16473604,47.06114248
Gpru_v1_contig_7650,1612,785,1134,1453,10.27693209,13.00238416,16.95960696
Gpru_v1_contig_7651,1205,219,433,350,3.835446555,6.641647556,5.465075975
Gpru_v1_contig_7652,1228,248,296,252,4.261987598,4.455211445,3.861156283
Gpru_v1_contig_7653,696,1004,711,613,30.44271212,18.88144976,16.57167629
Gpru_v1_contig_7654,1532,494,656,574,6.804983104,7.914437436,7.049662625
Gpru_v1_contig_7655,640,1997,3141,6975,65.85017879,90.71162328,205.0592877
Gpru_v1_contig_7656,2027,1557,3499,3263,16.2104,31.90547172,30.28855339
Gpru_v1_contig_7657,2655,382,1010,1749,3.036391067,7.031238421,12.3948276
Gpru_v1_contig_7658,206,97,158,77,9.937185145,14.17636357,7.032969131
Gpru_v1_contig_7659,454,152,237,346,7.065560227,9.648670363,14.33954768
Gpru_v1_contig_766,823,2524,6194,887,64.72147152,139.1061536,20.27864773
Gpru_v1_contig_7660,251,1351,1754,1271,113.5901035,129.1608349,95.27677217
Gpru_v1_contig_7661,1640,48,676,253,0.617669642,7.618646519,2.902631336
Gpru_v1_contig_7662,1391,705,1737,1499,10.69598671,23.0806303,20.27634674
Gpru_v1_contig_7663,2718,1289,1988,1815,10.0083465,13.51891707,12.5644182
Gpru_v1_contig_7664,808,544,848,611,14.20844029,19.39811223,14.22803929
Gpru_v1_contig_7665,778,104,115,55,2.821061863,2.732078789,1.330142895
Gpru_v1_contig_7666,319,1861,1451,732,123.1160172,84.07206323,43.17532391
Gpru_v1_contig_7667,283,542,513,173,40.41771141,33.50471329,11.50204001
Gpru_v1_contig_7668,561,362,427,606,13.61772554,14.06824717,20.32473863
Gpru_v1_contig_7669,2913,1250,1196,1149,9.055832811,7.588670065,7.421552269
Gpru_v1_contig_767,2753,29903,10672,13719,229.227869,71.64973384,93.76299066
Gpru_v1_contig_7670,2507,1925,1825,1249,16.20448628,13.45499408,9.373964637
Gpru_v1_contig_7671,2258,577,595,772,5.392755658,4.870437834,6.432926201
Gpru_v1_contig_7672,2404,3625,4210,3806,31.82236224,32.36850259,29.78856119
Gpru_v1_contig_7673,1704,767,2166,1490,9.499147714,23.49437185,16.45249943
Gpru_v1_contig_7674,953,3138,3690,3134,69.4894551,71.56627975,61.87586709
Gpru_v1_contig_7675,2428,2842,3692,2607,24.7021218,28.10528452,20.20261349
Gpru_v1_contig_7676,1764,998,385,887,11.93962889,4.034011435,9.461069776
Gpru_v1_contig_7677,877,89,89,51,2.141653863,1.875708686,1.094172484
Gpru_v1_contig_7678,3175,4556,6010,4451,30.28299699,34.98692054,26.377223
Gpru_v1_contig_7679,2306,2234,1544,1432,20.44479374,12.37550612,11.68419836
Gpru_v1_contig_768,2798,1463,2106,3526,11.03457177,13.91187391,23.71099638
Gpru_v1_contig_7680,768,3401,3015,3661,93.45537392,72.56063466,89.69200145
Gpru_v1_contig_7681,540,392,643,566,15.31973224,22.00858845,19.72140618
Gpru_v1_contig_7682,269,27,43,14,2.118216525,2.954548693,0.979244097
Gpru_v1_contig_7683,1168,645,935,994,11.65401947,14.7959803,16.01248545
Gpru_v1_contig_7684,529,473,584,368,18.86967135,20.40479103,13.08902668
Gpru_v1_contig_7685,237,80,460,279,7.123616129,35.87438478,22.14986398
Gpru_v1_contig_7686,3484,4361,3407,2854,26.41598492,18.07461118,15.41313665
Gpru_v1_contig_7687,1046,1473,1179,1500,29.71870834,20.83325342,26.98203995
Gpru_v1_contig_7688,1469,3202,3896,3386,46.00006013,49.01986701,43.36909547
Gpru_v1_contig_7689,610,31,40,16,1.072483764,1.212007012,0.493520678
Gpru_v1_contig_769,3413,2395,4849,3814,14.80908061,26.25976723,21.02614267
Gpru_v1_contig_7690,1725,351,342,300,4.294146775,3.664476854,3.272256671
Gpru_v1_contig_7691,881,346,255,373,8.288177778,5.349820964,7.966143581
Gpru_v1_contig_7692,1216,2080,2310,5635,36.09845608,35.11182322,87.19178162
Gpru_v1_contig_7693,790,382,1129,1401,10.2045801,26.41446549,33.36769832
Gpru_v1_contig_7694,883,3441,5016,7420,82.23994981,104.9957694,158.1096612
Gpru_v1_contig_7695,625,4177,2474,1466,141.0403333,73.16353051,44.13358017
Gpru_v1_contig_7696,807,111,893,122,2.902741163,20.45280607,2.844470947
Gpru_v1_contig_7697,774,49,453,27,1.336023161,10.81763236,0.656353809
Gpru_v1_contig_7698,782,38,203,65,1.02550011,4.798044384,1.563946203
Gpru_v1_contig_7699,425,771,1061,414,38.28461778,46.14253285,18.32848707
Gpru_v1_contig_77,1010,130,318,286,2.716319467,5.81943367,5.327946629
Gpru_v1_contig_770,2380,6384,20279,5067,56.60760605,157.4869435,40.05798999
Gpru_v1_contig_7700,1337,2734,5449,5752,43.15448822,75.3286834,80.94735761
Gpru_v1_contig_7701,1554,1959,1297,1418,26.60371515,15.4263769,17.16881903
Gpru_v1_contig_7702,206,115,102,25,11.78119888,9.15182965,2.283431536
Gpru_v1_contig_7703,343,429,405,176,26.39502269,21.82407671,9.654588195
Gpru_v1_contig_7704,761,346,493,289,9.59511777,11.97394444,7.145430385
Gpru_v1_contig_7705,725,1551,2067,1931,45.14739107,52.69597523,50.11404673
Gpru_v1_contig_7706,3379,2405,2393,2083,15.02054727,13.08969367,11.59888612
Gpru_v1_contig_7707,752,1822,1755,1105,51.13160198,43.13544239,27.64774045
Gpru_v1_contig_7708,200,15,57,17,1.582778459,5.267685478,1.599315448
Gpru_v1_contig_7709,1552,365,561,422,4.963179875,6.681071516,5.116063667
Gpru_v1_contig_771,377,1,412,2,0.055978018,20.19904525,0.099816848
Gpru_v1_contig_7710,212,172,37,119,17.12188018,3.225825268,10.56151711
Gpru_v1_contig_7711,1791,870,1306,1331,10.25138477,13.47791048,13.98291366
Gpru_v1_contig_7712,1256,2565,1942,2543,43.09794848,28.57817968,38.09534642
Gpru_v1_contig_7713,1850,3894,6173,4185,44.42046355,61.67363197,42.56365755
Gpru_v1_contig_7714,1857,942,1255,1165,10.70527595,12.49127583,11.80400074
Gpru_v1_contig_7715,390,303,521,450,16.39596147,24.69153517,21.71016445
Gpru_v1_contig_7716,1518,148,1298,4456,2.057542485,15.80439579,55.23172623
Gpru_v1_contig_7717,262,11,13,67,0.886033743,0.917100726,4.811591154
Gpru_v1_contig_7718,2921,780,2314,4512,5.635363222,14.64221481,29.06382303
Gpru_v1_contig_7719,432,233,289,108,11.38232657,12.36485626,4.703868964
Gpru_v1_contig_772,2331,1245,2320,1266,11.27160979,18.39588507,10.21895857
Gpru_v1_contig_7720,402,1,200,118,0.052496798,9.195575592,5.522950625
Gpru_v1_contig_7721,412,462,188,429,23.66484297,8.434039089,19.59184258
Gpru_v1_contig_7722,382,4,69,25,0.220981286,3.338571672,1.23137931
Gpru_v1_contig_7723,666,3,93,2,0.095061769,2.580974392,0.056502931
Gpru_v1_contig_7724,1180,5,207,33,0.089422512,3.242375539,0.526195511
Gpru_v1_contig_7725,642,193,1092,1057,6.344262565,31.43855573,30.9781277
Gpru_v1_contig_7726,2413,602,744,706,5.264995895,5.698894141,5.505066703
Gpru_v1_contig_7727,954,259,459,275,5.729414686,8.892815603,5.423748282
Gpru_v1_contig_7728,982,811,1549,1176,17.42883001,29.1551249,22.53258616
Gpru_v1_contig_7729,695,2320,3056,1974,70.44692612,81.27248174,53.44136596
Gpru_v1_contig_773,1837,182038,80219,45487,2091.27799,807.1292083,465.9006806
Gpru_v1_contig_7730,5029,4154,5409,4647,17.43185979,19.8797227,17.38626294
Gpru_v1_contig_7731,270,3272,2195,3053,255.7457342,150.2608138,212.7542511
Gpru_v1_contig_7732,1353,3545,6191,6627,55.29391117,84.5742166,92.15828419
Gpru_v1_contig_7733,467,73,44,142,3.298867309,1.741449048,5.721193944
Gpru_v1_contig_7734,614,253,241,318,8.695829534,7.254769988,9.744823001
Gpru_v1_contig_7735,1267,357,573,549,5.946350011,8.358974172,8.152877857
Gpru_v1_contig_7736,587,379,198,280,13.62573619,6.234506259,8.975014037
Gpru_v1_contig_7737,1663,284,590,1065,3.604001461,6.557446238,12.04959819
Gpru_v1_contig_7738,3955,1653,2761,2896,8.820338111,12.90312472,13.77740027
Gpru_v1_contig_7739,606,166,426,6448,5.78088502,12.99307518,200.2016309
Gpru_v1_contig_774,3079,3443,6272,3358,23.59859796,37.65055106,20.52041829
Gpru_v1_contig_7740,2431,2045,2261,1237,17.75281474,17.19058198,9.574143823
Gpru_v1_contig_7741,1852,1572,2543,4596,17.91308666,25.37934176,46.69326514
Gpru_v1_contig_7742,418,26,1029,406,1.31267113,45.50028,18.27531866
Gpru_v1_contig_7743,241,22,549,171,1.926480005,42.10467099,13.35039988
Gpru_v1_contig_7744,1691,1030,1466,1240,12.85441997,16.02379348,13.79727384
Gpru_v1_contig_7745,1322,856,851,606,13.66473384,11.8979758,8.624945816
Gpru_v1_contig_7746,744,1231,1473,1483,34.91756779,36.59357059,37.50450362
Gpru_v1_contig_7747,1647,1876,6380,6232,24.03798736,71.59819203,71.19492747
Gpru_v1_contig_7748,1732,878,1630,1360,10.69807149,17.39460988,14.77427665
Gpru_v1_contig_7749,379,81,17,40,4.510292178,0.829057567,1.985802201
Gpru_v1_contig_775,2750,750,1221,1335,5.755558032,8.206499481,9.13405828
Gpru_v1_contig_7750,1534,110,373,3277,1.513304046,4.494262639,40.19446831
Gpru_v1_contig_7751,2035,2318,4893,4451,24.03852886,44.44120012,41.1536526
Gpru_v1_contig_7752,1079,2275,3014,2926,44.49577996,51.62936452,51.02324593
Gpru_v1_contig_7753,1207,3069,3520,4418,53.65973035,53.90268138,68.87056532
Gpru_v1_contig_7754,500,173,424,288,7.301884623,15.67367468,10.83771409
Gpru_v1_contig_7755,500,356,616,57,15.0258435,22.77118775,2.144964248
Gpru_v1_contig_7756,1471,1096,1855,1446,15.72377241,23.30806484,18.4957023
Gpru_v1_contig_7757,1051,2485,865,907,49.89793175,15.21207184,16.23752293
Gpru_v1_contig_7758,293,26,28,6,1.872684411,1.766303735,0.385299847
Gpru_v1_contig_7759,811,0,89,7,0,2.028355755,0.162402381
Gpru_v1_contig_776,1062,1051,568,1576,20.88512442,9.885503523,27.92202444
Gpru_v1_contig_7760,1029,11,102,591,0.225598485,1.832144711,10.8065561
Gpru_v1_contig_7761,666,384,831,429,12.16790647,23.06225505,12.11987859
Gpru_v1_contig_7762,274,451,320,712,34.73640316,21.58611029,48.89276938
Gpru_v1_contig_7763,536,1164,1646,1547,45.82970462,56.75969034,54.30511409
Gpru_v1_contig_7764,1068,622,637,474,12.29073909,11.0241003,8.350688723
Gpru_v1_contig_7765,4310,6736,6964,5078,32.98250796,29.86458393,22.1682103
Gpru_v1_contig_7766,535,271,772,208,10.68991806,26.67095057,7.31517566
Gpru_v1_contig_7767,290,6,24,20,0.43662854,1.529636436,1.297619025
Gpru_v1_contig_7768,1427,1605,1415,1823,23.73613106,18.32767787,24.0368693
Gpru_v1_contig_7769,813,4061,2347,1773,105.4147326,53.35775152,41.03301192
Gpru_v1_contig_777,5017,77,2179,1877,0.323895931,8.027644014,7.039395691
Gpru_v1_contig_7770,275,170,77,31,13.04593154,5.175269943,2.121017278
Gpru_v1_contig_7771,442,444,369,195,21.1992047,15.43046711,8.300945231
Gpru_v1_contig_7772,1583,5564,6013,14359,74.17628422,70.20778397,170.6705103
Gpru_v1_contig_7773,1760,1278,1189,1938,15.32417326,12.48659895,20.71840467
Gpru_v1_contig_7774,1046,608,873,2007,12.26678525,15.42614948,36.10196945
Gpru_v1_contig_7775,569,660,921,826,24.47882326,29.91729612,27.31385423
Gpru_v1_contig_7776,1660,14,289,2909,0.17798312,3.217842112,32.97242125
Gpru_v1_contig_7777,1962,64,675,227,0.688398378,6.358867066,2.176917951
Gpru_v1_contig_7778,3486,1268,1901,2133,7.676278775,10.07928465,11.51273953
Gpru_v1_contig_7779,2124,941,1060,1157,9.349620399,9.224149414,10.24929641
Gpru_v1_contig_778,685,249,428,57,7.671276617,11.54856901,1.565667334
Gpru_v1_contig_7780,3046,2194,2029,1359,15.20077014,12.31195797,8.394691953
Gpru_v1_contig_7781,1406,435,629,462,6.529242575,8.268758368,6.182610132
Gpru_v1_contig_7782,862,162,369,326,3.966126996,7.912142066,7.115829616
Gpru_v1_contig_7783,2516,1883,2639,3973,15.79423337,19.38669285,29.71140126
Gpru_v1_contig_7784,2306,1032,1056,1320,9.444506328,8.464076725,10.77035045
Gpru_v1_contig_7785,1126,778,638,1036,14.58142855,10.47266628,17.31157459
Gpru_v1_contig_7786,2607,410,642,441,3.318957515,4.551651191,3.18282503
Gpru_v1_contig_7787,3281,962,1188,1297,6.187678054,6.692450791,7.437876314
Gpru_v1_contig_7788,1685,388,391,35,4.859489946,4.288958346,0.390825908
