Contig ID,Size,Grac_ech1,Grac_ech2,Grac_ech3,Grac10_F RPKM,Grac9_F RPKM,Grac8_F RPKM
Grac_v1_contig_32151,402,0,11,0,0,0.416885075,0
Grac_v1_contig_32152,780,0,140,23,0,2.734532872,0.589182806
Grac_v1_contig_32153,608,0,115,0,0,2.881668217,0
Grac_v1_contig_32154,1222,333,289,1310,11.48666884,3.603100304,21.41987443
Grac_v1_contig_32155,883,86,124,131,4.105431599,2.139492149,2.964335963
Grac_v1_contig_32156,928,37,127,115,1.680640484,2.084997124,2.476091532
Grac_v1_contig_32157,553,7,22,15,0.533573168,0.60610416,0.541979623
Grac_v1_contig_32158,504,0,16,11,0,0.483658875,0.436092863
Grac_v1_contig_32159,249,12,22,12,2.031435193,1.34608675,0.962938896
Grac_v1_contig_3216,448,64,432,98,6.021754322,14.69113834,4.370839835
Grac_v1_contig_32160,222,2,10,14,0.379750273,0.686272729,1.260061934
Grac_v1_contig_32161,313,1,8,7,0.134671822,0.389399478,0.446859025
Grac_v1_contig_32162,446,17,51,40,1.606701265,1.742147945,1.792016332
Grac_v1_contig_32163,863,40,59,33,1.953755748,1.041575921,0.764046824
Grac_v1_contig_32164,200,47,40,105,9.90578586,3.047050915,10.4900156
Grac_v1_contig_32165,797,4,73,61,0.211554732,1.395449917,1.529284703
Grac_v1_contig_32166,1010,62,99,141,2.587565719,1.493356636,2.789424234
Grac_v1_contig_32167,258,0,20,32,0,1.181027486,2.478261346
Grac_v1_contig_32168,461,18,34,29,1.645859099,1.123641335,1.256938137
Grac_v1_contig_32169,736,16,135,84,0.916353919,2.79451001,2.280438175
Grac_v1_contig_3217,1309,112,3270,168,3.606612214,38.05903931,2.56440412
Grac_v1_contig_32170,474,18,43,27,1.600719503,1.382101153,1.138157208
Grac_v1_contig_32171,293,2,11,1,0.287728875,0.571972015,0.068194478
Grac_v1_contig_32172,180,12,8,24,2.810152017,0.677122426,2.664130947
Grac_v1_contig_32173,663,27,51,113,1.716608698,1.17194266,3.405506753
Grac_v1_contig_32174,442,31,37,47,2.956381647,1.275349365,2.124674567
Grac_v1_contig_32175,1015,56,91,112,2.325643049,1.365919376,2.204798025
Grac_v1_contig_32176,874,19,85,135,0.916353919,1.481689518,3.086307304
Grac_v1_contig_32177,302,4,9,2,0.558308348,0.454030765,0.132324385
Grac_v1_contig_32178,238,0,6,0,0,0.384082048,0
Grac_v1_contig_32179,499,5,34,33,0.422367538,1.038073458,1.321387594
Grac_v1_contig_3218,1776,635,2138,1312,15.07133894,18.34063867,14.76072552
Grac_v1_contig_32180,898,75,94,117,3.520513384,1.594781659,2.603312813
Grac_v1_contig_32181,312,11,20,24,1.486138086,0.976618883,1.536998623
Grac_v1_contig_32182,226,12,35,19,2.238174173,2.35944208,1.679817079
Grac_v1_contig_32183,455,107,92,82,9.912734038,3.080534991,3.600968203
Grac_v1_contig_32184,274,5,12,32,0.769202194,0.667237427,2.333545355
Grac_v1_contig_32185,280,4,29,34,0.602175432,1.577937081,2.426262112
Grac_v1_contig_32186,406,9,22,29,0.934410153,0.825555667,1.427213007
Grac_v1_contig_32187,482,17,114,96,1.486698681,3.603358966,3.979614692
Grac_v1_contig_32188,267,151,176,163,23.83893003,10.04271463,12.19812765
Grac_v1_contig_32189,351,36,87,39,4.323310795,3.776259681,2.220109122
Grac_v1_contig_3219,1675,6471,23003,11966,162.8462123,209.2277976,142.7417503
Grac_v1_contig_32190,454,0,10,14,0,0.335578295,0.616153633
Grac_v1_contig_32191,284,5,19,7,0.74211761,1.019259989,0.492488995
Grac_v1_contig_32192,310,0,11,9,0,0.540605807,0.580093029
Grac_v1_contig_32193,253,0,6,5,0,0.361310385,0.394881069
Grac_v1_contig_32194,1135,41,74,63,1.522681489,0.993311752,1.10907654
Grac_v1_contig_32195,254,0,9,1,0,0.539831855,0.078665284
Grac_v1_contig_32196,383,0,21,0,0,0.835353384,0
Grac_v1_contig_32197,257,218,198,546,35.75563072,11.73766695,42.44986859
Grac_v1_contig_32198,278,2,6,1,0.303253815,0.328818444,0.071874036
Grac_v1_contig_32199,367,17,43,15,1.952557941,1.785057075,0.816661394
Grac_v1_contig_322,1753,2015,3593,3360,48.45227879,31.22662275,38.29783221
Grac_v1_contig_3220,637,140,616,875,9.264237419,14.73299343,27.44640399
Grac_v1_contig_32200,262,0,16,0,0,0.930397226,0
Grac_v1_contig_32201,252,0,18,0,0,1.08823247,0
Grac_v1_contig_32202,549,2,59,0,0.15356022,1.637304226,0
Grac_v1_contig_32203,1378,4,154,0,0.122357853,1.702633675,0
Grac_v1_contig_32204,539,2,35,31,0.156409203,0.989302245,1.149184499
Grac_v1_contig_32205,423,6,53,52,0.597904684,1.908908966,2.456290944
Grac_v1_contig_32206,250,20,77,15,3.37218242,4.692458409,1.198858926
Grac_v1_contig_32207,291,28,99,51,4.055889509,5.183127845,3.501821605
Grac_v1_contig_32208,286,12,21,0,1.768627144,1.118672539,0
Grac_v1_contig_32209,703,41,63,79,2.458383343,1.365321534,2.245373522
Grac_v1_contig_3221,373,1,33,17,0.113008794,1.347891155,0.910661383
Grac_v1_contig_32210,258,2,10,10,0.326761862,0.590513743,0.774456671
Grac_v1_contig_32211,268,0,7,0,0,0.397935754,0
Grac_v1_contig_32212,966,146,201,174,6.370841529,3.170068498,3.599058888
Grac_v1_contig_32213,298,5,12,10,0.707253024,0.613500184,0.670502755
Grac_v1_contig_32214,229,1,8,4,0.184071093,0.532235968,0.349012788
Grac_v1_contig_32215,447,1,18,7,0.094300403,0.613500184,0.312901286
Grac_v1_contig_32216,365,8,15,16,0.923885595,0.626106352,0.875878667
Grac_v1_contig_32217,518,30,71,57,2.441251752,2.088229874,2.198679498
Grac_v1_contig_32218,697,39,141,127,2.358592439,3.08202424,3.640724142
Grac_v1_contig_32219,304,18,50,59,2.495858699,2.50579845,3.877887974
Grac_v1_contig_3222,1490,2782,4812,3722,78.70311656,49.20271477,49.91222509
Grac_v1_contig_32220,531,0,78,0,0,2.237947,0
Grac_v1_contig_32221,423,8,27,0,0.797206246,0.972463058,0
Grac_v1_contig_32222,290,29,23,25,4.215228025,1.208313294,1.722498457
Grac_v1_contig_32223,414,22,31,0,2.239976245,1.140804086,0
Grac_v1_contig_32224,202,5,18,49,1.043373274,1.357596942,4.846871896
Grac_v1_contig_32225,1209,35,60,81,1.220289337,0.756092038,1.33867622
Grac_v1_contig_32226,332,6,37,18,0.761788197,1.697904877,1.083306259
Grac_v1_contig_32227,1268,71,128,95,2.360261749,1.537943679,1.49699787
Grac_v1_contig_32228,963,17,87,0,0.744121251,1.376393715,0
Grac_v1_contig_32229,337,2,10,26,0.250161901,0.452084705,1.54155945
Grac_v1_contig_3223,555,2408,4217,3255,182.8877313,115.7604839,117.1857599
Grac_v1_contig_32230,744,2,58,60,0.113312581,1.187694577,1.611369524
Grac_v1_contig_32231,492,11,36,17,0.94242903,1.114774725,0.690399788
Grac_v1_contig_32232,550,15,31,29,1.149607643,0.858714349,1.053542693
Grac_v1_contig_32233,391,25,32,20,2.695158584,1.246875055,1.02204512
Grac_v1_contig_32234,347,2,33,9,0.242952624,1.448885882,0.518238729
Grac_v1_contig_32235,508,2,32,21,0.165953859,0.959701076,0.825985481
Grac_v1_contig_32236,297,4,14,20,0.567707478,0.718160148,1.34552068
Grac_v1_contig_32237,284,3,13,8,0.445270566,0.697388414,0.562844566
Grac_v1_contig_32238,288,18,50,46,2.634517516,2.645009475,3.191406863
Grac_v1_contig_32239,505,19,36,37,1.585927376,1.086077554,1.463953144
Grac_v1_contig_3224,2548,428,1319,954,7.080524313,7.886695755,7.481105543
Grac_v1_contig_32240,722,23,94,26,1.342801172,1.983537299,0.719536752
Grac_v1_contig_32241,420,25,41,40,2.509064301,1.487251042,1.902950676
Grac_v1_contig_32242,295,6,24,9,0.857334514,1.239478338,0.609589284
Grac_v1_contig_32243,239,5,10,41,0.881846867,0.63745835,3.427699858
Grac_v1_contig_32244,413,7,25,26,0.714445428,0.922230906,1.25788265
Grac_v1_contig_32245,300,4,13,0,0.562030403,0.660194365,0
Grac_v1_contig_32246,446,5,40,0,0.472559196,1.366390545,0
Grac_v1_contig_32247,446,4,11,3,0.378047357,0.3757574,0.134401225
Grac_v1_contig_32248,244,0,6,0,0,0.374637408,0
Grac_v1_contig_32249,692,69,46,64,4.203045286,1.012748136,1.847952102
Grac_v1_contig_3225,950,1185,2585,1817,52.57942327,41.45592955,38.21625735
Grac_v1_contig_32250,1142,223,424,352,8.231137038,5.656521838,6.158761558
Grac_v1_contig_32251,613,2,20,2,0.137527831,0.497071927,0.065190806
Grac_v1_contig_32252,320,41,22,18,5.400760908,1.047423752,1.123930243
Grac_v1_contig_32253,529,64,83,361,5.099708764,2.390408563,13.63541501
Grac_v1_contig_32254,374,43,31,44,4.846385163,1.262815219,2.350703777
Grac_v1_contig_32255,308,0,28,0,0,1.385023143,0
Grac_v1_contig_32256,282,2,11,0,0.298952342,0.59428298,0
Grac_v1_contig_32257,277,31,78,65,4.717403205,4.290071685,4.68867811
Grac_v1_contig_32258,276,0,14,0,0,0.772802768,0
Grac_v1_contig_32259,237,5,11,4,0.889288613,0.70712152,0.337231765
Grac_v1_contig_3226,1251,4717,12354,8056,158.9386938,150.4527058,128.670497
Grac_v1_contig_32260,347,2,16,15,0.242952624,0.702490124,0.863731215
Grac_v1_contig_32261,222,9,67,61,1.708876227,4.598027281,5.490269857
Grac_v1_contig_32262,308,3,18,0,0.410574158,0.890372021,0
Grac_v1_contig_32263,921,113,133,120,5.171778142,2.20009648,2.60338529
Grac_v1_contig_32264,215,44,70,100,8.626513168,4.960315443,9.293480047
Grac_v1_contig_32265,493,6,56,19,0.513009496,1.730576584,0.770058134
Grac_v1_contig_32266,637,26,91,125,1.720501235,2.176464939,3.920914855
Grac_v1_contig_32267,306,0,12,22,0,0.597460964,1.436541197
Grac_v1_contig_32268,315,3,10,0,0.401450288,0.483658875,0
Grac_v1_contig_32269,250,3,31,18,0.505827363,1.889171567,1.438630711
Grac_v1_contig_3227,656,1710,2363,2170,109.8786574,54.87943073,66.09562677
Grac_v1_contig_32270,867,20,95,139,0.97237094,1.669376222,3.203410049
Grac_v1_contig_32271,554,4,34,17,0.304348594,0.935015624,0.61313483
Grac_v1_contig_32272,291,1,28,25,0.144853197,1.465935148,1.716579218
Grac_v1_contig_32273,231,0,10,1,0,0.65953483,0.086497758
Grac_v1_contig_32274,713,15,72,35,0.886794115,1.53848293,0.980833623
Grac_v1_contig_32275,225,13,27,33,2.435465081,1.828230549,2.930544042
Grac_v1_contig_32276,439,19,33,3,1.824358371,1.145246927,0.136544297
Grac_v1_contig_32277,381,17,24,13,1.880810405,0.959701076,0.681765793
Grac_v1_contig_32278,412,0,19,23,0,0.702596692,1.115443176
Grac_v1_contig_32279,317,22,79,54,2.925394844,3.796798459,3.403700421
Grac_v1_contig_3228,5691,3216,7342,10203,23.82037134,19.65511142,35.82251983
Grac_v1_contig_32280,338,0,8,0,0,0.360597741,0
Grac_v1_contig_32281,201,9,49,37,1.887415534,3.714067035,3.678091233
Grac_v1_contig_32282,339,6,33,5,0.746058058,1.483077879,0.294704751
Grac_v1_contig_32283,898,47,149,200,2.206188388,2.527898587,4.450107372
Grac_v1_contig_32284,452,2,14,33,0.186514514,0.471888416,1.458788516
Grac_v1_contig_32285,290,3,9,0,0.436058072,0.472818245,0
Grac_v1_contig_32286,695,22,73,10,1.334316785,1.600249761,0.287496145
Grac_v1_contig_32287,361,3,19,37,0.350295958,0.801855504,2.047912293
Grac_v1_contig_32288,386,8,24,21,0.873622389,0.947269714,1.087048249
Grac_v1_contig_32289,220,4,8,3,0.766405096,0.554009257,0.272467938
Grac_v1_contig_3229,1296,3209,8515,4882,104.3724285,100.0989141,75.26786622
Grac_v1_contig_32290,342,2,9,3,0.246504563,0.400927752,0.175271773
Grac_v1_contig_32291,659,38,127,117,2.430632245,2.936080927,3.547458127
Grac_v1_contig_32292,563,7,16,0,0.524095847,0.432973487,0
Grac_v1_contig_32293,395,9,42,25,0.960431702,1.619951119,1.26461912
Grac_v1_contig_32294,282,6,35,27,0.896857027,1.89090039,1.913072754
Grac_v1_contig_32295,706,0,26,0,0,0.561071698,0
Grac_v1_contig_32296,505,11,19,19,0.918168481,0.573207598,0.751759723
Grac_v1_contig_32297,274,3,16,22,0.461521317,0.889649902,1.604312431
Grac_v1_contig_32298,1875,289,214,232,6.497071463,1.738850389,2.472313519
Grac_v1_contig_32299,197,1,15,12,0.213970966,1.160044765,1.217115661
Grac_v1_contig_323,894,3536,13842,5399,166.723113,235.8908208,120.6681458
Grac_v1_contig_3230,2366,765,2412,2265,13.62911851,15.53145986,19.12803232
Grac_v1_contig_32300,569,10,38,42,0.740813361,1.017468671,1.474870384
Grac_v1_contig_32301,962,129,197,70,5.652436749,3.119901404,1.453917617
Grac_v1_contig_32302,235,0,12,6,0,0.777970446,0.510152734
Grac_v1_contig_32303,388,4,49,11,0.43455959,1.924039882,0.566471142
Grac_v1_contig_32304,543,4,21,3,0.310514035,0.58920874,0.110392166
Grac_v1_contig_32305,970,81,170,167,3.519932681,2.670096162,3.440024754
Grac_v1_contig_32306,248,4,14,12,0.679875488,0.860054694,0.966821715
Grac_v1_contig_32307,589,15,78,0,1.073487613,2.017571913,0
Grac_v1_contig_32308,210,19,57,28,3.813777737,4.135283384,2.664130947
Grac_v1_contig_32309,320,4,8,0,0.526903503,0.380881364,0
Grac_v1_contig_3231,828,3366,8082,4688,171.3581828,148.7093327,113.1290388
Grac_v1_contig_32310,573,1,124,54,0.073564189,3.296983538,1.883024491
Grac_v1_contig_32311,336,9,25,6,1.129078935,1.133575489,0.356803252
Grac_v1_contig_32312,466,4,11,10,0.361822148,0.359630473,0.42877644
Grac_v1_contig_32313,280,0,6,1,0,0.326469741,0.07136065
Grac_v1_contig_32314,296,0,8,0,0,0.411763637,0
Grac_v1_contig_32315,720,28,72,66,1.639255343,1.523525457,1.831590026
Grac_v1_contig_32316,539,84,70,105,6.569186533,1.97860449,3.892399111
Grac_v1_contig_32317,344,4,24,0,0.490142794,1.062924738,0
Grac_v1_contig_32318,526,4,24,0,0.32054966,0.695144695,0
Grac_v1_contig_32319,297,8,29,8,1.135414956,1.48761745,0.538208272
Grac_v1_contig_3232,637,387,1539,696,25.60899915,36.80856639,21.83165391
Grac_v1_contig_32320,997,63,60,82,2.663584409,0.916865872,1.643370644
Grac_v1_contig_32321,215,8,27,11,1.56845694,1.913264528,1.022282805
Grac_v1_contig_32322,279,18,16,19,2.719501952,0.873706356,1.360712043
Grac_v1_contig_32323,386,1,31,16,0.109202799,1.223556714,0.828227237
Grac_v1_contig_32324,399,0,23,0,0,0.878222695,0
Grac_v1_contig_32325,447,2,17,30,0.188600807,0.579416841,1.34100551
Grac_v1_contig_32326,567,7,30,0,0.520398522,0.806098126,0
Grac_v1_contig_32327,201,2,15,5,0.419425674,1.136959297,0.497039356
Grac_v1_contig_32328,349,2,11,0,0.241560345,0.48019427,0
Grac_v1_contig_32329,222,0,8,0,0,0.549018183,0
Grac_v1_contig_3233,1724,416,1352,1271,10.17131589,11.94783305,14.73075885
Grac_v1_contig_32330,436,29,47,30,2.803706714,1.642332488,1.374838218
Grac_v1_contig_32331,273,16,41,34,2.470463312,2.288078526,2.488473961
Grac_v1_contig_32332,432,16,17,10,1.561195565,0.599535481,0.462522734
Grac_v1_contig_32333,272,0,8,0,0,0.448095723,0
Grac_v1_contig_32334,346,0,16,1,0,0.704520443,0.057748503
Grac_v1_contig_32335,758,5,64,0,0.278049342,1.286353948,0
Grac_v1_contig_32336,368,56,92,69,6.41447743,3.808813644,3.746434144
Grac_v1_contig_32337,419,8,20,0,0.804816807,0.727219789,0
Grac_v1_contig_32338,253,0,6,0,0,0.361310385,0
Grac_v1_contig_32339,551,12,64,75,0.918016993,1.769612147,2.719734406
Grac_v1_contig_3234,1030,1074,2025,1643,43.95296019,29.95280632,31.8725763
Grac_v1_contig_32340,293,2,15,6,0.287728875,0.779961838,0.409166869
Grac_v1_contig_32341,411,160,77,119,16.40964681,2.854293436,5.785247859
Grac_v1_contig_32342,569,60,122,213,4.444880167,3.266609944,7.479699802
Grac_v1_contig_32343,338,0,21,0,0,0.946569071,0
Grac_v1_contig_32344,716,7,29,36,0.412103299,0.617070367,1.004630385
Grac_v1_contig_32345,228,4,12,3,0.739513689,0.801855504,0.262907659
Grac_v1_contig_32346,450,2,40,11,0.187343468,1.354244851,0.488424007
Grac_v1_contig_32347,440,22,129,189,2.107614013,4.466699636,8.582740039
Grac_v1_contig_32348,368,6,15,5,0.687265439,0.621002224,0.271480735
Grac_v1_contig_32349,269,16,16,23,2.507198826,0.906186146,1.708411109
Grac_v1_contig_3235,1023,3532,8056,6168,145.534559,119.9757682,120.4718452
Grac_v1_contig_32350,266,9,14,9,1.426204971,0.801855504,0.676048267
Grac_v1_contig_32351,261,8,16,35,1.292023916,0.933961966,2.679442044
Grac_v1_contig_32352,234,36,59,72,6.484966193,3.841367606,6.147994493
Grac_v1_contig_32353,816,4,42,67,0.206628825,0.784167515,1.640595344
Grac_v1_contig_32354,292,25,60,111,3.608928104,3.130531762,7.595510319
Grac_v1_contig_32355,582,2,75,50,0.144853197,1.963306002,1.716579218
Grac_v1_contig_32356,269,2,6,10,0.313399853,0.339819805,0.742787439
Grac_v1_contig_32357,351,6,16,1,0.720551799,0.694484539,0.056925875
Grac_v1_contig_32358,370,10,20,18,1.139250818,0.823527274,0.972047778
Grac_v1_contig_32359,318,0,12,0,0,0.574915267,0
Grac_v1_contig_3236,858,162,259,234,7.958822146,4.598987103,5.449358755
Grac_v1_contig_32360,293,5,11,8,0.719322189,0.571972015,0.545555825
Grac_v1_contig_32361,308,16,27,45,2.189728844,1.335558031,2.919299333
Grac_v1_contig_32362,174,7,9,5,1.69578139,0.788030409,0.574166152
Grac_v1_contig_32363,273,2,11,30,0.308807914,0.613874726,2.195712319
Grac_v1_contig_32364,736,266,307,717,15.2343839,6.354922764,19.4651687
Grac_v1_contig_32365,616,4,55,42,0.273716106,1.360290587,1.362339689
Grac_v1_contig_32366,364,4,18,23,0.463211871,0.75339171,1.262534583
Grac_v1_contig_32367,381,19,22,7,2.102082217,0.879725986,0.367104658
Grac_v1_contig_32368,328,0,30,0,0,1.393468406,0
Grac_v1_contig_32369,257,0,14,0,0,0.829936047,0
Grac_v1_contig_3237,291,724,1145,1274,104.8737144,59.94627659,87.47687697
Grac_v1_contig_32370,337,3,31,4,0.375242851,1.401462587,0.237162992
Grac_v1_contig_32371,1248,66,142,102,2.229207129,1.733498517,1.633061037
Grac_v1_contig_32372,257,0,16,6,0,0.948498339,0.466482072
Grac_v1_contig_32373,1351,20,128,103,0.624015992,1.443458612,1.523346526
Grac_v1_contig_32374,416,4,29,35,0.405310387,1.062073035,1.681092244
Grac_v1_contig_32375,487,9,31,47,0.778994912,0.969800599,1.928349402
Grac_v1_contig_32376,293,4,9,18,0.575457751,0.467977103,1.227500607
Grac_v1_contig_32377,648,10,62,149,0.650498152,1.45769411,4.594392489
Grac_v1_contig_32378,325,0,8,0,0,0.375021651,0
Grac_v1_contig_32379,414,3,16,19,0.305451306,0.588802109,0.917001594
Grac_v1_contig_3238,2731,367,678,0,5.664550294,3.782315123,0
Grac_v1_contig_32380,308,3,18,10,0.410574158,0.890372021,0.648733185
Grac_v1_contig_32381,252,0,10,0,0,0.604573594,0
Grac_v1_contig_32382,505,4,24,8,0.333879448,0.724051703,0.31653041
Grac_v1_contig_32383,288,3,11,35,0.439086253,0.581902084,2.428244353
Grac_v1_contig_32384,286,7,18,6,1.031699167,0.958862176,0.419181443
Grac_v1_contig_32385,203,4,8,2,0.830586803,0.600404121,0.196856967
Grac_v1_contig_32386,429,30,30,38,2.947711906,1.065402418,1.769877202
Grac_v1_contig_32387,609,20,38,33,1.384311338,0.950639858,1.082713316
Grac_v1_contig_32388,243,0,6,0,0,0.376179125,0
Grac_v1_contig_32389,303,7,21,18,0.973815055,1.055908733,1.186989036
Grac_v1_contig_3239,3110,2893,12069,8361,39.21110829,59.1235651,53.71736056
Grac_v1_contig_32390,383,10,23,29,1.10058173,0.914910849,1.512920316
Grac_v1_contig_32391,627,9,31,24,0.605056654,0.753258201,0.764822281
Grac_v1_contig_32392,754,31,53,58,1.73305131,1.07091312,1.536998623
Grac_v1_contig_32393,217,10,15,24,1.942501394,1.053128196,2.209878205
Grac_v1_contig_32394,732,35,157,66,2.015477881,3.267670721,1.80156396
Grac_v1_contig_32395,774,34,239,106,1.851650554,4.704426154,2.736413569
Grac_v1_contig_32396,453,2,23,0,0.186102783,0.773533897,0
Grac_v1_contig_32397,439,24,36,143,2.304452679,1.249360284,6.508611482
Grac_v1_contig_32398,356,69,41,51,8.169964431,1.754622016,2.862444065
Grac_v1_contig_32399,372,5,11,20,0.566562907,0.45050484,1.07424635
Grac_v1_contig_324,2974,1444,1711,2041,20.46667542,8.765138055,13.71257043
Grac_v1_contig_3240,1492,8178,17199,15447,231.0464798,175.6240908,206.8674467
Grac_v1_contig_32400,366,2,17,0,0.230340329,0.707648437,0
Grac_v1_contig_32401,431,35,145,183,3.423039,5.125549683,8.483804465
Grac_v1_contig_32402,390,6,63,38,0.648496619,2.461079585,1.946864923
Grac_v1_contig_32403,201,3,9,9,0.629138511,0.682175578,0.89467084
Grac_v1_contig_32404,941,74,57,56,3.314844568,0.922858141,1.18909139
Grac_v1_contig_32405,921,2,57,4,0.091535896,0.942898492,0.08677951
Grac_v1_contig_32406,722,47,130,110,2.743985003,2.743189882,3.044193949
Grac_v1_contig_32407,342,0,14,0,0,0.623665392,0
Grac_v1_contig_32408,618,42,78,282,2.864718076,1.922896208,9.117535522
Grac_v1_contig_32409,302,3,30,36,0.418731261,1.513435885,2.381838926
Grac_v1_contig_3241,5722,2954,6076,7282,21.7612436,16.17780615,25.42843615
Grac_v1_contig_32410,403,10,26,23,1.045962289,0.98291965,1.140353817
Grac_v1_contig_32411,341,27,18,12,3.337570577,0.804206986,0.703143065
Grac_v1_contig_32412,302,4,43,41,0.558308348,2.169258102,2.712649888
Grac_v1_contig_32413,1030,43,56,94,1.759755389,0.828324521,1.823507104
Grac_v1_contig_32414,768,6,50,0,0.329314689,0.991878553,0
Grac_v1_contig_32415,994,0,74,0,0,1.134214123,0
Grac_v1_contig_32416,487,5,23,9,0.432774951,0.719529477,0.369258396
Grac_v1_contig_32417,874,21,68,101,1.012812226,1.185351614,2.309015094
Grac_v1_contig_32418,333,0,14,9,0,0.640521213,0.540026543
Grac_v1_contig_32419,428,6,28,17,0.590919817,0.996698897,0.79363714
Grac_v1_contig_3242,307,77,185,76,10.57239602,9.180853734,4.946432051
Grac_v1_contig_32420,272,0,7,0,0,0.392083757,0
Grac_v1_contig_32421,473,16,75,15,1.425869945,2.41573804,0.633646367
Grac_v1_contig_32422,299,33,52,43,4.652258356,2.649609491,2.873519165
Grac_v1_contig_32423,391,5,30,35,0.539031717,1.168945364,1.78857896
Grac_v1_contig_32424,451,3,32,34,0.280392108,1.080993673,1.50632681
Grac_v1_contig_32425,261,9,13,6,1.453526905,0.758844098,0.459332922
Grac_v1_contig_32426,1532,860,176,226,23.66250719,1.750264233,2.947586132
Grac_v1_contig_32427,387,3,64,24,0.326761862,2.519525304,1.239130673
Grac_v1_contig_32428,422,0,14,0,0,0.505434986,0
Grac_v1_contig_32429,613,62,277,118,4.263362766,6.884446194,3.846257566
Grac_v1_contig_3243,1792,3690,7740,7218,86.79794316,65.80405714,80.48143349
Grac_v1_contig_32430,473,0,19,0,0,0.61198697,0
Grac_v1_contig_32431,289,9,14,17,1.312700769,0.738040014,1.175351888
Grac_v1_contig_32432,306,2,10,12,0.2755051,0.497884136,0.783567926
Grac_v1_contig_32433,279,1,25,4,0.151083442,1.36516618,0.286465693
Grac_v1_contig_32434,489,7,18,5,0.603406875,0.560806917,0.20430452
Grac_v1_contig_32435,676,43,94,106,2.681284099,2.118511731,3.133112578
Grac_v1_contig_32436,348,5,39,37,0.605636211,1.70739922,2.124414764
Grac_v1_contig_32437,360,19,135,40,2.22470368,5.713220465,2.220109122
Grac_v1_contig_32438,459,8,64,0,0.734680266,2.124305649,0
Grac_v1_contig_32439,551,52,37,16,3.978073636,1.023057022,0.580210007
Grac_v1_contig_3244,1093,1497,4082,2109,57.73281202,56.89872751,38.55433783
Grac_v1_contig_32440,558,15,54,33,1.133125813,1.474379475,1.181670984
Grac_v1_contig_32441,284,1,18,10,0.148423522,0.965614727,0.703555708
Grac_v1_contig_32442,361,1,16,0,0.116765319,0.67524674,0
Grac_v1_contig_32443,1016,31,79,54,1.286142409,1.184631015,1.061981332
Grac_v1_contig_32444,309,0,10,1,0,0.49305031,0.064663372
Grac_v1_contig_32445,257,2,16,0,0.328033309,0.948498339,0
Grac_v1_contig_32446,330,106,247,184,13.53982335,11.40335721,11.14091123
Grac_v1_contig_32447,814,2,72,78,0.103568256,1.347590085,1.914639563
Grac_v1_contig_32448,434,1,25,11,0.09712507,0.87760683,0.506430422
Grac_v1_contig_32449,869,26,91,17,1.261172942,1.595406405,0.390882274
Grac_v1_contig_3245,1715,2405,3773,4944,59.11150671,33.51756006,57.6011519
Grac_v1_contig_32450,420,0,16,0,0,0.58039065,0
Grac_v1_contig_32451,392,19,27,29,2.043095216,1.049367024,1.4781849
Grac_v1_contig_32452,253,18,11,7,2.998976461,0.662402373,0.552833497
Grac_v1_contig_32453,622,6,31,153,0.406613636,0.759313331,4.914936112
Grac_v1_contig_32454,292,1,11,0,0.144357124,0.573930823,0
Grac_v1_contig_32455,442,5,25,1,0.476835749,0.861722544,0.045205842
Grac_v1_contig_32456,304,0,22,0,0,1.102551318,0
Grac_v1_contig_32457,730,55,106,47,3.175856732,2.212242445,1.286446793
Grac_v1_contig_32458,820,40,75,31,2.056208793,1.393468406,0.755378592
Grac_v1_contig_32459,1480,181,126,180,5.15510995,1.297055457,2.430119445
Grac_v1_contig_3246,2354,1292,2326,2269,23.13540616,15.05403659,19.25949379
Grac_v1_contig_32460,444,29,81,67,2.753189476,2.779404551,3.0151482
Grac_v1_contig_32461,259,4,21,27,0.651000467,1.235290911,2.082959524
Grac_v1_contig_32462,455,26,49,5,2.408701729,1.640719723,0.219571232
Grac_v1_contig_32463,255,19,53,22,3.140758137,3.166543108,1.723849436
Grac_v1_contig_32464,255,20,70,62,3.306061196,4.182226746,4.858121138
Grac_v1_contig_32465,832,12,65,84,0.607965581,1.190254264,2.017310693
Grac_v1_contig_32466,441,8,31,23,0.764667216,1.070958938,1.042092037
Grac_v1_contig_32467,868,15,177,226,0.728438023,3.106728179,5.202421607
Grac_v1_contig_32468,664,8,33,48,0.507858798,0.757173797,1.444408345
Grac_v1_contig_32469,225,11,15,20,2.060778146,1.015683638,1.776087298
Grac_v1_contig_3247,1340,562,318,925,17.67879217,3.615530563,13.79284212
Grac_v1_contig_32470,599,6,32,2,0.422226513,0.813903416,0.066714464
Grac_v1_contig_32471,507,48,20,23,3.990748427,0.600996236,0.906435085
Grac_v1_contig_32472,263,46,66,23,7.372642174,3.823295825,1.747386267
Grac_v1_contig_32473,250,4,7,4,0.674436484,0.426587128,0.319695714
Grac_v1_contig_32474,349,2,18,0,0.241560345,0.785772442,0
Grac_v1_contig_32475,269,0,11,0,0,0.623002975,0
Grac_v1_contig_32476,389,0,16,0,0,0.626642862,0
Grac_v1_contig_32477,353,9,15,31,1.074704029,0.647390421,1.754703811
Grac_v1_contig_32478,1413,34,158,132,1.014279921,1.703588268,1.866588561
Grac_v1_contig_32479,849,10,87,52,0.496493289,1.561209833,1.223805735
Grac_v1_contig_3248,1538,707,1436,1037,19.37689346,14.22485408,13.47222265
Grac_v1_contig_32480,470,36,73,42,3.228685296,2.366326774,1.785534571
