Contig ID,Size,Ncfi_ech1,Ncfi_ech2,Ncfi_ENV_F1 RPKM,Ncfi_ENV_F2 RPKM
Ncfi_contig_23213,486,0,0,0,0
Ncfi_contig_23214,588,45,49,1.286730407,1.375658584
Ncfi_contig_23215,605,21,24,0.583601362,0.654858962
Ncfi_contig_23216,1305,2,7,0.025767475,0.088548139
Ncfi_contig_23217,1555,33,33,0.356809101,0.350328488
Ncfi_contig_23218,1264,113,279,1.50308571,3.643753908
Ncfi_contig_23219,221,2,7,0.152156356,0.522874756
Ncfi_contig_2322,2461,12355,15035,84.40798104,100.851817
Ncfi_contig_23220,1363,14,122,0.172696906,1.477596601
Ncfi_contig_23221,902,71,126,1.323439789,2.305982017
Ncfi_contig_23222,558,0,0,0,0
Ncfi_contig_23223,433,122,81,4.737228253,3.088083473
Ncfi_contig_23224,277,55,42,3.338376364,2.503003344
Ncfi_contig_23225,991,75,59,1.27244783,0.982811582
Ncfi_contig_23226,432,140,192,5.448747281,7.336845782
Ncfi_contig_23227,234,8,19,0.5748129,1.340385287
Ncfi_contig_23228,433,33,47,1.281381413,1.791850904
Ncfi_contig_23229,524,40,32,1.283456284,1.008116214
Ncfi_contig_2323,2579,1060,1463,6.910459079,9.364506438
Ncfi_contig_23230,298,120,146,6.770447245,8.087764562
Ncfi_contig_23231,1061,6,51,0.095079796,0.793499579
Ncfi_contig_23232,537,184,211,5.760973981,6.486345503
Ncfi_contig_23233,1063,63,93,0.996459522,1.444247394
Ncfi_contig_23234,511,553,447,18.19519053,14.440377
Ncfi_contig_23235,296,169,170,9.599472526,9.480890242
Ncfi_contig_23236,229,9,2,0.660783825,0.144173825
Ncfi_contig_23237,1855,4,243,0.036255045,2.162490799
Ncfi_contig_23238,273,532,562,32.7643353,33.98330217
Ncfi_contig_23239,331,0,3,0,0.149618456
Ncfi_contig_2324,3961,5083,5603,21.57583657,23.35111855
Ncfi_contig_23240,376,5,11,0.223580815,0.482943971
Ncfi_contig_23241,689,27,56,0.65886573,1.341716355
Ncfi_contig_23242,235,0,0,0,0
Ncfi_contig_23243,1194,19,17,0.267547964,0.235037145
Ncfi_contig_23244,684,0,0,0,0
Ncfi_contig_23245,757,1,0,0.022210406,0
Ncfi_contig_23246,220,9,11,0.687815891,0.82539515
Ncfi_contig_23247,297,0,0,0,0
Ncfi_contig_23248,416,0,0,0,0
Ncfi_contig_23249,521,79,83,2.549422089,2.629857869
Ncfi_contig_2325,437,42,179,1.61592139,6.761818395
Ncfi_contig_23250,541,134,473,4.164471648,14.4329725
Ncfi_contig_23251,370,0,1,0,0.044615954
Ncfi_contig_23252,246,19,12,1.29858646,0.805263561
Ncfi_contig_23253,433,196,221,7.610628997,8.425511698
Ncfi_contig_23254,297,127,144,7.189515893,8.003831762
Ncfi_contig_23255,308,500,488,27.29428137,26.1553788
Ncfi_contig_23256,910,1621,1479,29.94980499,26.82987753
Ncfi_contig_23257,2439,64,90,0.441184809,0.609147713
Ncfi_contig_23258,393,31,71,1.32623816,2.982343801
Ncfi_contig_23259,320,1,3,0.052541492,0.154761591
Ncfi_contig_2326,4325,4812,4159,18.70647179,15.87430488
Ncfi_contig_23260,234,3,0,0.215554837,0
Ncfi_contig_23261,231,13,11,0.946201754,0.78609062
Ncfi_contig_23262,212,55,57,4.361935155,4.438445621
Ncfi_contig_23263,346,90,89,4.373395836,4.246252508
Ncfi_contig_23264,386,18,0,0.784038839,0
Ncfi_contig_23265,734,20,14,0.458127448,0.314864635
Ncfi_contig_23266,1684,66,90,0.658952674,0.882251349
Ncfi_contig_23267,1086,2,16,0.030963678,0.243210357
Ncfi_contig_23268,494,68,43,2.314378255,1.436922732
Ncfi_contig_23269,843,0,0,0,0
Ncfi_contig_2327,3114,24958,27747,134.7545843,147.0920953
Ncfi_contig_23270,297,211,161,11.94478625,8.948728568
Ncfi_contig_23271,748,256,222,5.754276731,4.899404369
Ncfi_contig_23272,1781,8,16,0.075522863,0.148302329
Ncfi_contig_23273,1377,84,99,1.025646547,1.1868427
Ncfi_contig_23274,1167,42,52,0.605105096,0.735570657
Ncfi_contig_23275,377,74,123,3.300218891,5.38586756
Ncfi_contig_23276,275,36,8,2.20101085,0.480229906
Ncfi_contig_23277,1176,44,60,0.629068199,0.842239949
Ncfi_contig_23278,221,3,7,0.228234534,0.522874756
Ncfi_contig_23279,1095,1844,1880,28.31386611,28.34233576
Ncfi_contig_2328,891,3916,6048,73.8953917,112.0536447
Ncfi_contig_23280,257,14,25,0.915898376,1.605827141
Ncfi_contig_23281,824,34,8,0.693751734,0.160270903
Ncfi_contig_23282,1761,0,1,0,0.009374164
Ncfi_contig_23283,346,11,7,0.534526158,0.333974916
Ncfi_contig_23284,1154,6,2,0.087417386,0.028609884
Ncfi_contig_23285,268,10,33,0.627361094,2.03268955
Ncfi_contig_23286,349,12,45,0.578106957,2.128526176
Ncfi_contig_23287,1292,105,116,1.366404117,1.482133707
Ncfi_contig_23288,1230,61,66,0.833829201,0.885789918
Ncfi_contig_23289,405,80,65,3.3211412,2.649416532
Ncfi_contig_2329,1047,117,167,1.878847609,2.633065714
Ncfi_contig_23290,275,45,60,2.751263562,3.601724293
Ncfi_contig_23291,420,14,91,0.560442577,3.576712319
Ncfi_contig_23292,355,22,8,1.041949581,0.372009082
Ncfi_contig_23293,1154,6,3,0.087417386,0.042914826
Ncfi_contig_23294,240,12,24,0.840663866,1.650790301
Ncfi_contig_23295,289,119,10,6.923114192,0.571207717
Ncfi_contig_23296,409,13,11,0.534407348,0.443977832
Ncfi_contig_23297,1371,14,42,0.171689192,0.505712565
Ncfi_contig_23298,966,41,72,0.713607009,1.230402709
Ncfi_contig_23299,274,74,142,4.540812124,8.555190611
Ncfi_contig_233,1168,407,756,5.858736191,10.68490982
Ncfi_contig_2330,1352,1002,1588,12.46072772,19.38946004
Ncfi_contig_23300,364,3,3,0.138570967,0.136054146
Ncfi_contig_23301,257,9,17,0.588791813,1.091962456
Ncfi_contig_23302,1672,1305,1158,13.12280317,11.43310508
Ncfi_contig_23303,269,92,71,5.750265851,4.357104512
Ncfi_contig_23304,231,7,5,0.509493252,0.357313918
Ncfi_contig_23305,705,4,6,0.095394481,0.140492792
Ncfi_contig_23306,451,20,28,0.745599881,1.024880896
Ncfi_contig_23307,248,67,229,4.542296696,15.24318463
Ncfi_contig_23308,722,453,386,10.54905073,8.825554795
Ncfi_contig_23309,780,130,122,2.802212887,2.582005343
Ncfi_contig_2331,5280,3063,3244,9.753611448,10.14235556
Ncfi_contig_23310,238,0,1,0,0.069360937
Ncfi_contig_23311,1907,639,672,5.633814478,5.817153027
Ncfi_contig_23312,394,0,0,0,0
Ncfi_contig_23313,582,0,0,0,0
Ncfi_contig_23314,932,32,113,0.577279908,2.001494678
Ncfi_contig_23315,374,0,2,0,0.088277556
Ncfi_contig_23316,1039,406,610,6.569962073,9.691839111
Ncfi_contig_23317,3280,446,1411,2.286195636,7.101418033
Ncfi_contig_23318,362,73,98,3.390522775,4.468990318
Ncfi_contig_23319,834,191,238,3.850522744,4.710888389
Ncfi_contig_2332,648,1374,2591,35.65037507,66.00613688
Ncfi_contig_23320,475,11,12,0.389360106,0.41704176
Ncfi_contig_23321,715,14,37,0.329211025,0.854255121
Ncfi_contig_23322,423,46,50,1.828394224,1.951288772
Ncfi_contig_23323,229,46,41,3.37733955,2.955563421
Ncfi_contig_23324,208,45,90,3.637487883,7.142842649
Ncfi_contig_23325,319,16,41,0.843299176,2.121705403
Ncfi_contig_23326,338,0,0,0,0
Ncfi_contig_23327,1504,387,674,4.32628878,7.397823556
Ncfi_contig_23328,713,424,585,9.998358465,13.5443524
Ncfi_contig_23329,1118,228,415,3.428825787,6.127709972
Ncfi_contig_2333,3672,1558,1690,7.133738037,7.597591527
Ncfi_contig_23330,354,30,35,1.424854011,1.632137303
Ncfi_contig_23331,1689,87,179,0.866048033,1.749505411
Ncfi_contig_23332,320,20,41,1.050829833,2.115075073
Ncfi_contig_23333,568,1,2,0.02960084,0.058126419
Ncfi_contig_23334,699,330,312,7.937598737,7.368334391
Ncfi_contig_23335,2209,28,64,0.21311533,0.478273333
Ncfi_contig_23336,1315,300,456,3.835728667,5.724413515
Ncfi_contig_23337,1689,52,120,0.517637905,1.172852789
Ncfi_contig_23338,1934,420,659,3.651280494,5.624978327
Ncfi_contig_23339,583,62,69,1.788032923,1.953765536
Ncfi_contig_2334,1756,1110,1021,10.62798282,9.598273903
Ncfi_contig_23340,902,4,3,0.074559988,0.054904334
Ncfi_contig_23341,216,0,3,0,0.229276431
Ncfi_contig_23342,922,0,0,0,0
Ncfi_contig_23343,277,1,0,0.060697752,0
Ncfi_contig_23344,311,15,7,0.810929774,0.371560518
Ncfi_contig_23345,783,16,4,0.343566331,0.084331561
Ncfi_contig_23346,1238,0,2,0,0.026668664
Ncfi_contig_23347,496,6,0,0.203386419,0
Ncfi_contig_23348,293,10,14,0.573831991,0.788773523
Ncfi_contig_23349,249,0,0,0,0
Ncfi_contig_2335,662,86,128,2.18420219,3.191860401
Ncfi_contig_23350,327,76,90,3.907673017,4.543459544
Ncfi_contig_23351,243,0,0,0,0
Ncfi_contig_23352,666,0,2,0,0.049573282
Ncfi_contig_23353,344,9,16,0.439882256,0.767809442
Ncfi_contig_23354,353,32,10,1.524149786,0.467645978
Ncfi_contig_23355,649,40,80,1.036257462,2.034872482
Ncfi_contig_23356,1413,204,533,2.427394603,6.226972615
Ncfi_contig_23357,371,2,0,0.090637614,0
Ncfi_contig_23358,386,455,152,19.81875954,6.500521393
Ncfi_contig_23359,1368,670,539,8.234572958,6.504210323
Ncfi_contig_2336,2238,14838,10434,111.4724794,76.96311886
Ncfi_contig_23360,1562,94,198,1.011810543,2.092551086
Ncfi_contig_23361,322,21,19,1.096518086,0.974068811
Ncfi_contig_23362,366,6,3,0.275627497,0.13531068
Ncfi_contig_23363,1431,136,154,1.597907558,1.77653184
Ncfi_contig_23364,388,10,13,0.43333189,0.553099843
Ncfi_contig_23365,602,1,8,0.027929032,0.219374126
Ncfi_contig_23366,691,11,12,0.267649856,0.286678489
Ncfi_contig_23367,2666,5165,3257,32.57335986,20.16738188
Ncfi_contig_23368,836,6727,11567,135.29057,228.4053997
Ncfi_contig_23369,807,0,0,0,0
Ncfi_contig_2337,5741,9437,12037,27.63750185,34.61167541
Ncfi_contig_23370,1052,0,8,0,0.125535384
Ncfi_contig_23371,511,3,11,0.098708086,0.355356033
Ncfi_contig_23372,667,552,2261,13.91443641,55.95857377
Ncfi_contig_23373,3913,2128,2716,9.143535432,11.45807937
Ncfi_contig_23374,777,24,60,0.519329029,1.274741545
Ncfi_contig_23375,242,1,0,0.069476353,0
Ncfi_contig_23376,1149,14,20,0.204861517,0.28734383
Ncfi_contig_23377,656,26,38,0.666379894,0.956250479
Ncfi_contig_23378,483,48,65,1.670884703,2.221560446
Ncfi_contig_23379,763,9,4,0.198321751,0.086542087
Ncfi_contig_2338,5851,10914,13924,31.3621789,39.28491566
Ncfi_contig_23380,215,0,0,0,0
Ncfi_contig_23381,526,594,660,18.9868569,20.71333838
Ncfi_contig_23382,713,2,5,0.047162068,0.115763696
Ncfi_contig_23383,206,9,23,0.73456066,1.843115385
Ncfi_contig_23384,458,27,21,0.991175737,0.756912583
Ncfi_contig_23385,689,22,55,0.536853558,1.317757134
Ncfi_contig_23386,295,0,0,0,0
Ncfi_contig_23387,219,413,387,31.70723075,29.17149984
Ncfi_contig_23388,388,0,2,0,0.085092284
Ncfi_contig_23389,1123,1779,2459,26.63474654,36.14686866
Ncfi_contig_2339,5283,9359,14063,29.78524749,43.94295666
Ncfi_contig_23390,2792,2769,4909,16.67477253,29.02481944
Ncfi_contig_23391,777,236,319,5.106735455,6.777375882
Ncfi_contig_23392,451,426,512,15.88127747,18.74067925
Ncfi_contig_23393,535,70,57,2.199868061,1.758785928
Ncfi_contig_23394,1023,10,26,0.164352662,0.419555697
Ncfi_contig_23395,367,40,60,1.83250979,2.698839729
Ncfi_contig_23396,651,0,0,0,0
Ncfi_contig_23397,399,6,18,0.252831238,0.744717429
Ncfi_contig_23398,312,2,0,0.107777419,0
Ncfi_contig_23399,345,75,37,3.655060288,1.770412787
Ncfi_contig_234,7581,9983,12526,22.14047586,27.27582022
Ncfi_contig_2340,2684,2051,2336,12.84799992,14.36753407
Ncfi_contig_23400,1720,4251,6676,41.55421041,64.07369796
Ncfi_contig_23401,899,37,37,0.69198138,0.679413138
Ncfi_contig_23402,594,4,0,0.113220723,0
Ncfi_contig_23403,389,73,72,3.15519086,3.055447344
Ncfi_contig_23404,305,2,0,0.110250999,0
Ncfi_contig_23405,449,15,20,0.561690779,0.73531862
Ncfi_contig_23406,637,2990,2531,78.91946499,65.59105576
Ncfi_contig_23407,3028,45,68,0.249867067,0.37071909
Ncfi_contig_23408,321,0,2,0,0.102852978
Ncfi_contig_23409,284,44,47,2.604873952,2.731941695
Ncfi_contig_2341,1229,3887,5757,53.17592267,77.32790694
Ncfi_contig_23410,240,126,161,8.826970595,11.0740516
Ncfi_contig_23411,1109,10,18,0.15160755,0.267937109
Ncfi_contig_23412,262,113,135,7.251528006,8.505980559
Ncfi_contig_23413,452,3,14,0.111592549,0.51130673
Ncfi_contig_23414,303,48,62,2.663489477,3.377854741
Ncfi_contig_23415,291,0,0,0,0
Ncfi_contig_23416,771,516,232,11.25246576,4.967358623
Ncfi_contig_23417,2430,49,110,0.339033164,0.74727133
Ncfi_contig_23418,463,9,7,0.326823965,0.249579527
Ncfi_contig_23419,255,0,6,0,0.388421247
Ncfi_contig_2342,622,1608,3550,43.46583591,94.21713133
Ncfi_contig_23420,434,58,32,2.246935679,1.217172572
Ncfi_contig_23421,2288,42,76,0.308635335,0.548339436
Ncfi_contig_23422,322,47,30,2.454111908,1.538003386
Ncfi_contig_23423,288,6,1,0.350276611,0.057319108
Ncfi_contig_23424,704,89,68,2.125542162,1.594513359
Ncfi_contig_23425,1164,55,92,0.794441798,1.304748348
Ncfi_contig_23426,232,0,0,0,0
Ncfi_contig_23427,1103,166,193,2.530375372,2.888508868
Ncfi_contig_23428,1708,348,357,3.425656036,3.45042235
Ncfi_contig_23429,230,109,48,7.968031427,3.445127585
Ncfi_contig_2343,1448,199,296,2.310664494,3.374543709
Ncfi_contig_23430,702,43,700,1.029873112,16.46087195
Ncfi_contig_23431,321,35,58,1.833223384,2.982736369
Ncfi_contig_23432,283,38,38,2.25761321,2.216608885
Ncfi_contig_23433,269,99,45,6.187786078,2.761545113
Ncfi_contig_23434,410,4,4,0.164031974,0.161052712
Ncfi_contig_23435,203,27,35,2.236248708,2.846190174
Ncfi_contig_23436,460,35,24,1.279271101,0.861281896
Ncfi_contig_23437,1939,154,160,1.335350546,1.362178691
Ncfi_contig_23438,354,0,2,0,0.093264989
Ncfi_contig_23439,753,194,230,4.331707571,5.042254571
Ncfi_contig_2344,1290,1876,2953,24.45093664,37.78902139
Ncfi_contig_23440,476,0,0,0,0
Ncfi_contig_23441,487,8,14,0.276193467,0.47455984
Ncfi_contig_23442,628,0,5,0,0.131432349
Ncfi_contig_23443,373,2,5,0.090151621,0.221285563
Ncfi_contig_23444,577,179,541,5.215904057,15.47794719
Ncfi_contig_23445,537,192,309,6.01145111,9.49896095
Ncfi_contig_23446,324,518,478,26.88048659,24.35425197
Ncfi_contig_23447,801,69,66,1.448334751,1.360201746
Ncfi_contig_23448,290,3,8,0.173930455,0.455390428
Ncfi_contig_23449,979,606,737,10.40740149,12.42729777
Ncfi_contig_2345,1204,1854,2678,25.89021276,36.7177444
Ncfi_contig_23450,2312,236,453,1.716234191,3.234463695
Ncfi_contig_23451,856,50,151,0.982083956,2.912024947
Ncfi_contig_23452,911,0,0,0,0
Ncfi_contig_23453,353,0,0,0,0
Ncfi_contig_23454,757,0,0,0,0
Ncfi_contig_23455,802,91,98,1.907740943,2.017175181
Ncfi_contig_23456,2065,4338,5097,35.32009541,40.74614123
Ncfi_contig_23457,1218,324,334,4.472497416,4.526797706
Ncfi_contig_23458,360,0,17,0,0.779539864
Ncfi_contig_23459,216,39,61,3.035730628,4.661954091
Ncfi_contig_2346,658,1982,2549,50.64424872,63.94930816
Ncfi_contig_23460,1176,178,165,2.544866806,2.316159861
Ncfi_contig_23461,203,35,33,2.898840918,2.683550736
Ncfi_contig_23462,938,0,8,0,0.14079235
Ncfi_contig_23463,1965,7,2,0.059894627,0.016801937
Ncfi_contig_23464,1607,6,0,0.062775149,0
Ncfi_contig_23465,231,3,5,0.218354251,0.357313918
Ncfi_contig_23466,1076,358,385,5.594008626,5.906638159
Ncfi_contig_23467,1641,1217,1316,12.46907892,13.23851332
Ncfi_contig_23468,957,942,662,16.54974633,11.41925997
Ncfi_contig_23469,1952,942,617,8.113784446,5.217918113
Ncfi_contig_2347,3156,2055,1878,10.9478089,9.823143806
Ncfi_contig_23470,292,26,27,1.497072638,1.526415689
Ncfi_contig_23471,1251,126,83,1.693423615,1.095248561
Ncfi_contig_23472,769,403,405,8.811119326,8.694019141
Ncfi_contig_23473,902,36954,31185,688.8224504,570.7305492
Ncfi_contig_23474,512,24,37,0.788122375,1.192953928
Ncfi_contig_23475,1624,49,37,0.507297161,0.376103702
Ncfi_contig_23476,476,38,24,1.342236425,0.832331244
Ncfi_contig_23477,244,2,1,0.137813749,0.06765534
Ncfi_contig_23478,1726,195,258,1.899530173,2.467577623
Ncfi_contig_23479,1204,1433,1822,20.0111515,24.98122864
Ncfi_contig_2348,5221,520,1049,1.674565066,3.316757375
Ncfi_contig_23480,360,0,1,0,0.045855286
Ncfi_contig_23481,383,54,93,2.370540406,4.008446423
Ncfi_contig_23482,602,36,46,1.005445156,1.261401227
Ncfi_contig_23483,971,41,38,0.70993241,0.646035339
Ncfi_contig_23484,472,6,9,0.213728102,0.314769337
Ncfi_contig_23485,789,50,87,1.065480185,1.82026307
Ncfi_contig_23486,1364,1092,1106,13.46048302,13.38544042
Ncfi_contig_23487,469,0,2,0,0.070396175
Ncfi_contig_23488,2544,38,69,0.251141721,0.447737935
Ncfi_contig_23489,963,11,40,0.192051974,0.685686522
Ncfi_contig_2349,3296,9152,6952,46.68541082,34.81885368
Ncfi_contig_23490,1957,3941,2987,33.85852117,25.19627302
Ncfi_contig_23491,952,1808,1266,31.93109811,21.95273657
Ncfi_contig_23492,891,16,8,0.301921927,0.148219107
Ncfi_contig_23493,241,1,1,0.069764636,0.068497523
Ncfi_contig_23494,369,0,9,0,0.402631781
Ncfi_contig_23495,1867,11726,8923,105.5985484,78.89663554
Ncfi_contig_23496,842,54,5,1.078286194,0.098027928
Ncfi_contig_23497,377,0,4,0,0.175150165
Ncfi_contig_23498,210,24,24,1.921517408,1.886617487
Ncfi_contig_23499,242,12,6,0.833716231,0.409286851
Ncfi_contig_235,7804,10045,8814,21.64138528,18.64436919
Ncfi_contig_2350,1431,70,92,0.82245242,1.061304736
Ncfi_contig_23500,1680,290,273,2.902291919,2.682534239
Ncfi_contig_23501,1182,151,119,2.147889066,1.661963163
Ncfi_contig_23502,2853,11,0,0.064825114,0
Ncfi_contig_23503,805,34,48,0.710125999,0.984322167
Ncfi_contig_23504,1416,1072,1511,12.72869583,17.61542475
Ncfi_contig_23505,881,717449,591596,13692.0193,11085.14119
Ncfi_contig_23506,447,55,71,2.068747769,2.622060657
Ncfi_contig_23507,1277,10,14,0.131662313,0.18097936
Ncfi_contig_23508,247,1,4,0.068069949,0.267334462
Ncfi_contig_23509,259,0,2,0,0.127474155
Ncfi_contig_2351,1248,0,2,0,0.026454973
Ncfi_contig_23510,513,56,54,1.835367505,1.737674001
Ncfi_contig_23511,881,24,42,0.458023446,0.78698289
Ncfi_contig_23512,442,50,34,1.901954448,1.269838693
Ncfi_contig_23513,453,0,0,0,0
Ncfi_contig_23514,429,21,4,0.823027561,0.153919842
Ncfi_contig_23515,342,15,37,0.737424444,1.785942723
Ncfi_contig_23516,845,161,104,3.203476508,2.031741909
Ncfi_contig_23517,720,85,165,1.984900795,3.783061106
Ncfi_contig_23518,749,78,179,1.750915396,3.94514638
Ncfi_contig_23519,275,436,538,26.65668696,32.29546116
Ncfi_contig_2352,1609,1628,3126,17.0118182,32.07191101
Ncfi_contig_23520,728,158,170,3.649035463,3.854867461
Ncfi_contig_23521,1345,17,13,0.212509825,0.15955594
Ncfi_contig_23522,274,133,83,8.161189358,5.00056916
Ncfi_contig_23523,2028,22,6,0.182392555,0.04883995
Ncfi_contig_23524,204,51,34,4.203319331,2.751317168
Ncfi_contig_23525,220,64,80,4.891135222,6.002873822
Ncfi_contig_23526,205,5,6,0.410079935,0.483158137
Ncfi_contig_23527,1199,28,64,0.392637002,0.88115579
Ncfi_contig_23528,464,45,109,1.630598016,3.877934112
Ncfi_contig_23529,1375,34,62,0.415746494,0.744356354
Ncfi_contig_2353,5750,5311,6497,15.52962015,18.65249493
Ncfi_contig_23530,1498,202,324,2.267210961,3.570467674
Ncfi_contig_23531,698,2,5,0.04817558,0.118251454
Ncfi_contig_23532,1071,0,0,0,0
Ncfi_contig_23533,559,65,74,1.955032247,2.185303797
Ncfi_contig_23534,708,567,577,13.4648704,13.45347463
Ncfi_contig_23535,478,14,18,0.492439085,0.621636515
Ncfi_contig_23536,596,0,0,0,0
Ncfi_contig_23537,691,4,10,0.09732722,0.238898741
Ncfi_contig_23538,262,25,42,1.604320355,2.646305063
Ncfi_contig_23539,308,3,1,0.163765688,0.053597088
Ncfi_contig_2354,1763,6448,4259,61.49291672,39.87927335
Ncfi_contig_23540,782,34,42,0.731012058,0.886613717
Ncfi_contig_23541,205,8,7,0.656127896,0.563684493
Ncfi_contig_23542,532,7,12,0.221227333,0.372358715
Ncfi_contig_23543,319,19,25,1.001417772,1.293722806
Ncfi_contig_23544,594,0,5,0,0.138955413
Ncfi_contig_23545,302,4,0,0.222692415,0
Ncfi_contig_23546,595,0,1,0,0.027744375
Ncfi_contig_23547,1310,601,978,7.713572269,12.32422072
Ncfi_contig_23548,796,10,71,0.211222077,1.472438585
Ncfi_contig_23549,744,163,95,3.683554037,2.10786396
Ncfi_contig_2355,1884,518,545,4.62275884,4.77537534
Ncfi_contig_23550,264,4,6,0.254746626,0.375179614
Ncfi_contig_23551,1278,204,195,2.683809526,2.518811492
Ncfi_contig_23552,206,6,16,0.489707107,1.282167224
Ncfi_contig_23553,807,4,0,0.083337186,0
Ncfi_contig_23554,402,9,22,0.376416657,0.903417578
Ncfi_contig_23555,212,18,12,1.427542414,0.934409604
Ncfi_contig_23556,1608,1027,561,10.73833073,5.759287058
Ncfi_contig_23557,203,28,19,2.319072734,1.545074666
Ncfi_contig_23558,544,12,9,0.370881117,0.27310869
Ncfi_contig_23559,222,5,11,0.378677417,0.817959158
Ncfi_contig_2356,1733,2515,2352,24.40011106,22.40426306
Ncfi_contig_23560,490,89,217,3.053840167,7.310642762
Ncfi_contig_23561,2193,74,130,0.567342691,0.978580662
Ncfi_contig_23562,642,12,70,0.314266866,1.799927119
Ncfi_contig_23563,224,0,1,0,0.073695996
Ncfi_contig_23564,2701,1232,1259,7.668995803,7.694724135
Ncfi_contig_23565,903,2206,2466,41.07429654,45.08138297
Ncfi_contig_23566,904,902,924,16.77607981,16.8731221
Ncfi_contig_23567,219,0,5,0,0.376892763
Ncfi_contig_23568,250,0,0,0,0
Ncfi_contig_23569,1500,51,50,0.571651429,0.550263434
Ncfi_contig_2357,2495,2342,2634,15.78224268,17.42758177
Ncfi_contig_23570,1231,41,111,0.559987303,1.488527404
Ncfi_contig_23571,533,47,45,1.482596687,1.393725395
Ncfi_contig_23572,719,7739,7193,180.9707277,165.1479087
Ncfi_contig_23573,996,2,1,0.033761601,0.0165742
Ncfi_contig_23574,280,21,33,1.260995799,1.945574283
Ncfi_contig_23575,1027,0,0,0,0
Ncfi_contig_23576,336,0,0,0,0
Ncfi_contig_23577,217,14,12,1.084727569,0.912879429
Ncfi_contig_23578,606,4,2,0.110978728,0.054481528
Ncfi_contig_23579,369,0,0,0,0
Ncfi_contig_2358,2946,2466,2771,14.07384314,15.52729098
Ncfi_contig_23580,245,25,38,1.715640543,2.560409446
Ncfi_contig_23581,577,6,16,0.174834773,0.457758142
Ncfi_contig_23582,1188,127,470,1.797378973,6.530904389
Ncfi_contig_23583,1466,1016,1036,11.65231225,11.66588507
Ncfi_contig_23584,709,49045,39194,1163.05668,912.5680544
Ncfi_contig_23585,294,38,36,2.173144688,2.021375879
Ncfi_contig_23586,280,0,0,0,0
Ncfi_contig_23587,368,0,0,0,0
Ncfi_contig_23588,320,48,31,2.521991599,1.599203104
Ncfi_contig_23589,330,0,0,0,0
Ncfi_contig_2359,1084,1193,1128,18.5039113,17.17796549
Ncfi_contig_23590,1569,7776,6189,83.32698819,65.11625987
Ncfi_contig_23591,320,6,1,0.31524895,0.051587197
Ncfi_contig_23592,443,17,6,0.645204773,0.223583336
Ncfi_contig_23593,884,79,36,1.502544014,0.672267543
Ncfi_contig_23594,686,3,8,0.073527452,0.192511988
Ncfi_contig_23595,2261,209,369,1.554168492,2.694124817
Ncfi_contig_23596,335,0,1,0,0.049277322
Ncfi_contig_23597,1571,13519,13167,144.6840841,138.3574532
Ncfi_contig_23598,337,40,47,1.995641225,2.302289144
Ncfi_contig_23599,230,109,98,7.968031427,7.033802152
Ncfi_contig_236,2333,85,68,0.612571184,0.481156196
Ncfi_contig_2360,1009,102,114,1.699657371,1.865114909
Ncfi_contig_23600,1003,216,468,3.620805486,7.702590836
Ncfi_contig_23601,245,32,20,2.196019895,1.347583919
Ncfi_contig_23602,446,172,177,6.48404417,6.551342674
Ncfi_contig_23603,595,154,93,4.351671778,2.580226857
Ncfi_contig_23604,366,2,2,0.091875832,0.09020712
Ncfi_contig_23605,254,65,0,4.302610339,0
Ncfi_contig_23606,1200,92,167,1.289017928,2.297349836
Ncfi_contig_23607,631,4,42,0.10658179,1.098782768
Ncfi_contig_23608,273,7,6,0.431109675,0.362811055
Ncfi_contig_23609,542,7,10,0.217145648,0.304573856
Ncfi_contig_2361,717,3652,3879,85.6375018,89.30844599
Ncfi_contig_23610,471,4,0,0.142787918,0
Ncfi_contig_23611,929,142,281,2.56995197,4.993240846
Ncfi_contig_23612,992,93,98,1.576244749,1.630821063
Ncfi_contig_23613,276,0,0,0,0
Ncfi_contig_23614,307,39,50,2.13588865,2.688583552
Ncfi_contig_23615,613,6,4,0.164567152,0.10771878
Ncfi_contig_23616,501,0,27,0,0.889647468
Ncfi_contig_23617,286,3,7,0.176363049,0.404039584
Ncfi_contig_23618,686,155,400,3.798918346,9.625599423
Ncfi_contig_23619,2237,10,18,0.075159934,0.13283069
Ncfi_contig_2362,6975,6844,7565,16.49750108,17.90427043
Ncfi_contig_23620,770,45,64,0.982594129,1.372085445
Ncfi_contig_23621,1504,255,313,2.850655397,3.435487794
Ncfi_contig_23622,980,1166,1568,20.00436873,26.41264482
Ncfi_contig_23623,3414,661,411,3.25529476,1.98733103
Ncfi_contig_23624,638,21,12,0.553415084,0.310493474
Ncfi_contig_23625,272,64,21,3.956065253,1.274507218
Ncfi_contig_23626,287,30,54,1.757485435,3.106016594
Ncfi_contig_23627,718,7,32,0.163917745,0.735728268
Ncfi_contig_23628,575,38,59,1.111138328,1.693854396
Ncfi_contig_23629,687,2,0,0.04894695,0
Ncfi_contig_2363,1942,7058,6861,61.10613355,58.32169029
Ncfi_contig_23630,1695,679,1063,6.735230267,10.35274389
Ncfi_contig_23631,237,13,34,0.922247279,2.368222373
Ncfi_contig_23632,590,102,76,2.906702181,2.126441744
Ncfi_contig_23633,2010,171,198,1.430383295,1.62615164
Ncfi_contig_23634,1011,4076,3482,67.78528029,56.85511205
Ncfi_contig_23635,1532,7146,1070,78.42537843,11.52967116
Ncfi_contig_23636,310,810,5,43.93146656,0.2662565
